id_nivel,codigo_referencia
006002.000106,L22145
006002.000107,L22145
006002.000108,L22145
006002.000257,L22145
006002.000109,L22145
006002.000270,L22145
006002.000110,L22145
006002.000111,L22145
006002.000112,L22145
006002.000113,L22145
006002.000114,L22145
006002.000115,L22145
006002.000116,L22145
006002.000117,L22145
006002.000118,L22145
006002.000119,L22145
006002.000120,L22145
006002.000121,L22145
006002.000122,L22145
006002.000123,L22145
006002.000127,L22145
006002.000124,L22145
006002.000125,L22145
006002.000126,L22145
006002.000128,L22145
006002.000129,L22145
006002.000130,L22145
006002.000131,L22145
006002.000132,L22145
006002.000133,L22145
006002.000135,L22145
006002.000134,L22145
006002.000136,L22145
006002.000137,L22145
006002.000138,L22145
006002.000139,L22145
006002.000141,L22145
006002.000140,L22145
006002.000142,L22145
006002.000143,L22145
006002.000144,L22145
006002.000145,L22145
006002.000146,L22145
006002.000147,L22145
006002.000148,L22145
006002.000149,L22145
006002.000150,L22145
006002.000151,L22145
006002.000152,L22145
006002.000153,L22145
006002.000154,L22145
006002.000271,L22145
006002.000224,L22145
006002.000225,L22145
006002.000155,L22145
006002.000156,L22145
006002.000272,L22145
006002.000157,L22145
006002.000158,L22145
006002.000159,L22145
006002.000160,L22145
006002.000226,L22145
006002.000161,L22145
006002.000162,L22145
006002.000163,L22145
006002.000164,L22145
006002.000165,L22145
006002.000166,L22145
006002.000167,L22145
006002.000171,L22145
006002.000168,L22145
006002.000169,L22145
006002.000170,L22145
006002.000172,L22145
006002.000173,L22145
006002.000174,L22145
006002.000175,L22145
006002.000177,L22145
006002.000176,L22145
006002.000178,L22145
006002.000179,L22145
006002.000180,L22145
006002.000181,L22145
006002.000183,L22145
006002.000182,L22145
006002.000184,L22145
006002.000241,L22145
006002.000242,L22145
006002.000185,L22145
006002.000186,L22145
006002.000187,L22145
006002.000273,L22145
006002.000274,L22145
006002.000227,L22145
006002.000232,L22145
006002.000188,L22145
006002.000189,L22145
006002.000190,L22145
006002.000191,L22145
006002.000275,L22145
006002.000381,L22145
006002.000228,L22145
006002.000192,L22145
006002.000277,L22145
006002.000278,L22145
006002.000279,L22145
006002.000280,L22145
006002.000281,L22145
006002.000193,L22145
006002.000194,L22145
006002.000253,L22145
006002.000255,L22145
006002.000196,L22145
006002.000199,L22145
006002.000195,L22145
006002.000197,L22145
006002.000198,L22145
006002.000200,L22145
006002.000201,L22145
006002.000202,L22145
006002.000203,L22145
006002.000206,L22145
006002.000204,L22145
006002.000207,L22145
006002.000205,L22145
006002.000284,L22145
006002.000285,L22145
006002.000286,L22145
006002.000288,L22145
006002.000289,L22145
006002.000290,L22145
006002.000291,L22145
006002.000368,L22145
006002.000352,L22145
006002.000320,L22145
006002.000283,L22145
006002.000287,L22145
006002.000276,L22145
006002.000282,L22145
006002.000294,L22145
006002.000295,L22145
006002.000296,L22145
006002.000297,L22145
006002.000371,L22145
006002.000372,L22145
006002.000373,L22145
006002.000374,L22145
006002.000292,L22145
006002.000369,L22145
006002.000370,L22145
006002.000298,L22145
006002.000299,L22145
006002.000300,L22145
006002.000301,L22145
006002.000377,L22145
006002.000378,L22145
006002.000379,L22145
006002.000380,L22145
006002.000293,L22145
006002.000375,L22145
006002.000376,L22145
006002.000302,L22145
006002.000303,L22145
006002.000309,L22145
006002.000310,L22145
006002.000311,L22145
006002.000312,L22145
006002.000313,L22145
006002.000314,L22145
006002.000315,L22145
006002.000316,L22145
006002.000317,L22145
006002.000321,L22145
006002.000322,L22145
006002.000086,L22145
006002.000325,L22145
006002.000324,L22145
006002.000327,L22145
006002.000328,L22145
006002.000238,L22145
006002.000329,L22145
006002.000330,L22145
006002.000332,L22145
006002.000333,L22145
006002.000244,L22145
006002.000334,L22145
006002.000251,L22145
006002.000248,L22145
006002.000339,L22145
006002.000340,L22145
006002.000341,L22145
006002.000342,L22145
006002.000343,L22145
006002.000344,L22145
006002.000345,L22145
006002.000346,L22145
006002.000347,L22145
006002.000348,L22145
006002.000349,L22145
006002.000350,L22145
006002.000351,L22145
006002.000353,L22145
006002.000354,L22145
006002.000355,L22145
006002.000356,L22145
006002.000357,L22145
006002.000358,L22145
006002.000359,L22145
006002.000360,L22145
006002.000361,L22145
006002.000362,L22145
006002.000363,L22145
006002.000364,L22145
006002.000365,L22145
006002.000366,L22145
006002.000367,L22145
007001.000001,L7288
007001.Lim001,L1411
007002.000001,L7288
007002.Lim001,L11770
008001.000001,L7288
008001.Lim001,L74
008001.Lim001,L3760
008002.000001,L11267
008002.Lim001,L11267
008002.Lim001,L10621
009001.000001,L3462
009001.000002,L5746
009001.000021,L484
009001.000021,L7481
009001.000021,L15138
009001.000022,L484
009001.000022,L7481
009001.000022,L477
009001.000022,L15138
009001.000115,L484
009001.000115,L7481
009001.000115,L15138
009001.000116,L484
009001.000116,L7481
009001.000116,L15138
009001.Lim001,L7481
009001.Lim001,L526
009002.000001,L3462
009002.Lim001,L369
010001.000001,L8826
010001.000002,L8826c189
010001.000003,L8826c189
010001.000004,L8826c189
010001.000005,L8826c189
010001.000006,L8826c189
010001.000013,L8826c189
010001.000007,L8826
010001.000008,L8826c189
010001.000009,L8826c189
010001.000010,L8826c189
010001.000011,L8826c189
010001.000012,L8826c189
010001.000014,L8826c189
010001.000015,L8826c189
010001.000016,L8826c189
010001.000017,L8826c189
010001.000018,L8826c189
010001.000019,L8826c189
010001.000020,L8826c189
010001.000021,L8826c189
010001.000022,L8826
010001.000023,L8826c189
010001.000024,L8826c189
010001.000025,L8826c189
010001.000026,L8826c189
010001.000027,L8826
010001.000028,L8826
010001.000029,L8826c189
010001.000030,L8826c189
010001.000031,L8826c189
010001.000032,L8826
010001.000037,L8826
010001.000033,L8826
010001.000034,L8826
010001.000035,L8826
010001.000036,L8826
010001.000038,L8826
010001.000040,L8826
010001.000039,L8826
010001.000041,L8826
010001.000042,L8826
010001.000043,L8826
010001.000044,L8826
010001.000045,L8826
010001.000046,L8826
010001.000047,L8826
010001.000048,L8826
010001.000049,L8826
010001.000050,L8826
010001.000051,L8826
010001.000052,L8826
010001.000053,L8826
010001.000054,L8826
010001.000055,L8826
010001.000056,L8826
010001.000057,L8826
010001.000058,L8826
010001.000059,L8826
010001.000060,L8826
010001.000061,L8826
010001.000062,L8826
010001.000075,L8826
010001.000063,L8826
010001.000064,L8826
010001.000065,L8826
010001.000066,L8826
010001.000067,L8826
010001.000068,L8826
010001.000069,L8826
010001.000070,L8826
010001.000071,L8826
010001.000072,L8826
010001.000073,L8826
010001.000074,L8826
010001.000076,L8826
010001.000078,L8826
010001.000077,L8826
010001.000079,L8826
010001.000080,L8826
010001.000081,L8826
010001.000082,L8826
010001.000083,L8826
010001.000084,L8826
010001.000085,L8826
010001.000086,L8826
010001.000087,L8826
010001.000088,L8826
010001.000089,L8826
010001.000090,L8826
010001.000091,L8826
010001.000092,L8826
010001.000093,L8826
010001.000094,L8826
010001.000095,L8826
010001.000096,L8826
010001.000097,L8826
010001.000098,L8826
010001.000099,L8826
010001.000100,L8826
010001.000101,L8826
010001.000102,L8826
010001.000103,L8826
010001.000104,L8826
010001.000105,L8826
010001.000106,L8826
010001.000107,L8826
010001.000108,L8826
010001.000113,L8826
010001.000109,L8826
010001.000110,L8826
010001.000111,L8826
010001.000112,L8826
010001.000114,L8826
010001.000117,L8826
010001.000115,L8826
010001.000116,L8826
010001.000118,L8826
010001.000119,L8826
010001.000120,L8826
010001.000121,L8826
010001.000122,L8826
010001.000123,L8826
010001.000124,L8826
010001.000125,L8826
010001.000126,L8826
010001.000127,L8826
010001.000128,L8826
010001.000131,L8826
010001.000129,L8826
010001.000130,L8826
010001.000132,L8826
010001.000133,L8826
010001.000134,L8826
010001.000135,L8826
010001.000136,L8826
010001.000137,L8826
010001.000138,L8826
010001.000139,L8826
010001.000140,L8826
010001.000141,L8826
010001.000142,L8826
010001.000143,L8826
010001.000144,L8826
010001.000145,L8826
010001.000146,L8826
010001.000147,L8826
010001.000148,L8826
010001.000149,L8826
010001.000150,L8826
010001.000151,L8826
010001.000152,L8826
010001.000153,L8826
010001.000154,L8826
010001.000155,L8826
010001.000156,L8826
010001.000161,L8826
010001.000157,L8826
010001.000158,L8826
010001.000159,L8826
010001.000160,L8826
010001.000162,L8826
010001.000163,L8826
010001.000164,L8826
010001.000165,L8826
010001.000166,L8826
010001.000169,L8826
010001.000167,L8826
010001.000168,L8826
010001.000170,L8826
010001.000171,L8826
010001.000172,L8826
010001.000173,L8826
010001.000174,L8826
010001.000175,L8826
010001.000176,L8826
010001.000177,L8826
010001.000178,L8826
010001.000179,L8826
010001.000180,L8826
010001.000181,L8826
010001.000182,L8826
010001.000183,L8826
010001.000184,L8826
010001.000185,L8826
010001.000186,L8826
010001.000187,L8826
010001.000188,L8826
010001.000189,L8826
010001.000190,L8826
010001.000191,L8826
010001.000192,L8826
010001.000193,L8826
010001.000194,L8826
010001.000195,L8826
010001.000196,L8826
010001.000197,L8826
010001.000198,L8826
010001.000199,L8826
010001.000200,L8826
010001.000201,L8826
010001.000202,L8826
010001.000210,L8826
010001.000203,L8826
010001.000204,L8826
010001.000205,L8826
010001.000206,L8826
010001.000207,L8826
010001.000208,L8826
010001.000209,L8826
010001.000211,L8826
010001.000212,L8826
010001.000213,L8826
010001.000214,L8826
010001.000215,L8826
010001.000216,L8826
010001.000217,L8826
010001.000218,L8826
010001.000219,L8826
010001.000220,L8826
010001.000221,L8826
010001.000222,L8826
010001.000223,L8826
010001.000224,L8826
010001.000225,L8826
010001.000226,L8826
010001.000227,L8826
010001.000228,L8826
010001.000229,L8826
010001.000230,L8826
010001.000231,L8826
010001.000232,L8826
010001.000233,L8826
010001.000234,L8826
010001.000235,L8826
010001.000238,L8826
010001.000236,L8826
010001.000237,L8826
010001.000239,L8826
010001.000240,L8826
010001.000241,L8826
010001.000242,L8826
010001.000243,L8826
010001.000244,L8826
010001.000245,L8826
010001.000246,L8826
010001.000247,L8826
010001.000248,L8826
010001.000249,L8826
010001.000265,L8826
010001.000250,L8826
010001.000251,L8826
010001.000252,L8826
010001.000253,L8826
010001.000254,L8826
010001.000255,L8826
010001.000256,L8826
010001.000257,L8826
010001.000258,L8826
010001.000259,L8826
010001.000260,L8826
010001.000261,L8826
010001.000262,L8826
010001.000263,L8826
010001.000264,L8826
010001.000266,L8826
010001.000270,L8826
010001.000267,L8826
010001.000268,L8826
010001.000269,L8826
010001.000271,L8826
010001.000272,L8826
010001.000273,L8826
010001.000274,L8826
010001.000275,L8826
010001.000276,L8826
010001.000277,L8826
010001.000278,L8826
010001.000279,L8826
010001.000280,L8826
010001.000281,L8826
010001.000282,L8826
010001.000283,L8826
010001.000284,L8826
010001.000285,L8826
010001.000286,L8826
010001.000287,L8826
010001.000290,L8826
010001.000288,L8826
010001.000289,L8826
010001.000291,L8826
010001.000294,L8826
010001.000292,L8826
010001.000293,L8826
010001.000295,L8826
010001.000296,L8826
010001.000297,L8826
010001.000298,L8826
010001.000299,L8826
010001.000300,L8826
010001.000301,L8826
010001.000302,L8826
010001.000303,L8826
010001.000304,L8826
010001.000305,L8826
010001.000306,L8826
010001.000307,L8826
010001.000308,L8826
010001.000309,L8826
010001.000310,L8826
010001.000311,L8826
010001.000312,L8826
010001.000313,L8826
010001.000314,L8826
010001.000315,L8826
010001.000316,L8826
010001.000317,L8826
010001.000318,L8826
010001.000319,L8826
010001.000320,L8826
010001.000321,L8826
010001.000322,L8826
010001.000323,L8826
010001.000325,L8826
010001.000324,L8826
010001.000326,L8826
010001.000327,L8826
010001.000328,L8826
010001.000329,L8826
010001.000330,L8826
010001.000331,L8826
010001.000332,L8826
010001.000333,L8826
010001.000334,L8826
010001.000335,L8826
010001.000336,L8826
010001.000337,L8826
010001.000338,L8826
010001.000339,L8826
010001.000341,L8826
010001.000340,L8826
010001.000342,L8826
010001.000343,L8826
010001.000344,L8826
010001.000345,L8826
010001.000346,L8826
010001.000347,L8826
010001.000348,L8826
010001.Lim001,L8826
010001.Lim001,L1407
010001.000350,L8826
010001.000351,L8826
010001.000352,L8826
010001.000353,L8826
010001.000354,L8826
010001.000355,L8826
010001.000356,L8826
010001.000357,L8826
010001.000358,L8826
010001.000359,L8826
010001.000360,L8826
010001.000361,L8826
010001.000362,L8826
010001.000363,L8826
010001.000364,L8826
010001.000365,L8826
010001.000366,L8826
010001.000367,L8826
010001.000368,L8826
010001.000369,L8826
010001.000370,L8826
010001.000371,L8826
010001.000372,L8826
010001.000373,L8826
010001.000374,L8826
010001.000375,L8826
010002.000001,L9088
010002.000002,L9088
010002.000003,L9088
010002.000004,L9088
010002.000005,L9088
010002.000006,L9088
010002.000007,L9088
010002.000008,L9088
010002.000009,L9088
010002.000012,L9088
010002.000013,L9088
010002.000010,L9088
010002.000011,L9088
010002.000014,L9088
010002.000015,L9088
010002.000016,L9088
010002.000017,L9088
010002.000018,L9088
010002.000019,L9088
010002.000020,L9088
010002.000021,L9088
010002.000022,L9088
010002.000023,L9088
010002.000024,L9088
010002.000025,L9088
010002.000026,L9088
010002.000027,L9088
010002.000028,L9088
010002.000029,L9088
010002.000030,L9088
010002.000031,L9088
010002.000032,L9088
010002.000033,L9088
010002.000034,L9088
010002.000035,L9088
010002.000039,L9088
010002.000041,L9088
010002.000042,L9088
010002.000036,L9088
010002.000044,L9088
010002.000037,L9088
010002.000038,L9088
010002.000040,L9088
010002.000043,L9088
010002.000045,L9088
010002.000046,L9088
010002.000047,L9088
010002.000048,L9088
010002.000049,L9088
010002.000050,L9088
010002.000051,L9088
010002.000052,L9088
010002.000053,L9088
010002.000054,L9088
010002.000055,L9088
010002.000056,L9088
010002.000057,L9088
010002.000058,L9088
010002.000059,L9088
010002.000060,L9088
010002.000061,L9088
010002.000062,L9088
010002.000063,L9088
010002.000064,L9088
010002.000065,L9088
010002.000066,L9088
010002.000067,L9088
010002.000068,L9088
010002.000069,L9088
010002.000070,L9088
010002.000075,L9088
010002.000080,L9088
010002.000088,L9088
010002.000071,L9088
010002.000083,L9088
010002.000072,L9088
010002.000073,L9088
010002.000074,L9088
010002.000076,L9088
010002.000091,L9088
010002.000077,L9088
010002.000078,L9088
010002.000079,L9088
010002.000092,L9088
010002.000081,L9088
010002.000082,L9088
010002.000084,L9088
010002.000085,L9088
010002.000086,L9088
010002.000087,L9088
010002.000089,L9088
010002.000090,L9088
010002.000093,L9088
010002.000096,L9088
010002.000103,L9088
010002.000094,L9088
010002.000095,L9088
010002.000097,L9088
010002.000098,L9088
010002.000099,L9088
010002.000100,L9088
010002.000101,L9088
010002.000102,L9088
010002.000104,L9088
010002.000105,L9088
010002.000106,L9088
010002.000107,L9088
010002.000108,L9088
010002.000109,L9088
010002.000110,L9088
010002.000111,L9088
010002.000112,L9088
010002.000113,L9088
010002.000114,L9088
010002.000115,L9088
010002.000116,L9088
010002.000117,L9088
010002.000118,L9088
010002.000120,L9088
010002.000119,L9088
010002.000122,L9088
010002.000123,L9088
010002.000125,L9088
010002.000121,L9088
010002.000129,L9088
010002.000124,L9088
010002.000126,L9088
010002.000127,L9088
010002.000128,L9088
010002.000130,L9088
010002.000131,L9088
010002.000132,L9088
010002.000133,L9088
010002.000134,L9088
010002.000136,L9088
010002.000135,L9088
010002.000162,L9088
010002.000165,L9088
010002.000166,L9088
010002.000137,L9088
010002.000169,L9088
010002.000138,L9088
010002.000139,L9088
010002.000140,L9088
010002.000164,L9088
010002.000167,L9088
010002.000141,L9088
010002.000142,L9088
010002.000143,L9088
010002.000144,L9088
010002.000145,L9088
010002.000146,L9088
010002.000147,L9088
010002.000148,L9088
010002.000149,L9088
010002.000150,L9088
010002.000151,L9088
010002.000152,L9088
010002.000153,L9088
010002.000154,L9088
010002.000155,L9088
010002.000156,L9088
010002.000157,L9088
010002.000158,L9088
010002.000159,L9088
010002.000160,L9088
010002.000161,L9088
010002.000183,L9088
010002.000184,L9088
010002.000163,L9088
010002.000172,L9088
010002.000168,L9088
010002.000189,L9088
010002.000170,L9088
010002.000171,L9088
010002.000173,L9088
010002.000174,L9088
010002.000175,L9088
010002.000176,L9088
010002.000177,L9088
010002.000178,L9088
010002.000179,L9088
010002.000180,L9088
010002.000181,L9088
010002.000182,L9088
010002.000185,L9088
010002.000186,L9088
010002.000187,L9088
010002.000188,L9088
010002.000190,L9088
010002.000191,L9088
010002.000195,L9088
010002.000192,L9088
010002.000196,L9088
010002.000197,L9088
010002.000193,L9088
010002.000199,L9088
010002.000194,L9088
010002.000198,L9088
010002.000200,L9088
010002.000201,L9088
010002.000202,L9088
010002.000205,L9088
010002.000203,L9088
010002.000204,L9088
010002.000206,L9088
010002.000207,L9088
010002.000208,L9088
010002.000353,L12157
010002.000209,L9088
010002.000238,L9088
010002.000355,L12157
010002.000356,L12157
010002.000210,L9088
010002.000357,L12157
010002.000351,L12157
010002.000354,L12157
010002.000211,L9088
010002.000352,L12157
010002.000212,L9088
010002.000213,L9088
010002.000214,L9088
010002.000215,L9088
010002.000216,L9088
010002.000217,L9088
010002.000218,L9088
010002.000219,L9088
010002.000220,L9088
010002.000221,L9088
010002.000222,L9088
010002.000223,L9088
010002.000224,L9088
010002.000225,L9088
010002.000226,L9088
010002.000227,L9088
010002.000228,L9088
010002.000229,L9088
010002.000230,L9088
010002.000231,L9088
010002.000232,L9088
010002.000233,L9088
010002.000234,L9088
010002.000235,L9088
010002.000236,L9088
010002.000237,L9088
010002.000256,L9088
010002.000359,L12157
010002.000239,L9088
010002.000360,L12157
010002.000240,L9088
010002.000241,L9088
010002.000242,L9088
010002.000243,L9088
010002.000244,L9088
010002.000245,L9088
010002.000246,L9088
010002.000247,L9088
010002.000248,L9088
010002.000249,L9088
010002.000250,L9088
010002.000251,L9088
010002.000252,L9088
010002.000253,L9088
010002.000254,L9088
010002.000255,L9088
010002.000358,L12157
010002.000257,L9088
010002.000258,L9088
010002.000259,L9088
010002.000260,L9088
010002.000261,L9088
010002.000361,L12157
010002.000362,L12157
010002.000262,L9088
010002.000263,L9088
010002.000264,L9088
010002.000265,L9088
010002.000266,L9088
010002.000267,L9088
010002.000268,L9088
010002.000269,L9088
010002.000270,L9088
010002.000271,L9088
010002.000272,L9088
010002.000273,L9088
010002.000275,L9088
010002.000274,L9088
010002.000276,L9088
010002.000277,L9088
010002.000278,L9088
010002.000279,L9088
010002.000363,L12157
010002.000364,L12157
010002.000365,L12157
010002.000366,L12157
010002.000280,L9088
010002.000281,L9088
010002.000282,L9088
010002.000283,L9088
010002.000284,L9088
010002.000285,L9088
010002.000286,L9088
010002.000287,L9088
010002.000288,L9088
010002.000289,L9088
010002.000290,L9088
010002.000291,L9088
010002.000367,L12157
010002.000368,L12157
010002.000292,L9088
010002.000293,L9088
010002.000294,L9088
010002.000295,L9088
010002.000369,L12157
010002.000370,L12157
010002.000296,L9088
010002.000297,L9088
010002.000298,L9088
010002.000299,L9088
010002.000300,L9088
010002.000301,L9088
010002.000371,L12157
010002.000302,L9088
010002.000303,L9088
010002.000304,L9088
010002.000305,L9088
010002.000306,L9088
010002.000307,L9088
010002.000372,L12157
010002.000308,L9088
010002.000309,L9088
010002.000373,L12157
010002.000374,L12157
010002.000310,L9088
010002.000312,L9088
010002.000311,L9088
010002.000375,L12157
010002.000313,L9088
010002.000314,L9088
010002.000315,L9088
010002.000376,L12157
010002.000316,L9088
010002.000317,L9088
010002.000318,L9088
010002.000377,L12157
010002.000378,L12157
010002.000379,L12157
010002.000380,L12157
010002.000381,L12157
010002.000319,L9088
010002.000320,L9088
010002.000321,L9088
010002.000322,L9088
010002.000323,L9088
010002.000324,L9088
010002.000325,L9088
010002.000326,L9088
010002.000327,L9088
010002.000328,L9088
010002.000329,L9088
010002.000330,L9088
010002.000331,L9088
010002.000332,L9088
010002.Lim001,L1406
010002.Lim002,L9088
010002.Lim003,L9088
010002.000382,L12157
010002.000333,L9088
010002.000334,L9088
010002.000335,L9088
010002.000336,L9088
010002.000337,L9088
010002.000338,L9088
010002.000339,L9088
010002.000383,L12157
010002.000341,L9088
010002.000340,L9088
010002.000342,L9088
010002.000384,L12157
010002.000344,L9088
010002.000343,L9088
010002.000385,L12157
010002.000345,L9088
010002.Lim004,L9088
010002.Lim005,L9088
