id_linea,elemento,espectro,estado_ionizacion,longitud_onda_nm,longitud_onda_vacio_nm,longitud_onda_origen,medio,longitud_onda_obs_nm,longitud_onda_ritz_nm,ritz_es_limite,incertidumbre_obs_nm,incertidumbre_ritz_nm,region_espectral,aki_s1,log10_aki,tiene_aki,fuerza_oscilador_fik,log_gf,exactitud,tipo_transicion,intensidad_valor,intensidad_bandera,energia_inferior_cm1,energia_superior_cm1,energia_inferior_interpolada,energia_superior_interpolada,energia_inferior_origen_desconocido,energia_superior_origen_desconocido,energia_foton_ev,configuracion_inferior,termino_inferior,j_inferior,j_inferior_texto,j_inferior_resuelto,g_inferior,configuracion_superior,termino_superior,j_superior,j_superior_texto,j_superior_resuelto,g_superior,id_nivel_inferior,id_nivel_superior,ref_probabilidad,ref_longitud_onda,medicion_repetida
3589,C,C II,2,192.65826,192.65826,ritz,vacio,,192.65826,False,,0.00019,Ultravioleta,1130000.0,6.05307844348342,True,0.000631,-2.6,B,E1,,,162524.56,214429.94,False,False,False,False,6.435446933949298,2s2.4p,2P*,1.5,3/2,True,4,2s.2p.(3P*).4p,2P,1.5,3/2,True,4,006002.000021,006002.000100,T5109LS,,False
3590,B,B II,2,192.667,192.667,observada,vacio,192.667,192.6674,False,0.001,0.0011,Ultravioleta,224000000.0,8.350248018334163,True,0.208,-0.206,B,E1,350.0,,129773.83,181676.76,False,False,False,False,6.435143172663124,1s2.2s.3s,3S,1.0,1,True,3,1s2.2p.3s,3P*,2.0,2,True,5,005002.000011,005002.000039,"u27,LS",L12120,False
3591,C,C II,2,192.67682,192.67682,ritz,vacio,,192.67682,False,,0.00015,Ultravioleta,1930000.0,6.285557309007774,True,0.00215,-2.37,B,E1,,,110624.18,162524.56,False,False,False,False,6.434827012957105,2s.2p2,2P,0.5,1/2,True,2,2s2.4p,2P*,1.5,3/2,True,4,006002.000009,006002.000021,T5109LS,,False
3592,C,C II,2,192.70154,192.70154,ritz,vacio,,192.70154,False,,0.00019,Ultravioleta,7740000.0,6.888740960682893,True,0.00431,-2.06,B,E1,,,110624.18,162517.9,False,False,False,False,6.434001278195504,2s.2p2,2P,0.5,1/2,True,2,2s2.4p,2P*,0.5,1/2,True,2,006002.000009,006002.000020,T5109LS,,False
3593,C,C II,2,192.7286,192.7286,ritz,vacio,,192.7286,False,,0.0003,Ultravioleta,910000.0,5.959041392321094,True,0.0005,-3.0,C+,E1,,,162517.9,214404.34,False,False,False,False,6.433098673230871,2s2.4p,2P*,0.5,1/2,True,2,2s.2p.(3P*).4p,2P,0.5,1/2,True,2,006002.000020,006002.000099,T5109LS,,False
3594,B,B II,2,192.7462,192.7462,observada,vacio,192.7462,192.7461,False,0.001,0.0011,Ultravioleta,224000000.0,8.350248018334163,True,0.124,-0.428,B,E1,280.0,,129773.83,181655.55,False,False,False,False,6.43251346781424,1s2.2s.3s,3S,1.0,1,True,3,1s2.2p.3s,3P*,1.0,1,True,3,005002.000011,005002.000038,"u27,LS",L12120,False
3595,C,C II,2,192.7533,192.7533,ritz,vacio,,192.7533,False,,0.0003,Ultravioleta,450000.0,5.653212513775344,True,0.000126,-3.3,C+,E1,,,162524.56,214404.34,False,False,False,False,6.4322729384692705,2s2.4p,2P*,1.5,3/2,True,4,2s.2p.(3P*).4p,2P,0.5,1/2,True,2,006002.000021,006002.000099,T5109LS,,False
3596,Ne,Ne II,2,192.7549,192.7549,observada,vacio,192.7549,192.754788,False,0.0005,1.1e-05,Ultravioleta,,,False,,,,E1,12.0,,251011.1511,302890.5369,False,False,False,False,6.432224063898248,2s2.2p4.(3P).3p,2D*,2.5,5/2,True,6,2s2.2p4.(3P).4d,2F,2.5,5/2,True,6,010002.000018,010002.000083,,L1406,False
3597,B,B II,2,192.7814,192.7814,observada,vacio,192.7814,192.782,False,0.001,0.0011,Ultravioleta,223000000.0,8.34830486304816,True,0.0415,-0.905,B,E1,100.0,,129773.83,181645.9,False,False,False,False,6.431317020299308,1s2.2s.3s,3S,1.0,1,True,3,1s2.2p.3s,3P*,0.0,0,True,1,005002.000011,005002.000037,"u27,LS",L12120,False
3598,C,C II,2,192.83067,192.83067,ritz,vacio,,192.83067,False,,0.00015,Ultravioleta,9680000.0,6.985875357308394,True,0.0054,-1.67,B,E1,,,110665.59,162524.56,False,False,False,False,6.429692827299764,2s.2p2,2P,1.5,3/2,True,4,2s2.4p,2P*,1.5,3/2,True,4,006002.000010,006002.000021,T5109LS,,False
3599,C,C II,2,192.85544,192.85544,ritz,vacio,,192.85544,False,,0.00019,Ultravioleta,3860000.0,6.586587304671755,True,0.00107,-2.37,B,E1,,,110665.59,162517.9,False,False,False,False,6.428867092538162,2s.2p2,2P,1.5,3/2,True,4,2s2.4p,2P*,0.5,1/2,True,2,006002.000010,006002.000020,T5109LS,,False
3600,Ne,Ne II,2,192.8786,192.8786,observada,vacio,192.8786,192.878661,False,0.0005,1.1e-05,Ultravioleta,,,False,,,,E1,180.0,,254164.9888,306011.056,False,False,False,False,6.428093083984149,2s2.2p4.(3P).3p,2P*,1.5,3/2,True,4,2s2.2p4.(1D).3d,2S,0.5,1/2,True,2,010002.000022,010002.000112,,L1406,False
3601,Ne,Ne II,2,192.9643,192.9643,observada,vacio,192.9643,192.96379,False,0.0005,0.00015,Ultravioleta,,,False,,,,E1,120.0,*,277325.5757,329148.77,False,False,False,False,6.425257205811689,2s2.2p4.(1D).3p,2D*,1.5,3/2,True,4,2s2.2p4.(1D).5s,2D,1.5,3/2,True,4,010002.000029,010002.000332,,L1406,False
3602,Ne,Ne II,2,192.9643,192.9643,observada,vacio,192.9643,192.96431,False,0.0005,0.00015,Ultravioleta,,,False,,,,E1,120.0,*,277325.5757,329148.63,False,False,False,False,6.425239848023906,2s2.2p4.(1D).3p,2D*,1.5,3/2,True,4,2s2.2p4.(1D).5s,2D,2.5,5/2,True,6,010002.000029,010002.000331,,L1406,False
3603,Be,Be I,1,192.967,192.967,observada,vacio,192.967,192.965,False,0.005,0.009,Ultravioleta,5120000.0,6.70926996097583,True,0.00476,-1.845,B,E1,7.0,*,21978.925,73801.8,False,False,False,False,6.425217617657124,1s2.2s.2p,3P*,1.0,1,True,3,1s2.2s.9d,3D,2.0,2,True,5,004001.000003,004001.000089,u28,L7412,False
3604,Be,Be I,1,192.967,192.967,observada,vacio,192.967,192.966,False,0.005,0.011,Ultravioleta,3790000.0,6.578639209968072,True,0.00634,-2.198,B,E1,7.0,*,21978.31,73801.0,False,False,False,False,6.425194680580413,1s2.2s.2p,3P*,0.0,0,True,1,1s2.2s.9d,3D,1.0,1,True,3,004001.000002,004001.000088,u28,L7412,False
3605,Be,Be I,1,192.967,192.967,observada,vacio,192.967,192.967,False,0.005,0.007,Ultravioleta,6810000.0,6.833147111912785,True,0.00532,-1.575,B,E1,7.0,*,21981.26,73803.6,False,False,False,False,6.42515128611096,1s2.2s.2p,3P*,2.0,2,True,5,1s2.2s.9d,3D,3.0,3,True,7,004001.000004,004001.000090,u28,L7412,False
3606,Be,Be I,1,192.967,192.967,observada,vacio,192.967,192.968,False,0.005,0.011,Ultravioleta,2850000.0,6.45484486000851,True,0.00159,-2.322,B,E1,7.0,*,21978.925,73801.0,False,False,False,False,6.425118430298372,1s2.2s.2p,3P*,1.0,1,True,3,1s2.2s.9d,3D,1.0,1,True,3,004001.000003,004001.000088,u28,L7412,False
3607,Be,Be I,1,192.967,192.967,observada,vacio,192.967,192.974,False,0.005,0.009,Ultravioleta,1710000.0,6.232996110392154,True,0.000954,-2.322,B,E1,7.0,*,21981.26,73801.8,False,False,False,False,6.42492811455377,1s2.2s.2p,3P*,2.0,2,True,5,1s2.2s.9d,3D,2.0,2,True,5,004001.000004,004001.000089,u28,L7412,False
3608,Be,Be I,1,192.967,192.967,observada,vacio,192.967,192.977,False,0.005,0.011,Ultravioleta,190000.0,5.278753600952829,True,6.36e-05,-3.498,B,E1,7.0,*,21981.26,73801.0,False,False,False,False,6.424828927195019,1s2.2s.2p,3P*,2.0,2,True,5,1s2.2s.9d,3D,1.0,1,True,3,004001.000004,004001.000088,u28,L7412,False
3609,Ne,Ne II,2,193.003483,193.003483,observada,vacio,193.003483,193.003513,False,2e-05,1.2e-05,Ultravioleta,57000000.0,7.7558748556724915,True,0.032,-1.2,D,E1,600.0,,224699.2716,276511.8,False,False,False,False,6.423934802749557,2s2.2p4.(3P).3s,2P,0.5,1/2,True,2,2s2.2p4.(1D).3p,2P*,0.5,1/2,True,2,010002.000008,010002.000027,T8043,L9088,False
3610,Ne,Ne II,2,193.0335,193.0335,observada,vacio,193.0335,193.03341,False,0.0005,0.00015,Ultravioleta,,,False,,,,E1,120.0,*,277344.2675,329148.77,False,False,False,False,6.422939717971311,2s2.2p4.(1D).3p,2D*,2.5,5/2,True,6,2s2.2p4.(1D).5s,2D,1.5,3/2,True,4,010002.000030,010002.000332,,L1406,False
3611,Ne,Ne II,2,193.0335,193.0335,observada,vacio,193.0335,193.03394,False,0.0005,0.00015,Ultravioleta,,,False,,,,E1,120.0,*,277344.2675,329148.63,False,False,False,False,6.422922360183528,2s2.2p4.(1D).3p,2D*,2.5,5/2,True,6,2s2.2p4.(1D).5s,2D,2.5,5/2,True,6,010002.000030,010002.000331,,L1406,False
3612,C,C I,1,193.09054,193.09054,observada,vacio,193.09054,193.090544,False,1.2e-05,1.1e-05,Ultravioleta,339000000.0,8.530199698203083,True,0.114,-0.245,A,E1,20000000000.0,,10192.657,61981.83211,False,False,False,False,6.421039363808006,2s2.2p2,1D,2.0,2,True,5,2s2.2p.3s,1P*,1.0,1,True,3,006001.000008,006001.000014,T7851,L20057c182,False
3613,Ne,Ne II,2,193.2754,193.2754,observada,vacio,193.2754,193.275434,False,0.0005,7e-06,Ultravioleta,,,False,,,,E1,140.0,,251011.1511,302750.784,False,False,False,False,6.41489691261228,2s2.2p4.(3P).3p,2D*,2.5,5/2,True,6,2s2.2p4.(3P).4d,4F,3.5,7/2,True,8,010002.000018,010002.000075,,L1406,False
3614,Ne,Ne II,2,193.35297,193.35297,observada,vacio,193.35297,193.35296,False,6e-05,1.1e-05,Ultravioleta,,,False,,,,E1,180.0,,254292.1683,306011.056,False,False,False,False,6.412324835618832,2s2.2p4.(3P).3p,2P*,0.5,1/2,True,2,2s2.2p4.(1D).3d,2S,0.5,1/2,True,2,010002.000023,010002.000112,,L9088,False
3615,Ne,Ne II,2,193.3642,193.3642,observada,vacio,193.3642,193.364513,False,0.0005,1.1e-05,Ultravioleta,,,False,,,,E1,22.0,,251522.0967,303237.8943,False,False,False,False,6.411941712047237,2s2.2p4.(3P).3p,2D*,1.5,3/2,True,4,2s2.2p4.(3P).4d,2P,1.5,3/2,True,4,010002.000019,010002.000092,,L1406,False
3616,Ne,Ne II,2,193.6417,193.6417,observada,vacio,193.6417,193.641797,False,0.0005,1.1e-05,Ultravioleta,,,False,,,,E1,60.0,,252798.4654,304440.2089,False,False,False,False,6.402760173817653,2s2.2p4.(3P).3p,2S*,0.5,1/2,True,2,2s2.2p4.(3P).5s,2P,0.5,1/2,True,2,010002.000020,010002.000105,,L1406,False
3617,B,B II,2,193.6917,193.6917,observada,vacio,193.6917,193.6915,False,0.001,0.0011,Ultravioleta,60200000.0,7.779596491257824,True,0.0565,-0.77,B,E1,100.0,,143990.56,195619.05,False,False,False,False,6.401116949243641,1s2.2s.3p,3P*,1.0,1,True,3,1s2.2p.3p,3P,2.0,2,True,5,005002.000014,005002.000088,"u27,LS",L12120,False
3618,B,B II,2,193.7046,193.7046,observada,vacio,193.7046,193.7048,False,0.001,0.0011,Ultravioleta,181000000.0,8.257678574869184,True,0.102,-0.293,B,E1,200.0,,143994.11,195619.05,False,False,False,False,6.400676805339186,1s2.2s.3p,3P*,2.0,2,True,5,1s2.2p.3p,3P,2.0,2,True,5,005002.000015,005002.000088,"u27,LS",L12120,False
3619,B,B II,2,193.7294,193.7294,observada,vacio,193.7294,193.7299,False,0.001,0.0011,Ultravioleta,80500000.0,7.905795880367869,True,0.136,-0.867,B,E1,100.0,,143989.95,195608.22,False,False,False,False,6.399849830735599,1s2.2s.3p,3P*,0.0,0,True,1,1s2.2p.3p,3P,1.0,1,True,3,005002.000013,005002.000087,"u27,LS",L12120,False
3620,B,B II,2,193.7321,193.7321,ritz,vacio,,193.7321,False,,0.0007,Ultravioleta,60500000.0,7.781755374652469,True,0.034,-0.991,B,E1,,,143990.56,195608.22,False,False,False,False,6.399774200374553,1s2.2s.3p,3P*,1.0,1,True,3,1s2.2p.3p,3P,1.0,1,True,3,005002.000014,005002.000087,"u27,LS",,False
3621,B,B II,2,193.7459,193.7459,observada,vacio,193.7459,193.7455,False,0.001,0.0011,Ultravioleta,100000000.0,8.0,True,0.0339,-0.77,B,E1,100.0,,143994.11,195608.22,False,False,False,False,6.399334056470098,1s2.2s.3p,3P*,2.0,2,True,5,1s2.2p.3p,3P,1.0,1,True,3,005002.000015,005002.000087,"u27,LS",L12120,False
3622,B,B II,2,193.7565,193.7565,observada,vacio,193.7565,193.7566,False,0.001,0.0011,Ultravioleta,241000000.0,8.38201704257487,True,0.0453,-0.867,B,E1,100.0,,143990.56,195601.7,False,False,False,False,6.398965823400735,1s2.2s.3p,3P*,1.0,1,True,3,1s2.2p.3p,3P,0.0,0,True,1,005002.000014,005002.000086,"u27,LS",L12120,False
3623,Ne,Ne II,2,193.882716,193.882716,observada,vacio,193.882716,193.882749,False,2.1e-05,8e-06,Ultravioleta,13000000.0,7.113943352306837,True,0.015,-1.53,D,E1,400.0,,224699.2716,276276.8361,False,False,False,False,6.39480299194606,2s2.2p4.(3P).3s,2P,0.5,1/2,True,2,2s2.2p4.(1D).3p,2P*,1.5,3/2,True,4,010002.000008,010002.000026,T8043,L9088,False
3624,Ne,Ne II,2,193.9875,193.9875,observada,vacio,193.9875,193.987537,False,0.0005,1.1e-05,Ultravioleta,,,False,,,,E1,140.0,,251522.0967,303071.8002,False,False,False,False,6.391348668193363,2s2.2p4.(3P).3p,2D*,1.5,3/2,True,4,2s2.2p4.(3P).4d,4P,2.5,5/2,True,6,010002.000019,010002.000091,,L1406,False
3625,Be,Be I,1,194.368,194.368,observada,vacio,194.368,194.3592,False,0.005,0.0006,Ultravioleta,5430000.0,6.734799829588847,True,0.00922,-2.035,B,E1,11.0,*,21978.31,73429.43,False,False,False,False,6.379125871966593,1s2.2s.2p,3P*,0.0,0,True,1,1s2.2s.8d,3D,1.0,1,True,3,004001.000002,004001.000082,u28,L7412,False
3626,Be,Be I,1,194.368,194.368,observada,vacio,194.368,194.3616,False,0.005,0.0005,Ultravioleta,7340000.0,6.86569605991607,True,0.00693,-1.68,B,E1,11.0,*,21978.925,73429.42,False,False,False,False,6.379048381842569,1s2.2s.2p,3P*,1.0,1,True,3,1s2.2s.8d,3D,2.0,2,True,5,004001.000003,004001.000083,u28,L7412,False
3627,Be,Be I,1,194.368,194.368,observada,vacio,194.368,194.3616,False,0.005,0.0006,Ultravioleta,4070000.0,6.60959440922522,True,0.00231,-2.16,B,E1,11.0,*,21978.925,73429.43,False,False,False,False,6.379049621684553,1s2.2s.2p,3P*,1.0,1,True,3,1s2.2s.8d,3D,1.0,1,True,3,004001.000003,004001.000082,u28,L7412,False
3628,Be,Be I,1,194.368,194.368,observada,vacio,194.368,194.3704,False,0.005,0.0005,Ultravioleta,2440000.0,6.38738982633873,True,0.00138,-2.16,B,E1,11.0,*,21981.26,73429.42,False,False,False,False,6.378758878739216,1s2.2s.2p,3P*,2.0,2,True,5,1s2.2s.8d,3D,2.0,2,True,5,004001.000004,004001.000083,u28,L7412,False
3629,Be,Be I,1,194.368,194.368,observada,vacio,194.368,194.3704,False,0.005,0.0006,Ultravioleta,271000.0,5.432969290874405,True,9.22e-05,-3.336,B,E1,11.0,*,21981.26,73429.43,False,False,False,False,6.3787601185812,1s2.2s.2p,3P*,2.0,2,True,5,1s2.2s.8d,3D,1.0,1,True,3,004001.000004,004001.000082,u28,L7412,False
3630,Be,Be I,1,194.368,194.368,observada,vacio,194.368,194.3707,False,0.005,0.0005,Ultravioleta,9780000.0,6.990338854787601,True,0.00775,-1.412,B,E1,11.0,*,21981.26,73429.34,False,False,False,False,6.378748960003341,1s2.2s.2p,3P*,2.0,2,True,5,1s2.2s.8d,3D,3.0,3,True,7,004001.000004,004001.000084,u28,L7412,False
3631,Ne,Ne II,2,194.4883,194.4883,observada,vacio,194.4883,194.48722,False,0.001,1.9e-05,Ultravioleta,,,False,,,,E1,120.0,bl,254164.9888,305582.249,False,False,False,False,6.374927791804306,2s2.2p4.(3P).3p,2P*,1.5,3/2,True,4,2s2.2p4.(1D).3d,2P,0.5,1/2,True,2,010002.000022,010002.000111,,L1406,False
3632,Ne,Ne II,2,194.54521,194.54521,observada,vacio,194.54521,194.545208,False,6e-05,1.1e-05,Ultravioleta,,,False,,,,E1,200.0,"w,bl",254164.9888,305566.923,False,False,False,False,6.373027609979036,2s2.2p4.(3P).3p,2P*,1.5,3/2,True,4,2s2.2p4.(1D).3d,2P,1.5,3/2,True,4,010002.000022,010002.000110,,L9088,False
3633,O,O II,2,194.7813,194.7813,ritz,vacio,,194.7813,False,,,Ultravioleta,1230000.0,6.089905111439398,True,0.0007,-2.854,E,E1,,,203942.288,255281.93,False,False,False,False,6.365304361493058,2s2.2p2.(3P).3p,2S*,0.5,1/2,True,2,2s2.2p2.(3P).4d,2P,0.5,1/2,True,2,008002.000024,008002.000107,T5723LS,,False
3634,Ne,Ne II,2,194.945,194.945,observada,vacio,194.945,194.944801,False,0.0005,8e-06,Ultravioleta,,,False,,,,E1,12.0,,251011.1511,302307.723,False,False,False,False,6.359964349667891,2s2.2p4.(3P).3p,2D*,2.5,5/2,True,6,2s2.2p4.(3P).4d,2D,2.5,5/2,True,6,010002.000018,010002.000072,,L1406,False
3635,Ne,Ne II,2,194.9696,194.9696,observada,vacio,194.9696,194.969473,False,0.0005,1.9e-05,Ultravioleta,,,False,,,,E1,140.0,,254292.1683,305582.249,False,False,False,False,6.359159543438988,2s2.2p4.(3P).3p,2P*,0.5,1/2,True,2,2s2.2p4.(1D).3d,2P,0.5,1/2,True,2,010002.000023,010002.000111,,L1406,False
3636,Ne,Ne II,2,195.0276,195.0276,observada,vacio,195.0276,195.027749,False,0.0005,1.1e-05,Ultravioleta,,,False,,,,E1,80.0,,254292.1683,305566.923,False,False,False,False,6.3572593616137185,2s2.2p4.(3P).3p,2P*,0.5,1/2,True,2,2s2.2p4.(1D).3d,2P,1.5,3/2,True,4,010002.000023,010002.000110,,L1406,False
3637,Ne,Ne II,2,195.1727,195.1727,observada,vacio,195.1727,195.172935,False,0.0005,8e-06,Ultravioleta,,,False,,,,E1,160.0,,251011.1511,302247.7634,False,False,False,False,6.352530306723193,2s2.2p4.(3P).3p,2D*,2.5,5/2,True,6,2s2.2p4.(3P).4d,2F,3.5,7/2,True,8,010002.000018,010002.000071,,L1406,False
3638,O,O II,2,195.1932,195.1932,ritz,vacio,,195.1932,False,,,Ultravioleta,1230000.0,6.089905111439398,True,0.00141,-2.551,D,E1,,,203942.288,255173.58,False,False,False,False,6.351870673592239,2s2.2p2.(3P).3p,2S*,0.5,1/2,True,2,2s2.2p2.(3P).4d,2P,1.5,3/2,True,4,008002.000024,008002.000106,T5723LS,,False
3639,O,O II,2,195.39331,195.39331,ritz,vacio,,195.39331,False,,,Ultravioleta,1190000.0,6.075546961392531,True,0.00102,-2.389,D,E1,,,206786.286,257965.11,False,False,False,False,6.345365470668565,2s2.2p2.(3P).3p,4D*,1.5,3/2,True,4,2s2.2p2.(3P).5s,4P,2.5,5/2,True,6,008002.000026,008002.000133,T5723LS,L11267,False
3640,Ne,Ne II,2,195.4048,195.4048,observada,vacio,195.4048,195.404868,False,0.0005,1.1e-05,Ultravioleta,,,False,,,,E1,140.0,,252798.4654,303974.263,False,False,False,False,6.344990244890409,2s2.2p4.(3P).3p,2S*,0.5,1/2,True,2,2s2.2p4.(3P).5s,2P,1.5,3/2,True,4,010002.000020,010002.000104,,L1406,False
3641,Be,Be I,1,195.663,195.663,observada,vacio,195.663,195.656,False,0.005,0.005,Ultravioleta,398000.0,5.599883072073688,True,0.000685,-3.165,C,E1,2.0,*,21978.31,73088.4,False,False,False,False,6.3368435407730885,1s2.2s.2p,3P*,0.0,0,True,1,1s2.2s.8s,3S,1.0,1,True,3,004001.000002,004001.000076,u28,L7412,False
3642,Be,Be I,1,195.663,195.663,observada,vacio,195.663,195.658,False,0.005,0.005,Ultravioleta,1190000.0,6.075546961392531,True,0.000683,-2.69,C,E1,2.0,*,21978.925,73088.4,False,False,False,False,6.336767290491048,1s2.2s.2p,3P*,1.0,1,True,3,1s2.2s.8s,3S,1.0,1,True,3,004001.000003,004001.000076,u28,L7412,False
3643,Be,Be I,1,195.663,195.663,observada,vacio,195.663,195.667,False,0.005,0.005,Ultravioleta,1990000.0,6.298853076409706,True,0.000686,-2.465,C,E1,2.0,*,21981.26,73088.4,False,False,False,False,6.336477787387695,1s2.2s.2p,3P*,2.0,2,True,5,1s2.2s.8s,3S,1.0,1,True,3,004001.000004,004001.000076,u28,L7412,False
3644,O,O II,2,195.7441,195.7441,observada,vacio,195.7441,195.74358,False,,,Ultravioleta,10700000.0,7.02938377768521,True,0.00615,-1.433,C,E1,10.0,,206877.865,257965.11,False,False,False,False,6.334011121759759,2s2.2p2.(3P).3p,4D*,2.5,5/2,True,6,2s2.2p2.(3P).5s,4P,2.5,5/2,True,6,008002.000027,008002.000133,T5723LS,L10549,False
3645,O,O II,2,195.8122,195.8122,observada,vacio,195.8122,195.81286,False,,,Ultravioleta,2970000.0,6.472756449317212,True,0.00341,-2.166,C,E1,8.0,,206730.762,257799.93,False,False,False,False,6.331769859404586,2s2.2p2.(3P).3p,4D*,0.5,1/2,True,2,2s2.2p2.(3P).5s,4P,1.5,3/2,True,4,008002.000025,008002.000132,T5723LS,L10549,False
3646,Ne,Ne II,2,195.9994,195.9994,observada,vacio,195.9994,195.998713,False,0.001,1.2e-05,Ultravioleta,,,False,,,,E1,120.0,bl,252953.5198,303974.263,False,False,False,False,6.325765949392034,2s2.2p4.(3P).3p,4S*,1.5,3/2,True,4,2s2.2p4.(3P).5s,2P,1.5,3/2,True,4,010002.000021,010002.000104,,L1406,False
3647,O,O II,2,196.0265,196.0265,observada,vacio,196.0265,196.02599,False,,,Ultravioleta,18900000.0,7.276461804173244,True,0.0109,-1.361,C,E1,10.0,,206786.286,257799.93,False,False,False,False,6.324885760770482,2s2.2p2.(3P).3p,4D*,1.5,3/2,True,4,2s2.2p2.(3P).5s,4P,1.5,3/2,True,4,008002.000026,008002.000132,T5723LS,L10549,False
3648,Ne,Ne II,2,196.1772,196.1772,observada,vacio,196.1772,196.176305,False,0.0015,1.2e-05,Ultravioleta,,,False,,,,E1,120.0,*,252953.5198,303928.0756,False,False,False,False,6.320039441625073,2s2.2p4.(3P).3p,4S*,1.5,3/2,True,4,2s2.2p4.(3P).5s,4P,0.5,1/2,True,2,010002.000021,010002.000103,,L1406,False
3649,Ne,Ne II,2,196.1772,196.1772,observada,vacio,196.1772,196.17905,False,0.0015,0.00012,Ultravioleta,,,False,,,,E1,120.0,*,277344.2675,328318.11,False,False,False,False,6.3199510036963265,2s2.2p4.(1D).3p,2D*,2.5,5/2,True,6,2s2.2p4.(1D).4d,2F,3.5,7/2,True,8,010002.000030,010002.000320,,L1406,False
3650,O,O II,2,196.21317,196.21317,ritz,vacio,,196.21317,False,,,Ultravioleta,29500000.0,7.469822015978163,True,0.017,-1.468,C,E1,,,206730.762,257695.74,False,False,False,False,6.318851945769271,2s2.2p2.(3P).3p,4D*,0.5,1/2,True,2,2s2.2p2.(3P).5s,4P,0.5,1/2,True,2,008002.000025,008002.000131,T5723LS,L11267,False
3651,O,O II,2,196.221,196.221,observada,vacio,196.221,196.22222,False,,,Ultravioleta,47200000.0,7.6739419986340875,True,0.0204,-0.787,C,E1,15.0,,207002.482,257965.11,False,False,False,False,6.31856058290294,2s2.2p2.(3P).3p,4D*,3.5,7/2,True,8,2s2.2p2.(3P).5s,4P,2.5,5/2,True,6,008002.000030,008002.000133,T5723LS,L10549,False
3652,O,O II,2,196.3793,196.3793,observada,vacio,196.3793,196.37852,False,,,Ultravioleta,37100000.0,7.569373909615046,True,0.0143,-1.067,C,E1,12.0,,206877.865,257799.93,False,False,False,False,6.313531411861677,2s2.2p2.(3P).3p,4D*,2.5,5/2,True,6,2s2.2p2.(3P).5s,4P,1.5,3/2,True,4,008002.000027,008002.000132,T5723LS,L10549,False
3653,O,O II,2,196.4269,196.4269,observada,vacio,196.4269,196.42717,False,,,Ultravioleta,29400000.0,7.468347330412158,True,0.0085,-1.468,C,E1,10.0,,206786.286,257695.74,False,False,False,False,6.3119678471351675,2s2.2p2.(3P).3p,4D*,1.5,3/2,True,4,2s2.2p2.(3P).5s,4P,0.5,1/2,True,2,008002.000026,008002.000131,T5723LS,L10549,False
3654,Be,Be I,1,196.459,196.459,observada,vacio,196.459,196.4532,False,0.005,0.0006,Ultravioleta,8150000.0,6.911157608739977,True,0.0141,-1.849,B,E1,19.0,*,21978.31,72881.03,False,False,False,False,6.311132937542883,1s2.2s.2p,3P*,0.0,0,True,1,1s2.2s.7d,3D,1.0,1,True,3,004001.000002,004001.000068,u28,L7412,False
3655,Be,Be I,1,196.459,196.459,observada,vacio,196.459,196.4555,False,0.005,0.0006,Ultravioleta,6120000.0,6.786751422145561,True,0.00354,-1.974,B,E1,19.0,*,21978.925,72881.03,False,False,False,False,6.311056687260843,1s2.2s.2p,3P*,1.0,1,True,3,1s2.2s.7d,3D,1.0,1,True,3,004001.000003,004001.000068,u28,L7412,False
3656,Be,Be I,1,196.459,196.459,observada,vacio,196.459,196.4556,False,0.005,0.0005,Ultravioleta,11000000.0,7.041392685158225,True,0.0106,-1.497,B,E1,19.0,*,21978.925,72881.01,False,False,False,False,6.311054207576873,1s2.2s.2p,3P*,1.0,1,True,3,1s2.2s.7d,3D,2.0,2,True,5,004001.000003,004001.000069,u28,L7412,False
3657,Be,Be I,1,196.459,196.459,observada,vacio,196.459,196.4645,False,0.005,0.0006,Ultravioleta,408000.0,5.61066016308988,True,0.000142,-3.15,B,E1,19.0,*,21981.26,72881.03,False,False,False,False,6.3107671841574895,1s2.2s.2p,3P*,2.0,2,True,5,1s2.2s.7d,3D,1.0,1,True,3,004001.000004,004001.000068,u28,L7412,False
3658,Be,Be I,1,196.459,196.459,observada,vacio,196.459,196.4646,False,0.005,0.0005,Ultravioleta,3670000.0,6.564666064252089,True,0.00212,-1.974,B,E1,19.0,*,21981.26,72881.01,False,False,False,False,6.31076470447352,1s2.2s.2p,3P*,2.0,2,True,5,1s2.2s.7d,3D,2.0,2,True,5,004001.000004,004001.000069,u28,L7412,False
3659,Be,Be I,1,196.459,196.459,observada,vacio,196.459,196.465,False,0.005,0.0005,Ultravioleta,14700000.0,7.1673173347481764,True,0.0119,-1.225,B,E1,19.0,*,21981.26,72880.92,False,False,False,False,6.310753545895661,1s2.2s.2p,3P*,2.0,2,True,5,1s2.2s.7d,3D,3.0,3,True,7,004001.000004,004001.000070,u28,L7412,False
3660,Ne,Ne II,2,197.1621,197.1621,observada,vacio,197.1621,197.161976,False,0.0005,8e-06,Ultravioleta,,,False,,,,E1,40.0,,252798.4654,303518.1843,False,False,False,False,6.288443692846011,2s2.2p4.(3P).3p,2S*,0.5,1/2,True,2,2s2.2p4.(3P).5s,4P,1.5,3/2,True,4,010002.000020,010002.000096,,L1406,False
