Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Level ID,Reference
"=""2s2.2p3.(4S*).8d""","=""3D*""","=""3""",7,"=""""","=""13.40443""","=""""","=""""","=""008001.000166""","="""""
"=""2s2.2p3.(4S*).8d""","=""3D*""","=""2""",5,"=""""","=""13.40443""","=""""","=""""","=""008001.000167""","="""""
"=""2s2.2p3.(4S*).8d""","=""3D*""","=""1""",3,"=""""","=""13.40443""","=""""","=""""","=""008001.000168""","="""""
"=""2s2.2p3.(4S*).10s""","=""5S*""","=""2""",5,"=""""","=""13.44137""","=""""","=""""","=""008001.000169""","="""""
"=""2s2.2p3.(4S*).10s""","=""3S*""","=""1""",3,"=""""","=""13.44439""","=""""","=""""","=""008001.000170""","="""""
"=""2s2.2p3.(4S*).9d""","=""5D*""","=""4""",9,"=""""","=""13.448595""","=""""","=""""","=""008001.000171""","="""""
"=""2s2.2p3.(4S*).9d""","=""5D*""","=""3""",7,"=""""","=""13.448595""","=""""","=""""","=""008001.000172""","="""""
"=""2s2.2p3.(4S*).9d""","=""5D*""","=""2""",5,"=""""","=""13.448595""","=""""","=""""","=""008001.000173""","="""""
"=""2s2.2p3.(4S*).9d""","=""5D*""","=""1""",3,"=""""","=""13.448595""","=""""","=""""","=""008001.000174""","="""""
"=""2s2.2p3.(4S*).9d""","=""5D*""","=""0""",1,"=""""","=""13.448595""","=""""","=""""","=""008001.000175""","="""""
"=""2s2.2p3.(4S*).9d""","=""3D*""","=""3""",7,"=""""","=""13.44940""","=""""","=""""","=""008001.000176""","="""""
"=""2s2.2p3.(4S*).9d""","=""3D*""","=""2""",5,"=""""","=""13.44940""","=""""","=""""","=""008001.000177""","="""""
"=""2s2.2p3.(4S*).9d""","=""3D*""","=""1""",3,"=""""","=""13.44940""","=""""","=""""","=""008001.000178""","="""""
"=""2s2.2p3.(4S*).11s""","=""3S*""","=""1""",3,"=""""","=""13.47776""","=""""","=""""","=""008001.000179""","="""""
"=""2s2.2p3.(4S*).10d""","=""5D*""","=""4""",9,"=""""","=""13.480992""","=""""","=""""","=""008001.000180""","="""""
"=""2s2.2p3.(4S*).10d""","=""5D*""","=""3""",7,"=""""","=""13.480992""","=""""","=""""","=""008001.000181""","="""""
"=""2s2.2p3.(4S*).10d""","=""5D*""","=""2""",5,"=""""","=""13.480992""","=""""","=""""","=""008001.000182""","="""""
"=""2s2.2p3.(4S*).10d""","=""5D*""","=""1""",3,"=""""","=""13.480992""","=""""","=""""","=""008001.000183""","="""""
"=""2s2.2p3.(4S*).10d""","=""5D*""","=""0""",1,"=""""","=""13.480992""","=""""","=""""","=""008001.000184""","="""""
"=""2s2.2p3.(4S*).10d""","=""3D*""","=""3""",7,"=""""","=""13.48156""","=""""","=""""","=""008001.000185""","="""""
"=""2s2.2p3.(4S*).10d""","=""3D*""","=""2""",5,"=""""","=""13.48156""","=""""","=""""","=""008001.000186""","="""""
"=""2s2.2p3.(4S*).10d""","=""3D*""","=""1""",3,"=""""","=""13.48156""","=""""","=""""","=""008001.000187""","="""""
"=""2s2.2p3.(4S*).12s""","=""3S*""","=""1""",3,"=""""","=""13.50264""","=""""","=""""","=""008001.000188""","="""""
"=""2s2.2p3.(4S*).11d""","=""3D*""","=""3""",7,"=""""","=""13.50525""","=""""","=""""","=""008001.000189""","="""""
"=""2s2.2p3.(4S*).11d""","=""3D*""","=""2""",5,"=""""","=""13.50525""","=""""","=""""","=""008001.000190""","="""""
"=""2s2.2p3.(4S*).11d""","=""3D*""","=""1""",3,"=""""","=""13.50525""","=""""","=""""","=""008001.000191""","="""""
"=""2s2.2p3.(4S*).13s""","=""3S*""","=""1""",3,"=""""","=""13.52122""","=""""","=""""","=""008001.000192""","="""""
"=""2s2.2p3.(4S*).12d""","=""3D*""","=""3""",7,"=""""","=""13.52337""","=""""","=""""","=""008001.000193""","="""""
"=""2s2.2p3.(4S*).12d""","=""3D*""","=""2""",5,"=""""","=""13.52337""","=""""","=""""","=""008001.000194""","="""""
"=""2s2.2p3.(4S*).12d""","=""3D*""","=""1""",3,"=""""","=""13.52337""","=""""","=""""","=""008001.000195""","="""""
"=""2s2.2p3.(4S*).14s""","=""3S*""","=""1""",3,"=""""","=""13.53557""","=""""","=""""","=""008001.000196""","="""""
"=""2s2.2p3.(4S*).13d""","=""3D*""","=""3""",7,"=""""","=""13.53738""","=""""","=""""","=""008001.000197""","="""""
"=""2s2.2p3.(4S*).13d""","=""3D*""","=""2""",5,"=""""","=""13.53738""","=""""","=""""","=""008001.000198""","="""""
"=""2s2.2p3.(4S*).13d""","=""3D*""","=""1""",3,"=""""","=""13.53738""","=""""","=""""","=""008001.000199""","="""""
"=""2s2.2p3.(4S*).15s""","=""3S*""","=""1""",3,"=""""","=""13.54725""","=""""","=""""","=""008001.000200""","="""""
"=""2s2.2p3.(4S*).14d""","=""3D*""","=""3""",7,"=""""","=""13.54877""","=""""","=""""","=""008001.000201""","="""""
"=""2s2.2p3.(4S*).14d""","=""3D*""","=""2""",5,"=""""","=""13.54877""","=""""","=""""","=""008001.000202""","="""""
"=""2s2.2p3.(4S*).14d""","=""3D*""","=""1""",3,"=""""","=""13.54937""","=""""","=""""","=""008001.000203""","="""""
"=""2s2.2p3.(4S*).16s""","=""3S*""","=""1""",3,"=""""","=""13.55656""","=""""","=""""","=""008001.000204""","="""""
"=""2s2.2p3.(4S*).15d""","=""3D*""","=""3""",7,"=""""","=""13.55754""","=""""","=""""","=""008001.000205""","="""""
"=""2s2.2p3.(4S*).15d""","=""3D*""","=""2""",5,"=""""","=""13.55754""","=""""","=""""","=""008001.000206""","="""""
"=""2s2.2p3.(4S*).15d""","=""3D*""","=""1""",3,"=""""","=""13.55754""","=""""","=""""","=""008001.000207""","="""""
"=""2s2.2p3.(4S*).17s""","=""3S*""","=""1""",3,"=""""","=""13.56417""","=""""","=""""","=""008001.000208""","="""""
"=""2s2.2p3.(4S*).16d""","=""3D*""","=""3""",7,"=""""","=""13.56505""","=""""","=""""","=""008001.000209""","="""""
"=""2s2.2p3.(4S*).16d""","=""3D*""","=""2""",5,"=""""","=""13.56505""","=""""","=""""","=""008001.000210""","="""""
"=""2s2.2p3.(4S*).16d""","=""3D*""","=""1""",3,"=""""","=""13.56505""","=""""","=""""","=""008001.000211""","="""""
"=""2s2.2p3.(4S*).18s""","=""3S*""","=""1""",3,"=""""","=""13.57065""","=""""","=""""","=""008001.000212""","="""""
"=""2s2.2p3.(4S*).17d""","=""3D*""","=""3""",7,"=""""","=""13.57101""","=""""","=""""","=""008001.000213""","="""""
"=""2s2.2p3.(4S*).17d""","=""3D*""","=""2""",5,"=""""","=""13.57101""","=""""","=""""","=""008001.000214""","="""""
"=""2s2.2p3.(4S*).17d""","=""3D*""","=""1""",3,"=""""","=""13.57101""","=""""","=""""","=""008001.000215""","="""""
"=""2s2.2p3.(4S*).18d""","=""3D*""","=""1""",3,"=""""","=""13.57539""","=""""","=""""","=""008001.000216""","="""""
"=""2s2.2p3.(4S*).18d""","=""3D*""","=""2""",5,"=""""","=""13.57602""","=""""","=""""","=""008001.000217""","="""""
"=""2s2.2p3.(4S*).18d""","=""3D*""","=""3""",7,"=""""","=""13.57615""","=""""","=""""","=""008001.000218""","="""""
"=""2s2.2p3.(4S*).19s""","=""3S*""","=""1""",3,"=""""","=""13.57615""","=""""","=""""","=""008001.000219""","="""""
"=""2s2.2p3.(4S*).19d""","=""3D*""","=""3""",7,"=""""","=""13.58039""","=""""","=""""","=""008001.000220""","="""""
"=""2s2.2p3.(4S*).19d""","=""3D*""","=""2""",5,"=""""","=""13.58039""","=""""","=""""","=""008001.000221""","="""""
"=""2s2.2p3.(4S*).19d""","=""3D*""","=""1""",3,"=""""","=""13.58039""","=""""","=""""","=""008001.000222""","="""""
"=""2s2.2p3.(4S*).20s""","=""3S*""","=""1""",3,"=""""","=""13.58040""","=""""","=""""","=""008001.000223""","="""""
"=""2s2.2p3.(4S*).20d""","=""3D*""","=""3""",7,"=""""","=""13.58389""","=""""","=""""","=""008001.000224""","="""""
"=""2s2.2p3.(4S*).20d""","=""3D*""","=""2""",5,"=""""","=""13.58389""","=""""","=""""","=""008001.000225""","="""""
"=""2s2.2p3.(4S*).20d""","=""3D*""","=""1""",3,"=""""","=""13.58389""","=""""","=""""","=""008001.000226""","="""""
"=""2s2.2p3.(4S*).21s""","=""3S*""","=""1""",3,"=""""","=""13.58399""","=""""","=""""","=""008001.000227""","="""""
"=""2s2.2p3.(4S*).22s""","=""3S*""","=""1""",3,"=""""","=""13.58730""","=""""","=""""","=""008001.000228""","="""""
"=""2s2.2p3.(4S*).21d""","=""3D*""","=""3""",7,"=""""","=""13.58734""","=""""","=""""","=""008001.000229""","="""""
"=""2s2.2p3.(4S*).21d""","=""3D*""","=""2""",5,"=""""","=""13.58734""","=""""","=""""","=""008001.000230""","="""""
"=""2s2.2p3.(4S*).21d""","=""3D*""","=""1""",3,"=""""","=""13.58734""","=""""","=""""","=""008001.000231""","="""""
"=""2s2.2p3.(4S*).23s""","=""3S*""","=""1""",3,"=""""","=""13.58997""","=""""","=""""","=""008001.000232""","="""""
"=""2s2.2p3.(4S*).22d""","=""3D*""","=""3""",7,"=""""","=""13.58997""","=""""","=""""","=""008001.000233""","="""""
"=""2s2.2p3.(4S*).22d""","=""3D*""","=""2""",5,"=""""","=""13.58997""","=""""","=""""","=""008001.000234""","="""""
"=""2s2.2p3.(4S*).22d""","=""3D*""","=""1""",3,"=""""","=""13.58997""","=""""","=""""","=""008001.000235""","="""""
"=""2s2.2p3.(4S*).24s""","=""3S*""","=""1""",3,"=""""","=""13.59239""","=""""","=""""","=""008001.000236""","="""""
"=""2s2.2p3.(4S*).23d""","=""3D*""","=""3""",7,"=""""","=""13.59239""","=""""","=""""","=""008001.000237""","="""""
"=""2s2.2p3.(4S*).23d""","=""3D*""","=""2""",5,"=""""","=""13.59239""","=""""","=""""","=""008001.000238""","="""""
