Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Lande,Leading percentages,Level ID,Reference
"=""2s2.14i""","=""2I""","=""11/2""",12,"=""[""","=""24.105452""","=""]""","=""0.000012""","=""""","=""  94         :     6  2p2.(1S).14i          2I   ""","=""006002.000412""","=""L22145"""
"=""2s2.14i""","=""2I""","=""13/2""",14,"=""[""","=""24.105452""","=""]""","=""0.000012""","=""""","=""  94         :     6  2p2.(1S).14i          2I   ""","=""006002.000413""","=""L22145"""
"=""2s2.14k""","=""2K*""","=""13/2""",14,"=""[""","=""24.105472""","=""]""","=""0.000012""","=""""","=""  94         :     6  2p2.(1S).14k          2K*  ""","=""006002.000428""","=""L22145"""
"=""2s2.14k""","=""2K*""","=""15/2""",16,"=""[""","=""24.105472""","=""]""","=""0.000012""","=""""","=""  94         :     6  2p2.(1S).14k          2K*  ""","=""006002.000429""","=""L22145"""
"=""2s2.15d""","=""2D""","=""3/2""",4,"=""""","=""24.1323""","=""""","=""0.0023""","=""""","=""  94         :     5  2p2.(1S).15d          2D   ""","=""006002.000268""","=""L22145"""
"=""2s2.15d""","=""2D""","=""5/2""",6,"=""""","=""24.1323""","=""""","=""0.0023""","=""""","=""  94         :     5  2p2.(1S).15d          2D   ""","=""006002.000269""","=""L22145"""
"=""2s2.15f""","=""2F*""","=""5/2""",6,"=""[""","=""24.140407""","=""]""","=""0.000014""","=""""","=""  94         :     6  2p2.(1S).15f          2F*  ""","=""006002.000384""","=""L22145"""
"=""2s2.15f""","=""2F*""","=""7/2""",8,"=""[""","=""24.140407""","=""]""","=""0.000014""","=""""","=""  94         :     6  2p2.(1S).15f          2F*  ""","=""006002.000385""","=""L22145"""
"=""2s2.15g""","=""2G""","=""7/2""",8,"=""[""","=""24.141072""","=""]""","=""0.000010""","=""""","=""  95         :     5  2p2.(1S).15g          2G   ""","=""006002.000388""","=""L22145"""
"=""2s2.15g""","=""2G""","=""9/2""",10,"=""[""","=""24.141072""","=""]""","=""0.000010""","=""""","=""  95         :     5  2p2.(1S).15g          2G   ""","=""006002.000389""","=""L22145"""
"=""2s2.15h""","=""2H*""","=""9/2""",10,"=""[""","=""24.141204""","=""]""","=""0.000012""","=""""","=""  94         :     6  2p2.(1S).15h          2H*  ""","=""006002.000396""","=""L22145"""
"=""2s2.15h""","=""2H*""","=""11/2""",12,"=""[""","=""24.141204""","=""]""","=""0.000012""","=""""","=""  94         :     6  2p2.(1S).15h          2H*  ""","=""006002.000397""","=""L22145"""
"=""2s2.15i""","=""2I""","=""13/2""",14,"=""[""","=""24.141245""","=""]""","=""0.000012""","=""""","=""  94         :     6  2p2.(1S).15i          2I   ""","=""006002.000415""","=""L22145"""
"=""2s2.15i""","=""2I""","=""11/2""",12,"=""[""","=""24.141245""","=""]""","=""0.000012""","=""""","=""  94         :     6  2p2.(1S).15i          2I   ""","=""006002.000414""","=""L22145"""
"=""2s2.15k""","=""2K*""","=""15/2""",16,"=""[""","=""24.141261""","=""]""","=""0.000012""","=""""","=""  94         :     6  2p2.(1S).15k          2K*  ""","=""006002.000431""","=""L22145"""
"=""2s2.15k""","=""2K*""","=""13/2""",14,"=""[""","=""24.141261""","=""]""","=""0.000012""","=""""","=""  94         :     6  2p2.(1S).15k          2K*  ""","=""006002.000430""","=""L22145"""
"=""2s.2p.(3P*).3d""","=""4F*""","=""3/2""",4,"=""""","=""24.270232""","=""""","=""0.000006""","=""""","="" 100                                             ""","=""006002.000078""","=""L22145"""
"=""2s.2p.(3P*).3d""","=""4F*""","=""5/2""",6,"=""""","=""24.271876""","=""""","=""0.000006""","=""""","=""  99                                             ""","=""006002.000079""","=""L22145"""
"=""2s.2p.(3P*).3d""","=""4F*""","=""7/2""",8,"=""""","=""24.274339""","=""""","=""0.000006""","=""""","=""  99                                             ""","=""006002.000080""","=""L22145"""
"=""2s.2p.(3P*).3d""","=""4F*""","=""9/2""",10,"=""""","=""24.277795""","=""""","=""0.000006""","=""""","="" 100                                             ""","=""006002.000081""","=""L22145"""
"=""2s.2p.(3P*).3d""","=""4D*""","=""1/2""",2,"=""""","=""24.370080""","=""""","=""0.000007""","=""""","=""  99                                             ""","=""006002.000082""","=""L22145"""
"=""2s.2p.(3P*).3d""","=""4D*""","=""3/2""",4,"=""""","=""24.370757""","=""""","=""0.000006""","=""""","=""  99                                             ""","=""006002.000083""","=""L22145"""
"=""2s.2p.(3P*).3d""","=""4D*""","=""5/2""",6,"=""""","=""24.371800""","=""""","=""0.000006""","=""""","=""  99                                             ""","=""006002.000084""","=""L22145"""
"=""2s.2p.(3P*).3d""","=""4D*""","=""7/2""",8,"=""""","=""24.373054""","=""""","=""0.000006""","=""""","=""  99                                             ""","=""006002.000085""","=""L22145"""
"=""C III (2s2 1S<0>)""","=""Limit""","=""---""",,"=""""","=""24.383143""","=""""","=""0.000012""","=""""","=""                                                 ""","=""006002.Lim001""","=""L22145"""
"=""2s.2p.(3P*).3d""","=""2D*""","=""3/2""",4,"=""""","=""24.601624""","=""""","=""0.000005""","=""""","=""  94         :     5  2p3                   2D*  ""","=""006002.000087""","=""L22145"""
"=""2s.2p.(3P*).3d""","=""2D*""","=""5/2""",6,"=""""","=""24.602961""","=""""","=""0.000005""","=""""","=""  94         :     5  2p3                   2D*  ""","=""006002.000088""","=""L22145"""
"=""2s.2p.(3P*).3d""","=""4P*""","=""5/2""",6,"=""""","=""24.653514""","=""""","=""0.000006""","=""""","=""  99                                             ""","=""006002.000089""","=""L22145"""
"=""2s.2p.(3P*).3d""","=""4P*""","=""3/2""",4,"=""""","=""24.656151""","=""""","=""0.000006""","=""""","=""  99                                             ""","=""006002.000090""","=""L22145"""
"=""2s.2p.(3P*).3d""","=""4P*""","=""1/2""",2,"=""""","=""24.657857""","=""""","=""0.000006""","=""""","=""  99                                             ""","=""006002.000091""","=""L22145"""
"=""2s.2p.(3P*).3d""","=""2F*""","=""5/2""",6,"=""""","=""24.789558""","=""""","=""0.000020""","=""""","=""  99                                             ""","=""006002.000092""","=""L22145"""
"=""2s.2p.(3P*).3d""","=""2F*""","=""7/2""",8,"=""""","=""24.794748""","=""""","=""0.000016""","=""""","=""  99                                             ""","=""006002.000093""","=""L22145"""
"=""2s.2p.(3P*).3d""","=""2P*""","=""3/2""",4,"=""""","=""25.067108""","=""""","=""0.000006""","=""""","=""  91         :     5  2p3                   2P*  ""","=""006002.000094""","=""L22145"""
"=""2s.2p.(3P*).3d""","=""2P*""","=""1/2""",2,"=""""","=""25.070170""","=""""","=""0.000006""","=""""","=""  91         :     5  2p3                   2P*  ""","=""006002.000095""","=""L22145"""
"=""2s.2p.(3P*).4s""","=""4P*""","=""1/2""",2,"=""""","=""25.981185""","=""""","=""0.000006""","=""""","=""  99                                             ""","=""006002.000096""","=""L22145"""
"=""2s.2p.(3P*).4s""","=""4P*""","=""3/2""",4,"=""""","=""25.984173""","=""""","=""0.000006""","=""""","=""  99                                             ""","=""006002.000097""","=""L22145"""
"=""2s.2p.(3P*).4s""","=""4P*""","=""5/2""",6,"=""""","=""25.989855""","=""""","=""0.000006""","=""""","=""  99                                             ""","=""006002.000098""","=""L22145"""
"=""2s.2p.(3P*).4p""","=""2P""","=""1/2""",2,"=""""","=""26.582750""","=""""","=""0.000009""","=""""","=""  97                                             ""","=""006002.000099""","=""L22145"""
"=""2s.2p.(3P*).4p""","=""2P""","=""3/2""",4,"=""""","=""26.585924""","=""""","=""0.000006""","=""""","=""  98                                             ""","=""006002.000100""","=""L22145"""
"=""2s.2p.(3P*).4p""","=""4D""","=""1/2""",2,"=""""","=""26.626817""","=""""","=""0.000014""","=""""","=""  98                                             ""","=""006002.000101""","=""L22145"""
"=""2s.2p.(3P*).4p""","=""4D""","=""3/2""",4,"=""""","=""26.628437""","=""""","=""0.000007""","=""""","=""  99                                             ""","=""006002.000102""","=""L22145"""
"=""2s.2p.(3P*).4p""","=""4D""","=""5/2""",6,"=""""","=""26.631221""","=""""","=""0.000006""","=""""","=""  99                                             ""","=""006002.000103""","=""L22145"""
"=""2s.2p.(3P*).4p""","=""4D""","=""7/2""",8,"=""""","=""26.635493""","=""""","=""0.000006""","=""""","=""  99                                             ""","=""006002.000104""","=""L22145"""
"=""2s.2p.(3P*).4p""","=""4S""","=""3/2""",4,"=""""","=""26.751796""","=""""","=""0.000006""","=""""","=""  98                                             ""","=""006002.000105""","=""L22145"""
"=""2s.2p.(3P*).4p""","=""4P""","=""1/2""",2,"=""""","=""26.825558""","=""""","=""0.000011""","=""""","="" 100                                             ""","=""006002.000106""","=""L22145"""
"=""2s.2p.(3P*).4p""","=""4P""","=""3/2""",4,"=""""","=""26.827651""","=""""","=""0.000006""","=""""","=""  98                                             ""","=""006002.000107""","=""L22145"""
"=""2s.2p.(3P*).4p""","=""4P""","=""5/2""",6,"=""""","=""26.830251""","=""""","=""0.000007""","=""""","="" 100                                             ""","=""006002.000108""","=""L22145"""
"=""2s.2p.(3P*).4p""","=""2D""","=""3/2""",4,"=""""","=""26.8893""","=""""","=""0.0012""","=""""","=""  98                                             ""","=""006002.000257""","=""L22145"""
"=""2s.2p.(3P*).4p""","=""2D""","=""5/2""",6,"=""""","=""26.8950""","=""""","=""0.0011""","=""""","=""  98                                             ""","=""006002.000109""","=""L22145"""
"=""2s.2p.(3P*).4p""","=""2S""","=""1/2""",2,"=""""","=""27.078""","=""""","=""0.004""","=""""","=""  95         :     2  2s.2p.(3P*).5p        2S   ""","=""006002.000270""","=""L22145"""
"=""2s.2p.(3P*).4d""","=""4F*""","=""3/2""",4,"=""""","=""27.22166""","=""""","=""0.00005""","=""""","=""  99                                             ""","=""006002.000110""","=""L22145"""
"=""2s.2p.(3P*).4d""","=""4F*""","=""5/2""",6,"=""""","=""27.223235""","=""""","=""0.000014""","=""""","=""  99                                             ""","=""006002.000111""","=""L22145"""
"=""2s.2p.(3P*).4d""","=""4F*""","=""7/2""",8,"=""""","=""27.225788""","=""""","=""0.000010""","=""""","=""  99                                             ""","=""006002.000112""","=""L22145"""
"=""2s.2p.(3P*).4d""","=""4F*""","=""9/2""",10,"=""""","=""27.22939""","=""""","=""0.00005""","=""""","=""  99                                             ""","=""006002.000113""","=""L22145"""
"=""2s.2p.(3P*).4d""","=""4D*""","=""1/2""",2,"=""""","=""27.292087""","=""""","=""0.000011""","=""""","="" 100                                             ""","=""006002.000114""","=""L22145"""
"=""2s.2p.(3P*).4d""","=""4D*""","=""3/2""",4,"=""""","=""27.292748""","=""""","=""0.000009""","=""""","=""  99                                             ""","=""006002.000115""","=""L22145"""
"=""2s.2p.(3P*).4d""","=""4D*""","=""5/2""",6,"=""""","=""27.293810""","=""""","=""0.000009""","=""""","=""  99                                             ""","=""006002.000116""","=""L22145"""
"=""2s.2p.(3P*).4d""","=""4D*""","=""7/2""",8,"=""""","=""27.295185""","=""""","=""0.000010""","=""""","="" 100                                             ""","=""006002.000117""","=""L22145"""
"=""2s.2p.(3P*).4d""","=""2D*""","=""3/2""",4,"=""""","=""27.351096""","=""""","=""0.000016""","=""""","=""  98                                             ""","=""006002.000118""","=""L22145"""
"=""2s.2p.(3P*).4d""","=""2D*""","=""5/2""",6,"=""""","=""27.352706""","=""""","=""0.000012""","=""""","=""  98                                             ""","=""006002.000119""","=""L22145"""
"=""2s.2p.(3P*).4d""","=""4P*""","=""5/2""",6,"=""""","=""27.377159""","=""""","=""0.000010""","=""""","=""  99                                             ""","=""006002.000120""","=""L22145"""
"=""2s.2p.(3P*).4d""","=""4P*""","=""3/2""",4,"=""""","=""27.379700""","=""""","=""0.000010""","=""""","=""  99                                             ""","=""006002.000121""","=""L22145"""
"=""2s.2p.(3P*).4d""","=""4P*""","=""1/2""",2,"=""""","=""27.381301""","=""""","=""0.000010""","=""""","=""  99                                             ""","=""006002.000122""","=""L22145"""
"=""2s.2p.(3P*).4f""","=""2F""","=""5/2""",6,"=""""","=""27.411529""","=""""","=""0.000006""","=""""","=""  60         :    39  2s.2p.(3P*).4f        4F   ""","=""006002.000123""","=""L22145"""
"=""2s.2p.(3P*).4f""","=""2F""","=""7/2""",8,"=""""","=""27.413617""","=""""","=""0.000006""","=""""","=""  73         :    26  2s.2p.(3P*).4f        4F   ""","=""006002.000127""","=""L22145"""
"=""2s.2p.(3P*).4f""","=""4F""","=""3/2""",4,"=""""","=""27.412155""","=""""","=""0.000006""","=""""","="" 100                                             ""","=""006002.000124""","=""L22145"""
"=""2s.2p.(3P*).4f""","=""4F""","=""7/2""",8,"=""""","=""27.412647""","=""""","=""0.000006""","=""""","=""  73         :    26  2s.2p.(3P*).4f        2F   ""","=""006002.000125""","=""L22145"""
"=""2s.2p.(3P*).4f""","=""4F""","=""5/2""",6,"=""""","=""27.412802""","=""""","=""0.000006""","=""""","=""  60         :    39  2s.2p.(3P*).4f        2F   ""","=""006002.000126""","=""L22145"""
"=""2s.2p.(3P*).4f""","=""4F""","=""9/2""",10,"=""""","=""27.414114""","=""""","=""0.000009""","=""""","="" 100                                             ""","=""006002.000128""","=""L22145"""
"=""2s.2p.(3P*).4d""","=""2F*""","=""5/2""",6,"=""""","=""27.457651""","=""""","=""0.000014""","=""""","=""  98                                             ""","=""006002.000129""","=""L22145"""
"=""2s.2p.(3P*).4d""","=""2F*""","=""7/2""",8,"=""""","=""27.462905""","=""""","=""0.000014""","=""""","=""  98                                             ""","=""006002.000130""","=""L22145"""
"=""2s.2p.(3P*).4f""","=""4G""","=""5/2""",6,"=""""","=""27.468054""","=""""","=""0.000007""","=""""","="" 100                                             ""","=""006002.000131""","=""L22145"""
"=""2s.2p.(3P*).4f""","=""4G""","=""7/2""",8,"=""""","=""27.469200""","=""""","=""0.000006""","=""""","=""  91         :     9  2s.2p.(3P*).4f        2G   ""","=""006002.000132""","=""L22145"""
"=""2s.2p.(3P*).4f""","=""4G""","=""9/2""",10,"=""""","=""27.471868""","=""""","=""0.000006""","=""""","=""  95         :     5  2s.2p.(3P*).4f        2G   ""","=""006002.000133""","=""L22145"""
"=""2s.2p.(3P*).4f""","=""4G""","=""11/2""",12,"=""""","=""27.475501""","=""""","=""0.000009""","=""""","="" 100                                             ""","=""006002.000135""","=""L22145"""
"=""2s.2p.(3P*).4f""","=""2G""","=""7/2""",8,"=""""","=""27.473311""","=""""","=""0.000011""","=""""","=""  91         :     9  2s.2p.(3P*).4f        4G   ""","=""006002.000134""","=""L22145"""
"=""2s.2p.(3P*).4f""","=""2G""","=""9/2""",10,"=""""","=""27.478084""","=""""","=""0.000011""","=""""","=""  95         :     5  2s.2p.(3P*).4f        4G   ""","=""006002.000136""","=""L22145"""
"=""2s.2p.(3P*).4f""","=""4D""","=""7/2""",8,"=""""","=""27.487106""","=""""","=""0.000006""","=""""","="" 100                                             ""","=""006002.000137""","=""L22145"""
"=""2s.2p.(3P*).4f""","=""4D""","=""5/2""",6,"=""""","=""27.488250""","=""""","=""0.000009""","=""""","=""  70         :    30  2s.2p.(3P*).4f        2D   ""","=""006002.000138""","=""L22145"""
"=""2s.2p.(3P*).4f""","=""4D""","=""3/2""",4,"=""""","=""27.490983""","=""""","=""0.000007""","=""""","=""  91         :     9  2s.2p.(3P*).4f        2D   ""","=""006002.000139""","=""L22145"""
"=""2s.2p.(3P*).4f""","=""4D""","=""1/2""",2,"=""""","=""27.492608""","=""""","=""0.000007""","=""""","="" 100                                             ""","=""006002.000141""","=""L22145"""
"=""2s.2p.(3P*).4f""","=""2D""","=""5/2""",6,"=""""","=""27.490999""","=""""","=""0.000010""","=""""","=""  70         :    30  2s.2p.(3P*).4f        4D   ""","=""006002.000140""","=""L22145"""
"=""2s.2p.(3P*).4f""","=""2D""","=""3/2""",4,"=""""","=""27.493785""","=""""","=""0.000007""","=""""","=""  91         :     9  2s.2p.(3P*).4f        4D   ""","=""006002.000142""","=""L22145"""
"=""2s.2p.(3P*).4d""","=""2P*""","=""3/2""",4,"=""""","=""27.55655""","=""""","=""0.00020""","=""""","=""  89         :     3  2s.2p.(1P*).3s        2P*  ""","=""006002.000143""","=""L22145"""
"=""2s.2p.(3P*).4d""","=""2P*""","=""1/2""",2,"=""""","=""27.55989""","=""""","=""0.00020""","=""""","=""  90         :     3  2s.2p.(1P*).3s        2P*  ""","=""006002.000144""","=""L22145"""
"=""2s.2p.(3P*).5s""","=""4P*""","=""1/2""",2,"=""""","=""27.98922""","=""""","=""0.00005""","=""""","=""  99                                             ""","=""006002.000145""","=""L22145"""
"=""2s.2p.(3P*).5s""","=""4P*""","=""3/2""",4,"=""""","=""27.99213""","=""""","=""0.00003""","=""""","=""  99                                             ""","=""006002.000146""","=""L22145"""
"=""2s.2p.(3P*).5s""","=""4P*""","=""5/2""",6,"=""""","=""27.99786""","=""""","=""0.00003""","=""""","=""  99                                             ""","=""006002.000147""","=""L22145"""
"=""2s.2p.(3P*).5p""","=""2P""","=""1/2""",2,"=""""","=""28.253674""","=""""","=""0.000009""","=""""","=""  98                                             ""","=""006002.000148""","=""L22145"""
"=""2s.2p.(3P*).5p""","=""2P""","=""3/2""",4,"=""""","=""28.256950""","=""""","=""0.000010""","=""""","=""  98                                             ""","=""006002.000149""","=""L22145"""
"=""2s.2p.(3P*).5p""","=""4D""","=""1/2""",2,"=""""","=""28.29054""","=""""","=""0.00015""","=""""","=""  98                                             ""","=""006002.000150""","=""L22145"""
"=""2s.2p.(3P*).5p""","=""4D""","=""3/2""",4,"=""""","=""28.29219""","=""""","=""0.00011""","=""""","=""  98                                             ""","=""006002.000151""","=""L22145"""
"=""2s.2p.(3P*).5p""","=""4D""","=""5/2""",6,"=""""","=""28.29464""","=""""","=""0.00010""","=""""","=""  99                                             ""","=""006002.000152""","=""L22145"""
"=""2s.2p.(3P*).5p""","=""4D""","=""7/2""",8,"=""""","=""28.299002""","=""""","=""0.000022""","=""""","=""  99                                             ""","=""006002.000153""","=""L22145"""
"=""2s.2p.(3P*).5p""","=""4S""","=""3/2""",4,"=""""","=""28.349833""","=""""","=""0.000009""","=""""","=""  92         :     7  2s.2p.(3P*).5p        4P   ""","=""006002.000154""","=""L22145"""
"=""2s.2p.(3P*).5p""","=""2D""","=""3/2""",4,"=""""","=""28.3672""","=""""","=""0.0014""","=""""","=""  95         :     3  2s.2p.(1P*).3p        2D   ""","=""006002.000271""","=""L22145"""
"=""2s.2p.(3P*).5p""","=""2D""","=""5/2""",6,"=""""","=""28.3724""","=""""","=""0.0014""","=""""","=""  95         :     3  2s.2p.(1P*).3p        2D   ""","=""006002.000224""","=""L22145"""
"=""2s.2p.(3P*).5p""","=""4P""","=""1/2""",2,"=""[""","=""28.38401""","=""]""","=""0.00025""","=""""","=""  99                                             ""","=""006002.000225""","=""L22145"""
"=""2s.2p.(3P*).5p""","=""4P""","=""3/2""",4,"=""""","=""28.38580""","=""""","=""0.00005""","=""""","=""  92         :     7  2s.2p.(3P*).5p        4S   ""","=""006002.000155""","=""L22145"""
"=""2s.2p.(3P*).5p""","=""4P""","=""5/2""",6,"=""""","=""28.388347""","=""""","=""0.000014""","=""""","=""  99                                             ""","=""006002.000156""","=""L22145"""
"=""2s.2p.(3P*).5p""","=""2S""","=""1/2""",2,"=""""","=""28.457""","=""""","=""0.004""","=""""","=""  92         :     3  2s.2p.(1P*).3p        2S   ""","=""006002.000272""","=""L22145"""
"=""2s.2p.(3P*).5d""","=""4F*""","=""3/2""",4,"=""""","=""28.5683""","=""""","=""0.0004""","=""""","=""  99                                             ""","=""006002.000157""","=""L22145"""
"=""2s.2p.(3P*).5d""","=""4F*""","=""5/2""",6,"=""""","=""28.57005""","=""""","=""0.00025""","=""""","=""  99                                             ""","=""006002.000158""","=""L22145"""
"=""2s.2p.(3P*).5d""","=""4F*""","=""7/2""",8,"=""""","=""28.57320""","=""""","=""0.00025""","=""""","=""  99                                             ""","=""006002.000159""","=""L22145"""
"=""2s.2p.(3P*).5d""","=""4F*""","=""9/2""",10,"=""""","=""28.576543""","=""""","=""0.000014""","=""""","=""  99                                             ""","=""006002.000160""","=""L22145"""
"=""2s.2p.(3P*).5d""","=""4D*""","=""1/2""",2,"=""""","=""28.60925""","=""""","=""0.00025""","=""""","="" 100                                             ""","=""006002.000226""","=""L22145"""
"=""2s.2p.(3P*).5d""","=""4D*""","=""3/2""",4,"=""""","=""28.60995""","=""""","=""0.00010""","=""""","=""  99                                             ""","=""006002.000161""","=""L22145"""
"=""2s.2p.(3P*).5d""","=""4D*""","=""5/2""",6,"=""""","=""28.61093""","=""""","=""0.00007""","=""""","=""  98                                             ""","=""006002.000162""","=""L22145"""
"=""2s.2p.(3P*).5d""","=""4D*""","=""7/2""",8,"=""""","=""28.61242""","=""""","=""0.00016""","=""""","=""  99                                             ""","=""006002.000163""","=""L22145"""
"=""2s.2p.(3P*).5d""","=""4P*""","=""5/2""",6,"=""""","=""28.64691""","=""""","=""0.00007""","=""""","=""  97                                             ""","=""006002.000164""","=""L22145"""
"=""2s.2p.(3P*).5d""","=""4P*""","=""3/2""",4,"=""""","=""28.64930""","=""""","=""0.00011""","=""""","=""  98                                             ""","=""006002.000165""","=""L22145"""
"=""2s.2p.(3P*).5d""","=""4P*""","=""1/2""",2,"=""""","=""28.65107""","=""""","=""0.00011""","=""""","=""  99                                             ""","=""006002.000166""","=""L22145"""
"=""2s.2p.(3P*).5f""","=""2F""","=""5/2""",6,"=""""","=""28.666300""","=""""","=""0.000011""","=""""","=""  70         :    29  2s.2p.(3P*).5f        4F   ""","=""006002.000167""","=""L22145"""
"=""2s.2p.(3P*).5f""","=""2F""","=""7/2""",8,"=""""","=""28.668257""","=""""","=""0.000011""","=""""","=""  71         :    27  2s.2p.(3P*).5f        4F   ""","=""006002.000171""","=""L22145"""
"=""2s.2p.(3P*).5f""","=""4F""","=""3/2""",4,"=""""","=""28.66667""","=""""","=""0.00014""","=""""","=""  99                                             ""","=""006002.000168""","=""L22145"""
"=""2s.2p.(3P*).5f""","=""4F""","=""5/2""",6,"=""""","=""28.66723""","=""""","=""0.00003""","=""""","=""  69         :    29  2s.2p.(3P*).5f        2F   ""","=""006002.000169""","=""L22145"""
"=""2s.2p.(3P*).5f""","=""4F""","=""7/2""",8,"=""""","=""28.667271""","=""""","=""0.000011""","=""""","=""  71         :    27  2s.2p.(3P*).5f        2F   ""","=""006002.000170""","=""L22145"""
"=""2s.2p.(3P*).5f""","=""4F""","=""9/2""",10,"=""""","=""28.668725""","=""""","=""0.000012""","=""""","=""  99                                             ""","=""006002.000172""","=""L22145"""
"=""2s.2p.(3P*).5f""","=""4G""","=""5/2""",6,"=""""","=""28.69473""","=""""","=""0.00005""","=""""","=""  99                                             ""","=""006002.000173""","=""L22145"""
"=""2s.2p.(3P*).5f""","=""4G""","=""7/2""",8,"=""""","=""28.696305""","=""""","=""0.000025""","=""""","=""  85         :    14  2s.2p.(3P*).5f        2G   ""","=""006002.000174""","=""L22145"""
"=""2s.2p.(3P*).5f""","=""4G""","=""9/2""",10,"=""""","=""28.69905""","=""""","=""0.00003""","=""""","=""  92         :     6  2s.2p.(3P*).5f        2G   ""","=""006002.000175""","=""L22145"""
"=""2s.2p.(3P*).5f""","=""4G""","=""11/2""",12,"=""""","=""28.70263""","=""""","=""0.00005""","=""""","="" 100                                             ""","=""006002.000177""","=""L22145"""
"=""2s.2p.(3P*).5f""","=""2G""","=""7/2""",8,"=""""","=""28.69999""","=""""","=""0.00005""","=""""","=""  85         :    14  2s.2p.(3P*).5f        4G   ""","=""006002.000176""","=""L22145"""
"=""2s.2p.(3P*).5f""","=""2G""","=""9/2""",10,"=""""","=""28.70472""","=""""","=""0.00005""","=""""","=""  93         :     7  2s.2p.(3P*).5f        4G   ""","=""006002.000178""","=""L22145"""
"=""2s.2p.(3P*).5f""","=""4D""","=""7/2""",8,"=""""","=""28.705301""","=""""","=""0.000012""","=""""","=""  99                                             ""","=""006002.000179""","=""L22145"""
"=""2s.2p.(3P*).5f""","=""4D""","=""5/2""",6,"=""""","=""28.705857""","=""""","=""0.000024""","=""""","=""  57         :    42  2s.2p.(3P*).5f        2D   ""","=""006002.000180""","=""L22145"""
"=""2s.2p.(3P*).5f""","=""4D""","=""3/2""",4,"=""""","=""28.70869""","=""""","=""0.00005""","=""""","=""  86         :    13  2s.2p.(3P*).5f        2D   ""","=""006002.000181""","=""L22145"""
"=""2s.2p.(3P*).5f""","=""4D""","=""1/2""",2,"=""""","=""28.71051""","=""""","=""0.00014""","=""""","="" 100                                             ""","=""006002.000183""","=""L22145"""
"=""2s.2p.(3P*).5f""","=""2D""","=""5/2""",6,"=""""","=""28.70873""","=""""","=""0.00004""","=""""","=""  57         :    42  2s.2p.(3P*).5f        4D   ""","=""006002.000182""","=""L22145"""
"=""2s.2p.(3P*).5f""","=""2D""","=""3/2""",4,"=""""","=""28.71107""","=""""","=""0.00004""","=""""","=""  87         :    13  2s.2p.(3P*).5f        4D   ""","=""006002.000184""","=""L22145"""
"=""2s.2p.(1P*).3p""","=""2P""","=""1/2""",2,"=""""","=""28.831""","=""""","=""0.003""","=""""","=""  94         :     4  2p2.(3P).3s           2P   ""","=""006002.000241""","=""L22145"""
"=""2s.2p.(1P*).3p""","=""2P""","=""3/2""",4,"=""""","=""28.833""","=""""","=""0.003""","=""""","=""  94         :     4  2p2.(3P).3s           2P   ""","=""006002.000242""","=""L22145"""
"=""2s.2p.(3P*).6s""","=""4P*""","=""1/2""",2,"=""""","=""28.97150""","=""""","=""0.00009""","=""""","=""  99                                             ""","=""006002.000185""","=""L22145"""
"=""2s.2p.(3P*).6s""","=""4P*""","=""3/2""",4,"=""""","=""28.97428""","=""""","=""0.00005""","=""""","=""  99                                             ""","=""006002.000186""","=""L22145"""
"=""2s.2p.(3P*).6s""","=""4P*""","=""5/2""",6,"=""""","=""28.980146""","=""""","=""0.000020""","=""""","=""  99                                             ""","=""006002.000187""","=""L22145"""
"=""2s.2p.(1P*).3p""","=""2D""","=""3/2""",4,"=""""","=""29.014""","=""""","=""0.003""","=""""","=""  84         :    10  2s.2p.(3P*).6p        2D   ""","=""006002.000273""","=""L22145"""
"=""2s.2p.(1P*).3p""","=""2D""","=""5/2""",6,"=""""","=""29.016""","=""""","=""0.003""","=""""","=""  84         :    10  2s.2p.(3P*).6p        2D   ""","=""006002.000274""","=""L22145"""
"=""2s.2p.(3P*).6p""","=""2P""","=""1/2""",2,"=""""","=""29.090""","=""""","=""0.003""","=""""","=""  96                                             ""","=""006002.000227""","=""L22145"""
"=""2s.2p.(3P*).6p""","=""2P""","=""3/2""",4,"=""""","=""29.092""","=""""","=""0.003""","=""""","=""  97                                             ""","=""006002.000232""","=""L22145"""
"=""2s.2p.(3P*).6p""","=""4D""","=""1/2""",2,"=""""","=""29.1360""","=""""","=""0.0003""","=""""","=""  97                                             ""","=""006002.000188""","=""L22145"""
"=""2s.2p.(3P*).6p""","=""4D""","=""3/2""",4,"=""""","=""29.13760""","=""""","=""0.00020""","=""""","=""  98                                             ""","=""006002.000189""","=""L22145"""
"=""2s.2p.(3P*).6p""","=""4D""","=""5/2""",6,"=""""","=""29.14006""","=""""","=""0.00016""","=""""","=""  98                                             ""","=""006002.000190""","=""L22145"""
"=""2s.2p.(3P*).6p""","=""4D""","=""7/2""",8,"=""""","=""29.14454""","=""""","=""0.00007""","=""""","=""  99                                             ""","=""006002.000191""","=""L22145"""
