Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Leading percentages,Level ID,Reference
"=""2s2.2p5""","=""2P*""","=""3/2""",4,"=""""","=""0.00000000""","=""""","=""0""","="" 100                                                              ""","=""010002.000001""","=""L9088"""
"=""2s2.2p5""","=""2P*""","=""1/2""",2,"=""""","=""0.09676024""","=""""","=""0.00000025""","="" 100                                                              ""","=""010002.000002""","=""L9088"""
"=""2s.2p6""","=""2S""","=""1/2""",2,"=""""","=""26.910472""","=""""","=""0.000011""","=""  98                                                              ""","=""010002.000003""","=""L9088"""
"=""2s2.2p4.(3P).3s""","=""4P""","=""5/2""",6,"=""""","=""27.16875174""","=""""","=""0.00000014""","="" 100                                                              ""","=""010002.000004""","=""L9088"""
"=""2s2.2p4.(3P).3s""","=""4P""","=""3/2""",4,"=""""","=""27.2329339""","=""""","=""0.0000006""","="" 100                                                              ""","=""010002.000005""","=""L9088"""
"=""2s2.2p4.(3P).3s""","=""4P""","=""1/2""",2,"=""""","=""27.27000770""","=""""","=""0.00000014""","="" 100                                                              ""","=""010002.000006""","=""L9088"""
"=""2s2.2p4.(3P).3s""","=""2P""","=""3/2""",4,"=""""","=""27.78324821""","=""""","=""0.00000016""","="" 100                                                              ""","=""010002.000007""","=""L9088"""
"=""2s2.2p4.(3P).3s""","=""2P""","=""1/2""",2,"=""""","=""27.85915908""","=""""","=""0.00000017""","="" 100                                                              ""","=""010002.000008""","=""L9088"""
"=""2s2.2p4.(3P).3p""","=""4P*""","=""5/2""",6,"=""""","=""30.52396899""","=""""","=""0.00000017""","=""  99                                                              ""","=""010002.000009""","=""L9088"""
"=""2s2.2p4.(3P).3p""","=""4P*""","=""3/2""",4,"=""""","=""30.55156804""","=""""","=""0.00000014""","=""  99                                                              ""","=""010002.000012""","=""L9088"""
"=""2s2.2p4.(3P).3p""","=""4P*""","=""1/2""",2,"=""""","=""30.57421575""","=""""","=""0.00000015""","="" 100                                                              ""","=""010002.000013""","=""L9088"""
"=""2s2.2p4.(1D).3s""","=""2D""","=""5/2""",6,"=""""","=""30.54897749""","=""""","=""0.00000019""","="" 100                                                              ""","=""010002.000010""","=""L9088"""
"=""2s2.2p4.(1D).3s""","=""2D""","=""3/2""",4,"=""""","=""30.54939418""","=""""","=""0.00000025""","="" 100                                                              ""","=""010002.000011""","=""L9088"""
"=""2s2.2p4.(3P).3p""","=""4D*""","=""7/2""",8,"=""""","=""30.88553180""","=""""","=""0.00000017""","="" 100                                                              ""","=""010002.000014""","=""L9088"""
"=""2s2.2p4.(3P).3p""","=""4D*""","=""5/2""",6,"=""""","=""30.92735780""","=""""","=""0.00000015""","=""  98                                                              ""","=""010002.000015""","=""L9088"""
"=""2s2.2p4.(3P).3p""","=""4D*""","=""3/2""",4,"=""""","=""30.95829705""","=""""","=""0.00000016""","=""  99                                                              ""","=""010002.000016""","=""L9088"""
"=""2s2.2p4.(3P).3p""","=""4D*""","=""1/2""",2,"=""""","=""30.97616485""","=""""","=""0.00000017""","="" 100                                                              ""","=""010002.000017""","=""L9088"""
"=""2s2.2p4.(3P).3p""","=""2D*""","=""5/2""",6,"=""""","=""31.12141637""","=""""","=""0.00000019""","=""  99                                                              ""","=""010002.000018""","=""L9088"""
"=""2s2.2p4.(3P).3p""","=""2D*""","=""3/2""",4,"=""""","=""31.18476555""","=""""","=""0.00000019""","=""  99                                                              ""","=""010002.000019""","=""L9088"""
"=""2s2.2p4.(3P).3p""","=""2S*""","=""1/2""",2,"=""""","=""31.34301510""","=""""","=""0.00000025""","=""  93                            :     6  2s2.2p4.(3P).3p    2P*   ""","=""010002.000020""","=""L9088"""
"=""2s2.2p4.(3P).3p""","=""4S*""","=""3/2""",4,"=""""","=""31.36223939""","=""""","=""0.00000016""","=""  99                                                              ""","=""010002.000021""","=""L9088"""
"=""2s2.2p4.(3P).3p""","=""2P*""","=""3/2""",4,"=""""","=""31.51244241""","=""""","=""0.00000017""","=""  92                            :     6  2s2.2p4.(1D).3p    2P*   ""","=""010002.000022""","=""L9088"""
"=""2s2.2p4.(3P).3p""","=""2P*""","=""1/2""",2,"=""""","=""31.52821065""","=""""","=""0.00000019""","=""  86                            :     7  2s2.2p4.(1D).3p    2P*   ""","=""010002.000023""","=""L9088"""
"=""2s2.2p4.(1D).3p""","=""2F*""","=""5/2""",6,"=""""","=""34.01687000""","=""""","=""0.00000025""","="" 100                                                              ""","=""010002.000024""","=""L9088"""
"=""2s2.2p4.(1D).3p""","=""2F*""","=""7/2""",8,"=""""","=""34.02239020""","=""""","=""0.00000025""","="" 100                                                              ""","=""010002.000025""","=""L9088"""
"=""2s2.2p4.(1D).3p""","=""2P*""","=""3/2""",4,"=""""","=""34.25396207""","=""""","=""0.00000025""","=""  89                            :     5  2s2.2p4.(3P).3p    2P*   ""","=""010002.000026""","=""L9088"""
"=""2s2.2p4.(1D).3p""","=""2P*""","=""1/2""",2,"=""""","=""34.2830939""","=""""","=""0.0000004""","=""  89                            :     6  2s2.2p4.(3P).3p    2P*   ""","=""010002.000027""","=""L9088"""
"=""2s2.2p4.(1S).3s""","=""2S""","=""1/2""",2,"=""""","=""34.3035902""","=""""","=""0.0000004""","=""  97                                                              ""","=""010002.000028""","=""L9088"""
"=""2s2.2p4.(1D).3p""","=""2D*""","=""3/2""",4,"=""""","=""34.3839892""","=""""","=""0.0000004""","="" 100                                                              ""","=""010002.000029""","=""L9088"""
"=""2s2.2p4.(1D).3p""","=""2D*""","=""5/2""",6,"=""""","=""34.38630670""","=""""","=""0.00000025""","="" 100                                                              ""","=""010002.000030""","=""L9088"""
"=""2s2.2p4.(3P).3d""","=""4D""","=""7/2""",8,"=""""","=""34.6086522""","=""""","=""0.0000004""","=""  96                                                              ""","=""010002.000031""","=""L9088"""
"=""2s2.2p4.(3P).3d""","=""4D""","=""5/2""",6,"=""""","=""34.61869947""","=""""","=""0.00000025""","=""  94                                                              ""","=""010002.000032""","=""L9088"""
"=""2s2.2p4.(3P).3d""","=""4D""","=""3/2""",4,"=""""","=""34.63187052""","=""""","=""0.00000025""","=""  95                                                              ""","=""010002.000033""","=""L9088"""
"=""2s2.2p4.(3P).3d""","=""4D""","=""1/2""",2,"=""""","=""34.6440204""","=""""","=""0.0000004""","=""  97                                                              ""","=""010002.000034""","=""L9088"""
"=""2s2.2p4.(3P).3d""","=""4F""","=""9/2""",10,"=""""","=""34.7370230""","=""""","=""0.0000004""","="" 100                                                              ""","=""010002.000035""","=""L9088"""
"=""2s2.2p4.(3P).3d""","=""4F""","=""7/2""",8,"=""""","=""34.80245657""","=""""","=""0.00000025""","=""  52                            :    44  2s2.2p4.(3P).3d    2F    ""","=""010002.000039""","=""L9088"""
"=""2s2.2p4.(3P).3d""","=""4F""","=""5/2""",6,"=""""","=""34.81442056""","=""""","=""0.00000025""","=""  72                            :    24  2s2.2p4.(3P).3d    2D    ""","=""010002.000041""","=""L9088"""
"=""2s2.2p4.(3P).3d""","=""4F""","=""3/2""",4,"=""""","=""34.83299812""","=""""","=""0.00000025""","=""  63                            :    27  2s2.2p4.(3P).3d    4P    ""","=""010002.000042""","=""L9088"""
"=""2s2.2p4.(3P).3d""","=""2F""","=""7/2""",8,"=""""","=""34.7480986""","=""""","=""0.0000004""","=""  55                            :    45  2s2.2p4.(3P).3d    4F    ""","=""010002.000036""","=""L9088"""
"=""2s2.2p4.(3P).3d""","=""2F""","=""5/2""",6,"=""""","=""34.84277499""","=""""","=""0.00000025""","=""  67                            :    19  2s2.2p4.(3P).3d    4P    ""","=""010002.000044""","=""L9088"""
"=""2s2.2p4.(3P).3d""","=""2D""","=""5/2""",6,"=""""","=""34.7489205""","=""""","=""0.0000004""","=""  58                            :    21  2s2.2p4.(3P).3d    2F    ""","=""010002.000037""","=""L9088"""
"=""2s2.2p4.(3P).3d""","=""2D""","=""3/2""",4,"=""""","=""34.77428890""","=""""","=""0.00000025""","=""  68                            :    18  2s2.2p4.(3P).3d    4F    ""","=""010002.000038""","=""L9088"""
"=""2s2.2p4.(3P).3d""","=""4P""","=""1/2""",2,"=""""","=""34.81085841""","=""""","=""0.00000025""","=""  96                                                              ""","=""010002.000040""","=""L9088"""
"=""2s2.2p4.(3P).3d""","=""4P""","=""3/2""",4,"=""""","=""34.83826076""","=""""","=""0.00000025""","=""  58                            :    21  2s2.2p4.(3P).3d    2D    ""","=""010002.000043""","=""L9088"""
"=""2s2.2p4.(3P).3d""","=""4P""","=""5/2""",6,"=""""","=""34.86080527""","=""""","=""0.00000025""","=""  64                            :    12  2s2.2p4.(3P).3d    2D    ""","=""010002.000045""","=""L9088"""
"=""2s2.2p4.(3P).3d""","=""2P""","=""1/2""",2,"=""""","=""34.8807871""","=""""","=""0.0000004""","=""  96                                                              ""","=""010002.000046""","=""L9088"""
"=""2s2.2p4.(3P).3d""","=""2P""","=""3/2""",4,"=""""","=""34.92886254""","=""""","=""0.00000025""","=""  88                            :     7  2s2.2p4.(3P).3d    2D    ""","=""010002.000047""","=""L9088"""
"=""2s2.2p4.(3P).4s""","=""4P""","=""5/2""",6,"=""""","=""34.96332866""","=""""","=""0.00000025""","=""  90                            :    10  2s2.2p4.(3P).3d    4P    ""","=""010002.000048""","=""L9088"""
"=""2s2.2p4.(3P).4s""","=""4P""","=""3/2""",4,"=""""","=""35.01007584""","=""""","=""0.00000025""","=""  91                            :     5  2s2.2p4.(3P).4s    2P    ""","=""010002.000049""","=""L9088"""
"=""2s2.2p4.(3P).4s""","=""4P""","=""1/2""",2,"=""""","=""35.04793112""","=""""","=""0.00000025""","=""  97                                                              ""","=""010002.000050""","=""L9088"""
"=""2s2.2p4.(3P).4s""","=""2P""","=""3/2""",4,"=""""","=""35.12749222""","=""""","=""0.00000025""","=""  93                            :     5  2s2.2p4.(3P).4s    4P    ""","=""010002.000051""","=""L9088"""
"=""2s2.2p4.(3P).4s""","=""2P""","=""1/2""",2,"=""""","=""35.19841919""","=""""","=""0.00000025""","=""  98                                                              ""","=""010002.000052""","=""L9088"""
"=""2s2.2p4.(3P).4p""","=""4P*""","=""5/2""",6,"=""""","=""36.00153059""","=""""","=""0.00000025""","=""  95                            :     5  2s2.2p4.(3P).4p    4D*   ""","=""010002.000053""","=""L9088"""
"=""2s2.2p4.(3P).4p""","=""4P*""","=""3/2""",4,"=""""","=""36.02771897""","=""""","=""0.00000025""","=""  94                                                              ""","=""010002.000054""","=""L9088"""
"=""2s2.2p4.(3P).4p""","=""4P*""","=""1/2""",2,"=""""","=""36.05507591""","=""""","=""0.00000025""","=""  97                                                              ""","=""010002.000055""","=""L9088"""
"=""2s2.2p4.(3P).4p""","=""4D*""","=""7/2""",8,"=""""","=""36.1044477""","=""""","=""0.0000004""","="" 100                                                              ""","=""010002.000056""","=""L9088"""
"=""2s2.2p4.(3P).4p""","=""4D*""","=""5/2""",6,"=""""","=""36.14077610""","=""""","=""0.00000025""","=""  80                            :    17  2s2.2p4.(3P).4p    2D*   ""","=""010002.000057""","=""L9088"""
"=""2s2.2p4.(3P).4p""","=""4D*""","=""3/2""",4,"=""""","=""36.1788195""","=""""","=""0.0000004""","=""  91                            :     5  2s2.2p4.(3P).4p    2D*   ""","=""010002.000058""","=""L9088"""
"=""2s2.2p4.(3P).4p""","=""4D*""","=""1/2""",2,"=""""","=""36.1994328""","=""""","=""0.0000004""","=""  98                                                              ""","=""010002.000059""","=""L9088"""
"=""2s2.2p4.(3P).4p""","=""2D*""","=""5/2""",6,"=""""","=""36.2074931""","=""""","=""0.0000004""","=""  83                            :    15  2s2.2p4.(3P).4p    4D*   ""","=""010002.000060""","=""L9088"""
"=""2s2.2p4.(3P).4p""","=""2D*""","=""3/2""",4,"=""""","=""36.25939694""","=""""","=""0.00000025""","=""  93                            :     6  2s2.2p4.(3P).4p    4D*   ""","=""010002.000061""","=""L9088"""
"=""2s2.2p4.(3P).4p""","=""2S*""","=""1/2""",2,"=""""","=""36.2711665""","=""""","=""0.0000004""","=""  95                                                              ""","=""010002.000062""","=""L9088"""
"=""2s2.2p4.(3P).4p""","=""4S*""","=""3/2""",4,"=""""","=""36.2841366""","=""""","=""0.0000007""","=""  96                                                              ""","=""010002.000063""","=""L9088"""
"=""2s2.2p4.(3P).4p""","=""2P*""","=""3/2""",4,"=""""","=""36.46207411""","=""""","=""0.00000025""","=""  91                                                              ""","=""010002.000064""","=""L9088"""
"=""2s2.2p4.(3P).4p""","=""2P*""","=""1/2""",2,"=""""","=""36.4926649""","=""""","=""0.0000004""","=""  90                                                              ""","=""010002.000065""","=""L9088"""
"=""2s2.2p4.(3P).4d""","=""4D""","=""7/2""",8,"=""""","=""37.4185624""","=""""","=""0.0000004""","=""  87                            :    11  2s2.2p4.(3P).4d    4F    ""","=""010002.000066""","=""L9088"""
"=""2s2.2p4.(3P).4d""","=""4D""","=""5/2""",6,"=""""","=""37.4253334""","=""""","=""0.0000004""","=""  84                            :     8  2s2.2p4.(3P).4d    4P    ""","=""010002.000067""","=""L9088"""
"=""2s2.2p4.(3P).4d""","=""4D""","=""3/2""",4,"=""""","=""37.4367781""","=""""","=""0.0000004""","=""  81                            :    13  2s2.2p4.(3P).4d    4P    ""","=""010002.000068""","=""L9088"""
"=""2s2.2p4.(3P).4d""","=""4D""","=""1/2""",2,"=""""","=""37.4503262""","=""""","=""0.0000004""","=""  83                            :    11  2s2.2p4.(3P).4d    4P    ""","=""010002.000069""","=""L9088"""
"=""2s2.2p4.(3P).4d""","=""4F""","=""9/2""",10,"=""""","=""37.4671457""","=""""","=""0.0000004""","="" 100                                                              ""","=""010002.000070""","=""L9088"""
"=""2s2.2p4.(3P).4d""","=""4F""","=""7/2""",8,"=""""","=""37.5363133""","=""""","=""0.0000004""","=""  58                            :    30  2s2.2p4.(3P).4d    2F    ""","=""010002.000075""","=""L9088"""
"=""2s2.2p4.(3P).4d""","=""4F""","=""5/2""",6,"=""""","=""37.5472841""","=""""","=""0.0000004""","=""  60                            :    24  2s2.2p4.(3P).4d    2D    ""","=""010002.000080""","=""L9088"""
"=""2s2.2p4.(3P).4d""","=""4F""","=""3/2""",4,"=""""","=""37.5623819""","=""""","=""0.0000004""","=""  78                            :    15  2s2.2p4.(3P).4d    2P    ""","=""010002.000088""","=""L9088"""
"=""2s2.2p4.(3P).4d""","=""2F""","=""7/2""",8,"=""""","=""37.4739467""","=""""","=""0.0000004""","=""  68                            :    31  2s2.2p4.(3P).4d    4F    ""","=""010002.000071""","=""L9088"""
"=""2s2.2p4.(3P).4d""","=""2F""","=""5/2""",6,"=""""","=""37.5536404""","=""""","=""0.0000004""","=""  38                            :    25  2s2.2p4.(3P).5s    4P    ""","=""010002.000083""","=""L9088"""
"=""2s2.2p4.(3P).4d""","=""2D""","=""5/2""",6,"=""""","=""37.4813807""","=""""","=""0.0000004""","=""  54                            :    23  2s2.2p4.(3P).4d    2F    ""","=""010002.000072""","=""L9088"""
"=""2s2.2p4.(3P).4d""","=""2D""","=""3/2""",4,"=""""","=""37.4960221""","=""""","=""0.0000004""","=""  44                            :    31  2s2.2p4.(3P).4d    4P    ""","=""010002.000073""","=""L9088"""
"=""2s2.2p4.(3P).4d""","=""4P""","=""1/2""",2,"=""""","=""37.5021924""","=""""","=""0.0000004""","=""  81                            :    13  2s2.2p4.(3P).4d    2P    ""","=""010002.000074""","=""L9088"""
"=""2s2.2p4.(3P).4d""","=""4P""","=""3/2""",4,"=""""","=""37.5445181""","=""""","=""0.0000004""","=""  52                            :    24  2s2.2p4.(3P).4d    2D    ""","=""010002.000076""","=""L9088"""
"=""2s2.2p4.(3P).4d""","=""4P""","=""5/2""",6,"=""""","=""37.5761142""","=""""","=""0.0000004""","=""  47                            :    30  2s2.2p4.(3P).4d    2F    ""","=""010002.000091""","=""L9088"""
"=""2s2.2p4.(3P<2>).4f""","=""2[4]*""","=""9/2""",10,"=""""","=""37.5460164""","=""""","=""0.0000005""","=""  99                                                              ""","=""010002.000077""","=""L9088"""
"=""2s2.2p4.(3P<2>).4f""","=""2[4]*""","=""7/2""",8,"=""""","=""37.5462806""","=""""","=""0.0000004""","=""  96                                                              ""","=""010002.000078""","=""L9088"""
"=""2s2.2p4.(3P).4d""","=""2P""","=""1/2""",2,"=""""","=""37.5463535""","=""""","=""0.0000004""","=""  78                            :    12  2s2.2p4.(3P).4d    4D    ""","=""010002.000079""","=""L9088"""
"=""2s2.2p4.(3P).4d""","=""2P""","=""3/2""",4,"=""""","=""37.5967073""","=""""","=""0.0000004""","=""  57                            :    24  2s2.2p4.(3P).4d    2D    ""","=""010002.000092""","=""L9088"""
"=""2s2.2p4.(3P<2>).4f""","=""2[3]*""","=""7/2""",8,"=""""","=""37.5478097""","=""""","=""0.0000005""","=""  96                                                              ""","=""010002.000081""","=""L9088"""
"=""2s2.2p4.(3P<2>).4f""","=""2[3]*""","=""5/2""",6,"=""""","=""37.5478811""","=""""","=""0.0000004""","=""  99                                                              ""","=""010002.000082""","=""L9088"""
"=""2s2.2p4.(3P<2>).4f""","=""2[2]*""","=""3/2""",4,"=""""","=""37.5551307""","=""""","=""0.0000005""","=""  98                                                              ""","=""010002.000084""","=""L9088"""
"=""2s2.2p4.(3P<2>).4f""","=""2[2]*""","=""5/2""",6,"=""""","=""37.5552644""","=""""","=""0.0000005""","=""  98                                                              ""","=""010002.000085""","=""L9088"""
"=""2s2.2p4.(3P<2>).4f""","=""2[5]*""","=""9/2""",10,"=""""","=""37.5591893""","=""""","=""0.0000004""","="" 100                                                              ""","=""010002.000086""","=""L9088"""
"=""2s2.2p4.(3P<2>).4f""","=""2[5]*""","=""11/2""",12,"=""""","=""37.5591918""","=""""","=""0.0000005""","="" 100                                                              ""","=""010002.000087""","=""L9088"""
"=""2s2.2p4.(3P<2>).4f""","=""2[1]*""","=""1/2""",2,"=""""","=""37.5658308""","=""""","=""0.0000011""","="" 100                                                              ""","=""010002.000089""","=""L9088"""
"=""2s2.2p4.(3P<2>).4f""","=""2[1]*""","=""3/2""",4,"=""""","=""37.5659481""","=""""","=""0.0000005""","="" 100                                                              ""","=""010002.000090""","=""L9088"""
"=""2s2.2p4.(3P).5s""","=""4P""","=""5/2""",6,"=""""","=""37.6019142""","=""""","=""0.0000004""","=""  65                            :    24  2s2.2p4.(3P).4d    4P    ""","=""010002.000093""","=""L9088"""
"=""2s2.2p4.(3P).5s""","=""4P""","=""3/2""",4,"=""""","=""37.6314588""","=""""","=""0.0000004""","=""  61                            :    29  2s2.2p4.(3P).5s    2P    ""","=""010002.000096""","=""L9088"""
"=""2s2.2p4.(3P).5s""","=""4P""","=""1/2""",2,"=""""","=""37.6822788""","=""""","=""0.0000004""","=""  92                            :     7  2s2.2p4.(3P).5s    2P    ""","=""010002.000103""","=""L9088"""
"=""2s2.2p4.(3P<1>).4f""","=""2[2]*""","=""3/2""",4,"=""""","=""37.6302529""","=""""","=""0.0000005""","=""  98                                                              ""","=""010002.000094""","=""L9088"""
"=""2s2.2p4.(3P<1>).4f""","=""2[2]*""","=""5/2""",6,"=""""","=""37.6303838""","=""""","=""0.0000004""","=""  98                                                              ""","=""010002.000095""","=""L9088"""
"=""2s2.2p4.(3P<1>).4f""","=""2[4]*""","=""9/2""",10,"=""""","=""37.6326419""","=""""","=""0.0000004""","=""  99                                                              ""","=""010002.000097""","=""L9088"""
"=""2s2.2p4.(3P<1>).4f""","=""2[4]*""","=""7/2""",8,"=""""","=""37.6327393""","=""""","=""0.0000004""","=""  99                                                              ""","=""010002.000098""","=""L9088"""
"=""2s2.2p4.(3P<1>).4f""","=""2[3]*""","=""7/2""",8,"=""""","=""37.6415915""","=""""","=""0.0000004""","="" 100                                                              ""","=""010002.000099""","=""L9088"""
"=""2s2.2p4.(3P<1>).4f""","=""2[3]*""","=""5/2""",6,"=""""","=""37.6416644""","=""""","=""0.0000005""","="" 100                                                              ""","=""010002.000100""","=""L9088"""
"=""2s2.2p4.(3P<0>).4f""","=""2[3]*""","=""7/2""",8,"=""""","=""37.6694014""","=""""","=""0.0000004""","=""  99                                                              ""","=""010002.000101""","=""L9088"""
"=""2s2.2p4.(3P<0>).4f""","=""2[3]*""","=""5/2""",6,"=""""","=""37.6694582""","=""""","=""0.0000004""","=""  99                                                              ""","=""010002.000102""","=""L9088"""
"=""2s2.2p4.(3P).5s""","=""2P""","=""3/2""",4,"=""""","=""37.6880053""","=""""","=""0.0000004""","=""  64                            :    34  2s2.2p4.(3P).5s    4P    ""","=""010002.000104""","=""L9088"""
"=""2s2.2p4.(3P).5s""","=""2P""","=""1/2""",2,"=""""","=""37.7457753""","=""""","=""0.0000004""","=""  92                            :     7  2s2.2p4.(3P).5s    4P    ""","=""010002.000105""","=""L9088"""
"=""2s2.2p4.(1D).3d""","=""2G""","=""9/2""",10,"=""""","=""37.8603113""","=""""","=""0.0000004""","="" 100                                                              ""","=""010002.000106""","=""L9088"""
"=""2s2.2p4.(1D).3d""","=""2G""","=""7/2""",8,"=""""","=""37.8604491""","=""""","=""0.0000005""","="" 100                                                              ""","=""010002.000107""","=""L9088"""
"=""2s2.2p4.(1S).3p""","=""2P*""","=""3/2""",4,"=""""","=""37.8646002""","=""""","=""0.0000004""","=""  92                            :     5  2s2.2p4.(3P).5p    2P*   ""","=""010002.000108""","=""L9088"""
"=""2s2.2p4.(1S).3p""","=""2P*""","=""1/2""",2,"=""""","=""37.8658278""","=""""","=""0.0000006""","=""  93                                                              ""","=""010002.000109""","=""L9088"""
"=""2s2.2p4.(1D).3d""","=""2P""","=""3/2""",4,"=""""","=""37.8854700""","=""""","=""0.0000004""","=""  97                                                              ""","=""010002.000110""","=""L9088"""
