Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Level ID,Reference
"=""2s2.2p.3p""","=""3S""","=""1""",3,"=""""","=""20.939965""","=""""","=""""","=""007002.000038""","="""""
"=""2s2.2p.3p""","=""3P""","=""0""",1,"=""""","=""21.148308""","=""""","=""""","=""007002.000039""","="""""
"=""2s2.2p.3p""","=""3P""","=""1""",3,"=""""","=""21.152682""","=""""","=""""","=""007002.000040""","="""""
"=""2s2.2p.3p""","=""3P""","=""2""",5,"=""""","=""21.159916""","=""""","=""""","=""007002.000041""","="""""
"=""2s2.2p.3p""","=""1D""","=""2""",5,"=""""","=""21.599539""","=""""","=""""","=""007002.000042""","="""""
"=""2s2.2p.3p""","=""1S""","=""0""",1,"=""""","=""22.103082""","=""""","=""""","=""007002.000043""","="""""
"=""2s2.2p.3d""","=""3F*""","=""2""",5,"=""""","=""23.124489""","=""""","=""""","=""007002.000044""","="""""
"=""2s2.2p.3d""","=""3F*""","=""3""",7,"=""""","=""23.131853""","=""""","=""""","=""007002.000045""","="""""
"=""2s2.2p.3d""","=""3F*""","=""4""",9,"=""""","=""23.141959""","=""""","=""""","=""007002.000046""","="""""
"=""2s2.2p.3d""","=""1D*""","=""2""",5,"=""""","=""23.196374""","=""""","=""""","=""007002.000047""","="""""
"=""2s2.2p.3d""","=""3D*""","=""1""",3,"=""""","=""23.239296""","=""""","=""""","=""007002.000048""","="""""
"=""2s2.2p.3d""","=""3D*""","=""2""",5,"=""""","=""23.242271""","=""""","=""""","=""007002.000049""","="""""
"=""2s2.2p.3d""","=""3D*""","=""3""",7,"=""""","=""23.246033""","=""""","=""""","=""007002.000050""","="""""
"=""2s2.2p.3d""","=""3P*""","=""2""",5,"=""""","=""23.415330""","=""""","=""""","=""007002.000051""","="""""
"=""2s2.2p.3d""","=""3P*""","=""1""",3,"=""""","=""23.421752""","=""""","=""""","=""007002.000052""","="""""
"=""2s2.2p.3d""","=""3P*""","=""0""",1,"=""""","=""23.425232""","=""""","=""""","=""007002.000053""","="""""
"=""2s2.2p.3d""","=""1F*""","=""3""",7,"=""""","=""23.474568""","=""""","=""""","=""007002.000054""","="""""
"=""2s2.2p.3d""","=""1P*""","=""1""",3,"=""""","=""23.571906""","=""""","=""""","=""007002.000055""","="""""
"=""2s2.2p.4s""","=""3P*""","=""0""",1,"=""""","=""24.367883""","=""""","=""""","=""007002.000056""","="""""
"=""2s2.2p.4s""","=""3P*""","=""1""",3,"=""""","=""24.374310""","=""""","=""""","=""007002.000057""","="""""
"=""2s2.2p.4s""","=""3P*""","=""2""",5,"=""""","=""24.389123""","=""""","=""""","=""007002.000058""","="""""
"=""2s2.2p.4s""","=""1P*""","=""1""",3,"=""""","=""24.531351""","=""""","=""""","=""007002.000059""","="""""
"=""2s2.2p.4p""","=""1P""","=""1""",3,"=""""","=""25.065964""","=""""","=""""","=""007002.000060""","="""""
"=""2s2.2p.4p""","=""3D""","=""1""",3,"=""""","=""25.133348""","=""""","=""""","=""007002.000061""","="""""
"=""2s2.2p.4p""","=""3D""","=""2""",5,"=""""","=""25.139688""","=""""","=""""","=""007002.000062""","="""""
"=""2s2.2p.4p""","=""3D""","=""3""",7,"=""""","=""25.151603""","=""""","=""""","=""007002.000063""","="""""
"=""2s2.2p.4p""","=""3P""","=""0""",1,"=""""","=""25.188937""","=""""","=""""","=""007002.000064""","="""""
"=""2s2.2p.4p""","=""3P""","=""1""",3,"=""""","=""25.192229""","=""""","=""""","=""007002.000065""","="""""
"=""2s2.2p.4p""","=""3P""","=""2""",5,"=""""","=""25.200902""","=""""","=""""","=""007002.000066""","="""""
"=""2s2.2p.4p""","=""3S""","=""1""",3,"=""""","=""25.235454""","=""""","=""""","=""007002.000067""","="""""
"=""2s2.2p.4p""","=""1D""","=""2""",5,"=""""","=""25.460177""","=""""","=""""","=""007002.000068""","="""""
"=""2s.2p2.(4P).3s""","=""5P""","=""1""",3,"=""""","=""25.490900""","=""""","=""""","=""007002.000069""","="""""
"=""2s.2p2.(4P).3s""","=""5P""","=""2""",5,"=""""","=""25.497874""","=""""","=""""","=""007002.000070""","="""""
"=""2s.2p2.(4P).3s""","=""5P""","=""3""",7,"=""""","=""25.506626""","=""""","=""""","=""007002.000071""","="""""
"=""2s2.2p.4p""","=""1S""","=""0""",1,"=""""","=""25.653600""","=""""","=""""","=""007002.000072""","="""""
"=""2s2.2p.4d""","=""3F*""","=""2""",5,"=""""","=""25.996219""","=""""","=""""","=""007002.000073""","="""""
"=""2s2.2p.4d""","=""3F*""","=""3""",7,"=""""","=""26.004194""","=""""","=""""","=""007002.000074""","="""""
"=""2s2.2p.4d""","=""3F*""","=""4""",9,"=""""","=""26.014849""","=""""","=""""","=""007002.000075""","="""""
"=""2s2.2p.4d""","=""1D*""","=""2""",5,"=""""","=""26.027477""","=""""","=""""","=""007002.000076""","="""""
"=""2s2.2p.4d""","=""3D*""","=""1""",3,"=""""","=""26.066417""","=""""","=""""","=""007002.000077""","="""""
"=""2s2.2p.4d""","=""3D*""","=""2""",5,"=""""","=""26.069666""","=""""","=""""","=""007002.000078""","="""""
"=""2s2.2p.4d""","=""3D*""","=""3""",7,"=""""","=""26.074085""","=""""","=""""","=""007002.000079""","="""""
"=""2s2.2p.4d""","=""3P*""","=""2""",5,"=""""","=""26.124123""","=""""","=""""","=""007002.000080""","="""""
"=""2s2.2p.4d""","=""3P*""","=""1""",3,"=""""","=""26.129847""","=""""","=""""","=""007002.000081""","="""""
