Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Level ID,Reference
"=""2s2.2p5.(2P*<3/2>).3d""","=""2[3/2]*""","=""1""",3,"=""""","=""20.04038646""","=""""","=""0.00000012""","=""010001.000025""","=""L8826c189"""
"=""2s2.2p5.(2P*<3/2>).3d""","=""2[5/2]*""","=""2""",5,"=""""","=""20.04820289""","=""""","=""0.00000012""","=""010001.000026""","=""L8826c189"""
"=""2s2.2p5.(2P*<3/2>).3d""","=""2[5/2]*""","=""3""",7,"=""""","=""20.04842449""","=""""","=""0.00000012""","=""010001.000027""","=""L8826"""
"=""2s2.2p5.(2P*<1/2>).3d""","=""2[5/2]*""","=""2""",5,"=""""","=""20.13610672""","=""""","=""0.00000012""","=""010001.000028""","=""L8826"""
"=""2s2.2p5.(2P*<1/2>).3d""","=""2[5/2]*""","=""3""",7,"=""""","=""20.13629519""","=""""","=""0.00000012""","=""010001.000029""","=""L8826c189"""
"=""2s2.2p5.(2P*<1/2>).3d""","=""2[3/2]*""","=""2""",5,"=""""","=""20.13751125""","=""""","=""0.00000012""","=""010001.000030""","=""L8826c189"""
"=""2s2.2p5.(2P*<1/2>).3d""","=""2[3/2]*""","=""1""",3,"=""""","=""20.13945733""","=""""","=""0.00000012""","=""010001.000031""","=""L8826c189"""
"=""2s2.2p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""",3,"=""""","=""20.14964852""","=""""","=""0.00000012""","=""010001.000032""","=""L8826"""
"=""2s2.2p5.(2P*<3/2>).4p""","=""2[1/2]""","=""0""",1,"=""""","=""20.25917996""","=""""","=""0.00000012""","=""010001.000037""","=""L8826"""
"=""2s2.2p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""",7,"=""""","=""20.18843472""","=""""","=""0.00000012""","=""010001.000033""","=""L8826"""
"=""2s2.2p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""",5,"=""""","=""20.19691643""","=""""","=""0.00000012""","=""010001.000034""","=""L8826"""
"=""2s2.2p5.(2P*<3/2>).4p""","=""2[3/2]""","=""1""",3,"=""""","=""20.21098961""","=""""","=""0.00000012""","=""010001.000035""","=""L8826"""
"=""2s2.2p5.(2P*<3/2>).4p""","=""2[3/2]""","=""2""",5,"=""""","=""20.21417968""","=""""","=""0.00000012""","=""010001.000036""","=""L8826"""
"=""2s2.2p5.(2P*<1/2>).4p""","=""2[3/2]""","=""1""",3,"=""""","=""20.29091576""","=""""","=""0.00000012""","=""010001.000038""","=""L8826"""
"=""2s2.2p5.(2P*<1/2>).4p""","=""2[3/2]""","=""2""",5,"=""""","=""20.29727991""","=""""","=""0.00000012""","=""010001.000040""","=""L8826"""
"=""2s2.2p5.(2P*<1/2>).4p""","=""2[1/2]""","=""1""",3,"=""""","=""20.29717120""","=""""","=""0.00000012""","=""010001.000039""","=""L8826"""
"=""2s2.2p5.(2P*<1/2>).4p""","=""2[1/2]""","=""0""",1,"=""""","=""20.36885404""","=""""","=""0.00000012""","=""010001.000041""","=""L8826"""
"=""2s2.2p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""",5,"=""""","=""20.56007355""","=""""","=""0.00000012""","=""010001.000042""","=""L8826"""
"=""2s2.2p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""",3,"=""""","=""20.57056379""","=""""","=""0.00000012""","=""010001.000043""","=""L8826"""
"=""2s2.2p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""0""",1,"=""""","=""20.65655315""","=""""","=""0.00000012""","=""010001.000044""","=""L8826"""
"=""2s2.2p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""",3,"=""""","=""20.66277398""","=""""","=""0.00000012""","=""010001.000045""","=""L8826"""
"=""2s2.2p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""0""",1,"=""""","=""20.70135337""","=""""","=""0.00000012""","=""010001.000046""","=""L8826"""
"=""2s2.2p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""1""",3,"=""""","=""20.70230399""","=""""","=""0.00000012""","=""010001.000047""","=""L8826"""
"=""2s2.2p5.(2P*<3/2>).4d""","=""2[7/2]*""","=""4""",9,"=""""","=""20.70536507""","=""""","=""0.00000012""","=""010001.000048""","=""L8826"""
"=""2s2.2p5.(2P*<3/2>).4d""","=""2[7/2]*""","=""3""",7,"=""""","=""20.70550158""","=""""","=""0.00000012""","=""010001.000049""","=""L8826"""
"=""2s2.2p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""2""",5,"=""""","=""20.70679493""","=""""","=""0.00000012""","=""010001.000050""","=""L8826"""
"=""2s2.2p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""1""",3,"=""""","=""20.70870776""","=""""","=""0.00000012""","=""010001.000051""","=""L8826"""
"=""2s2.2p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""2""",5,"=""""","=""20.71126380""","=""""","=""0.00000012""","=""010001.000052""","=""L8826"""
"=""2s2.2p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""3""",7,"=""""","=""20.71139537""","=""""","=""0.00000012""","=""010001.000053""","=""L8826"""
"=""2s2.2p5.(2P*<3/2>).4f""","=""2[3/2]""","=""1""",3,"=""""","=""20.71188785""","=""""","=""0.00000012""","=""010001.000054""","=""L8826"""
"=""2s2.2p5.(2P*<3/2>).4f""","=""2[3/2]""","=""2""",5,"=""""","=""20.71189082""","=""""","=""0.00000012""","=""010001.000055""","=""L8826"""
"=""2s2.2p5.(2P*<3/2>).4f""","=""2[9/2]""","=""4""",9,"=""""","=""20.71283793""","=""""","=""0.00000012""","=""010001.000056""","=""L8826"""
"=""2s2.2p5.(2P*<3/2>).4f""","=""2[9/2]""","=""5""",11,"=""""","=""20.71283881""","=""""","=""0.00000012""","=""010001.000057""","=""L8826"""
"=""2s2.2p5.(2P*<3/2>).4f""","=""2[5/2]""","=""3""",7,"=""""","=""20.71392409""","=""""","=""0.00000012""","=""010001.000058""","=""L8826"""
"=""2s2.2p5.(2P*<3/2>).4f""","=""2[5/2]""","=""2""",5,"=""""","=""20.71392586""","=""""","=""0.00000012""","=""010001.000059""","=""L8826"""
