element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),fik,log_gf,Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,ID_i,ID_k,
C,1,"=""656.8708""","=""0.0014""","=""656.8727""","=""0.0008""","=""4100""","=""3.5e+05""","=""1.4e-03""","=""-2.2""",D,"=""72610.73530""","=""87830.18""","=""2s2.2p.3p""","=""1D""","=""2""","=""2s2.2p.6d""","=""1P*""","=""1""",5,3,,"=""T5520""","=""L17684""","=""006001.000026""","=""006001.000141""",
F,1,"=""656.9694""","=""0.0002""","=""656.969+""","=""""","=""450""","=""3.86e+05""","=""2.50e-03""","=""-1.82""",C+,"=""102405.71""","=""117622.92""","=""2s2.2p4.(3P).3s""","=""4P""","=""5/2""","=""2s2.2p4.(3P).3p""","=""2D*""","=""5/2""",6,6,,"=""T7043""","=""L7481""","=""009001.000003""","=""009001.000015""",
O,2,"=""657.1100""","=""""","=""657.1108""","=""""","=""18""","=""2.99e+07""","=""1.29e-01""","=""-0.111""",D,"=""232796.298""","=""248010.23""","=""2s2.2p2.(3P).3d""","=""2F""","=""5/2""","=""2s2.2p2.(3P).4p""","=""2D*""","=""3/2""",6,4,,"=""T5723LS""","=""L10621""","=""008002.000059""","=""008002.000080""",
B,2,"=""657.13""","=""0.03""","=""657.112""","=""0.022""","=""0.5""","=""1.1e+07""","=""1.2e-01""","=""-0.43""",C,"=""181765.7""","=""196979.6""","=""1s2.2s.5p""","=""1P*""","=""1""","=""1s2.2p.3p""","=""1D""","=""2""",3,5,,"=""u27""","=""L12120""","=""005002.000040""","=""005002.000091""",
Ne,2,"=""657.130""","=""0.004""","=""657.1291""","=""0.0005""","=""22w""","=""""","=""""","=""""",,"=""302988.859""","=""318202.3663""","=""2s2.2p4.(3P<2>).4f""","=""2[1]*""","=""1/2""","=""2s2.2p4.(3P<2>).6g""","=""2[2]""","=""3/2""",2,4,,"=""""","=""L1406""","=""010002.000089""","=""010002.000235""",
Ne,2,"=""657.170""","=""0.004""","=""657.1689""","=""0.0003""","=""60w""","=""""","=""""","=""""",,"=""302989.805""","=""318202.3922""","=""2s2.2p4.(3P<2>).4f""","=""2[1]*""","=""3/2""","=""2s2.2p4.(3P<2>).6g""","=""2[2]""","=""5/2""",4,6,,"=""""","=""L1406""","=""010002.000090""","=""010002.000236""",
Li,2,"=""""","=""""","=""653.14""","=""0.21""","=""""","=""1.2963e+06""","=""5.0435e-03""","=""-1.59830""",AAA,"=""[582630.08]""","=""[597936.4]""","=""1s.4d""","=""1D""","=""2""","=""1s.6p""","=""1P*""","=""1""",5,3,,"=""T8636c73""","=""""","=""003002.000026""","=""003002.000051""",
C,2,"=""657.80481""","=""0.00008""","=""657.80481""","=""0.00008""","=""510""","=""3.66e+07""","=""4.75e-01""","=""-0.022""",A,"=""116537.648""","=""131735.528""","=""2s2.3s""","=""2S""","=""1/2""","=""2s2.3p""","=""2P*""","=""3/2""",2,4,,"=""T7194""","=""L22145,L21572""","=""006002.000011""","=""006002.000013""",
C,1,"=""657.8772""","=""0.0014""","=""657.8769""","=""0.0013""","=""3600""","=""""","=""""","=""""",,"=""72610.73530""","=""87806.95""","=""2s2.2p.3p""","=""1D""","=""2""","=""2s2.2p.6d""","=""1F*""","=""3""",5,7,,"=""""","=""L17684""","=""006001.000026""","=""006001.000138""",
F,1,"=""658.0389""","=""0.0002""","=""658.039+""","=""""","=""300""","=""2.51e+05""","=""1.63e-03""","=""-2.19""",C+,"=""102680.44""","=""117872.92""","=""2s2.2p4.(3P).3s""","=""4P""","=""3/2""","=""2s2.2p4.(3P).3p""","=""2D*""","=""3/2""",4,4,,"=""T7043""","=""L7481""","=""009001.000004""","=""009001.000016""",
N,2,"=""""","=""""","=""658.260""","=""""","=""""","=""5.26e+06""","=""3.42e-02""","=""-0.989""",D,"=""196592.07""","=""211779.45""","=""2s2.2p.4s""","=""3P*""","=""1""","=""2s.2p2.(4P).3s""","=""3P""","=""1""",3,3,,"=""T6385n""","=""""","=""007002.000057""","=""007002.000098""",
C,2,"=""658.28764""","=""0.00012""","=""658.28760""","=""0.00013""","=""310""","=""3.65e+07""","=""2.38e-01""","=""-0.323""",A,"=""116537.648""","=""131724.382""","=""2s2.3s""","=""2S""","=""1/2""","=""2s2.3p""","=""2P*""","=""1/2""",2,2,,"=""T7194""","=""L22145,L21572""","=""006002.000011""","=""006002.000012""",
N,2,"=""""","=""""","=""658.345""","=""""","=""""","=""2.91e-03""","=""1.89e-11""","=""-10.02""",D,"=""130.8""","=""15316.2""","=""2s2.2p2""","=""3P""","=""2""","=""2s2.2p2""","=""1D""","=""2""",5,5,M1,"=""T7333""","=""""","=""007002.000017""","=""007002.000018""",
N,2,"=""""","=""""","=""658.345""","=""""","=""""","=""8.65e-06""","=""5.62e-14""","=""-12.55""",D,"=""130.8""","=""15316.2""","=""2s2.2p2""","=""3P""","=""2""","=""2s2.2p2""","=""1D""","=""2""",5,5,E2,"=""T7333""","=""""","=""007002.000017""","=""007002.000018""",
C,1,"=""658.6273""","=""0.0014""","=""658.6269""","=""0.0007""","=""3600""","=""5.e+05""","=""1.8e-03""","=""-2.0""",D,"=""72610.73530""","=""87789.646""","=""2s2.2p.3p""","=""1D""","=""2""","=""2s2.2p.7s""","=""1P*""","=""1""",5,3,,"=""T5520""","=""L17684""","=""006001.000026""","=""006001.000137""",
C,1,"=""658.7608""","=""0.0014""","=""658.76211""","=""0.00003""","=""40000""","=""5.1e+06""","=""3.3e-02""","=""-1.00""",B,"=""68856.35208""","=""84032.1471""","=""2s2.2p.3p""","=""1P""","=""1""","=""2s2.2p.4d""","=""1P*""","=""1""",3,3,,"=""T5520,T6070""","=""L17684""","=""006001.000018""","=""006001.000079""",
O,2,"=""658.9006""","=""""","=""658.9013""","=""""","=""6""","=""""","=""""","=""""",,"=""240517.35""","=""255689.939""","=""2s2.2p2.(3P).4s""","=""2P""","=""3/2""","=""2s2.2p2.(3P).4f D""","=""2[3]*""","=""5/2""",4,6,,"=""""","=""L10621""","=""008002.000069""","=""008002.000111""",
C,1,"=""659.1446""","=""0.0014""","=""659.1457""","=""0.0006""","=""2300""","=""2.0e+05""","=""3.9e-03""","=""-2.4""",D,"=""71352.54344""","=""86519.506""","=""2s2.2p.3p""","=""3P""","=""0""","=""2s2.2p.5d""","=""3P*""","=""1""",1,3,,"=""T5520LS""","=""L17684""","=""006001.000023""","=""006001.000114""",
C,1,"=""659.5240""","=""0.0014""","=""659.5244""","=""0.0010""","=""2300""","=""6.e+05""","=""1.3e-03""","=""-2.4""",D,"=""71364.93596""","=""86523.19""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.5d""","=""3P*""","=""0""",3,1,,"=""T5520LS""","=""L17684""","=""006001.000024""","=""006001.000115""",
N,2,"=""""","=""""","=""659.567""","=""""","=""""","=""2.11e+07""","=""4.59e-02""","=""-0.861""",D,"=""196592.07""","=""211749.35""","=""2s2.2p.4s""","=""3P*""","=""1""","=""2s.2p2.(4P).3s""","=""3P""","=""0""",3,1,,"=""T6385n""","=""""","=""007002.000057""","=""007002.000097""",
N,1,"=""""","=""""","=""659.5844""","=""""","=""""","=""9.08e+04""","=""1.19e-03""","=""-2.625""",C,"=""97770.180""","=""112927.055""","=""2s2.2p2.(3P).3p""","=""2P*""","=""1/2""","=""2s2.2p2.(3P).5d""","=""2D""","=""3/2""",2,4,,"=""u18,LS""","=""""","=""007001.000037""","=""007001.000162""",
C,1,"=""659.6849""","=""0.0014""","=""659.6848""","=""0.0006""","=""3000""","=""1.5e+05""","=""1.0e-03""","=""-2.5""",D,"=""71364.93596""","=""86519.506""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.5d""","=""3P*""","=""1""",3,3,,"=""T5520LS""","=""L17684""","=""006001.000024""","=""006001.000114""",
Ne,1,"=""659.89528""","=""0.00005""","=""659.89529""","=""0.00006""","=""10000""","=""2.32e+07""","=""1.52e-01""","=""-0.34""",B+,"=""135888.7173""","=""151038.4524""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""",3,3,,"=""T2733""","=""L7292""","=""010001.000005""","=""010001.000014""",
N,2,"=""""","=""""","=""660.094""","=""""","=""""","=""1.86e+06""","=""1.22e-02""","=""-1.216""",B,"=""205350.18""","=""220495.36""","=""2s2.2p.4p""","=""1D""","=""2""","=""2s2.2p.5d""","=""1D*""","=""2""",5,5,,"=""T5520""","=""""","=""007002.000068""","=""007002.000107""",
C,1,"=""660.2416""","=""0.0014""","=""660.24208""","=""0.00009""","=""5300""","=""1.3e+06""","=""1.4e-02""","=""-1.4""",D,"=""71364.93596""","=""86506.7138""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.5d""","=""3P*""","=""2""",3,5,,"=""T5520LS""","=""L17684""","=""006001.000024""","=""006001.000113""",
Ne,1,"=""660.29007""","=""0.00040""","=""660.29020""","=""0.00006""","=""1000""","=""4.76e+05""","=""3.11e-03""","=""-2.03""",B+,"=""150772.1118""","=""165912.7861""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""",3,3,,"=""T2734""","=""L4498""","=""010001.000011""","=""010001.000043""",
N,1,"=""""","=""""","=""660.3210""","=""""","=""""","=""1.09e+05""","=""1.07e-03""","=""-2.369""",C,"=""97805.840""","=""112945.809""","=""2s2.2p2.(3P).3p""","=""2P*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""2D""","=""5/2""",4,6,,"=""u18,LS""","=""""","=""007001.000038""","=""007001.000163""",
O,1,"=""660.491""","=""""","=""660.4904+""","=""""","=""80""","=""""","=""""","=""""",,"=""113996.239""","=""129132.323""","=""2s2.2p3.(2D*).3p""","=""1F""","=""3""","=""2s2.2p3.(2D*<3/2>).5s""","=""1D*""","=""2""",7,5,,"=""""","=""L3760""","=""008001.000279""","=""008001.000318""",
C,1,"=""660.5785""","=""0.0014""","=""660.5772""","=""0.0006""","=""2300""","=""2.5e+05""","=""1.0e-03""","=""-2.3""",D,"=""71385.40992""","=""86519.506""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.5d""","=""3P*""","=""1""",5,3,,"=""T5520LS""","=""L17684""","=""006001.000025""","=""006001.000114""",
N,1,"=""""","=""""","=""660.6176""","=""""","=""""","=""8.87e+04""","=""8.71e-04""","=""-2.458""",D+,"=""94793.490""","=""109926.661""","=""2s2.2p2.(3P).3p""","=""4D*""","=""3/2""","=""2s2.2p2.(3P).5s""","=""4P""","=""5/2""",4,6,,"=""u18,LS""","=""""","=""007001.000028""","=""007001.000078""",
N,2,"=""661.056""","=""""","=""661.056""","=""""","=""750""","=""6.01e+07""","=""5.52e-01""","=""0.441""",B,"=""174212.03""","=""189335.16""","=""2s2.2p.3p""","=""1D""","=""2""","=""2s2.2p.3d""","=""1F*""","=""3""",5,7,,"=""T7333""","=""L3513""","=""007002.000042""","=""007002.000054""",
C,1,"=""661.1354""","=""0.0014""","=""661.13604""","=""0.00009""","=""7900""","=""4.4e+05""","=""2.9e-03""","=""-1.8""",D,"=""71385.40992""","=""86506.7138""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.5d""","=""3P*""","=""2""",5,5,,"=""T5520LS""","=""L17684""","=""006001.000025""","=""006001.000113""",
N,1,"=""""","=""""","=""661.1399""","=""""","=""""","=""1.80e+04""","=""1.18e-04""","=""-3.326""",C,"=""97805.840""","=""112927.055""","=""2s2.2p2.(3P).3p""","=""2P*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""2D""","=""3/2""",4,4,,"=""u18,LS""","=""""","=""007001.000038""","=""007001.000162""",
N,2,"=""""","=""""","=""661.362""","=""""","=""""","=""1.58e+07""","=""1.04e-01""","=""-0.285""",D,"=""196711.54""","=""211827.67""","=""2s2.2p.4s""","=""3P*""","=""2""","=""2s.2p2.(4P).3s""","=""3P""","=""2""",5,5,,"=""T6385n""","=""""","=""007002.000058""","=""007002.000099""",
C,1,"=""661.7241""","=""0.0014""","=""661.7249""","=""0.0007""","=""2000""","=""""","=""""","=""""",,"=""72610.73530""","=""87718.583""","=""2s2.2p.3p""","=""1D""","=""2""","=""2s2.2p.7s""","=""3P*""","=""1""",5,3,,"=""""","=""L17684""","=""006001.000026""","=""006001.000129""",
C,2,"=""662.205""","=""0.009""","=""662.195""","=""0.007""","=""5H*""","=""3.0e+04""","=""2.0e-04""","=""-2.93""",D+,"=""168978.24""","=""184075.36""","=""2s2.4f""","=""2F*""","=""5/2""","=""2s2.6d""","=""2D""","=""5/2""",6,6,,"=""T10276""","=""L1176""","=""006002.000029""","=""006002.000052""",
C,2,"=""662.205""","=""0.009""","=""662.203""","=""0.007""","=""5H*""","=""5.9e+05""","=""2.9e-03""","=""-1.63""",D+,"=""168978.42""","=""184075.36""","=""2s2.4f""","=""2F*""","=""7/2""","=""2s2.6d""","=""2D""","=""5/2""",8,6,,"=""T10276""","=""L1176""","=""006002.000030""","=""006002.000052""",
C,2,"=""662.205""","=""0.009""","=""662.225""","=""0.007""","=""5H*""","=""6.2e+05""","=""2.7e-03""","=""-1.78""",D+,"=""168978.24""","=""184074.67""","=""2s2.4f""","=""2F*""","=""5/2""","=""2s2.6d""","=""2D""","=""3/2""",6,4,,"=""T10276""","=""L1176""","=""006002.000029""","=""006002.000051""",
N,1,"=""662.254""","=""""","=""662.2543""","=""""","=""185""","=""7.93e+05""","=""5.22e-03""","=""-1.504""",D+,"=""94830.890""","=""109926.661""","=""2s2.2p2.(3P).3p""","=""4D*""","=""5/2""","=""2s2.2p2.(3P).5s""","=""4P""","=""5/2""",6,6,,"=""u18,LS""","=""L3513""","=""007001.000029""","=""007001.000078""",
N,1,"=""""","=""""","=""662.6990""","=""""","=""""","=""2.20e+05""","=""2.90e-03""","=""-2.237""",D+,"=""94770.880""","=""109856.520""","=""2s2.2p2.(3P).3p""","=""4D*""","=""1/2""","=""2s2.2p2.(3P).5s""","=""4P""","=""3/2""",2,4,,"=""u18,LS""","=""""","=""007001.000027""","=""007001.000077""",
O,2,"=""""","=""""","=""662.7357""","=""""","=""""","=""""","=""""","=""""",,"=""255983.584""","=""271068.39""","=""2s2.2p2.(3P).4f G""","=""2[5]*""","=""9/2""","=""2s2.2p2.(3P<0>).6g""","=""2[4]""","=""9/2""",10,10,,"=""""","=""L11267""","=""008002.000124""","=""008002.000213""",
O,2,"=""""","=""""","=""662.7374""","=""""","=""""","=""""","=""""","=""""",,"=""255983.584""","=""271068.35""","=""2s2.2p2.(3P).4f G""","=""2[5]*""","=""9/2""","=""2s2.2p2.(3P<0>).6g""","=""2[4]""","=""7/2""",10,8,,"=""""","=""L11267""","=""008002.000124""","=""008002.000212""",
O,2,"=""662.7385""","=""""","=""662.7373""","=""""","=""17""","=""1.73e+07""","=""1.14e-01""","=""-0.341""",D,"=""233430.53""","=""248515.30""","=""2s2.2p2.(3P).3d""","=""2P""","=""3/2""","=""2s2.2p2.(3P).4p""","=""2P*""","=""3/2""",4,4,,"=""T5723LS""","=""L10621""","=""008002.000061""","=""008002.000083""",
N,2,"=""""","=""""","=""662.979""","=""""","=""""","=""2.69e+07""","=""1.06e-01""","=""-0.274""",C+,"=""187091.37""","=""202170.63""","=""2s2.2p.3d""","=""1D*""","=""2""","=""2s2.2p.4p""","=""1P""","=""1""",5,3,,"=""T5520,T6385""","=""""","=""007002.000047""","=""007002.000060""",
He,1,"=""""","=""""","=""663.190187""","=""0.000003""","=""""","=""2.3749e+01""","=""1.5668e-07""","=""-6.3279""",AAA,"=""[171134.894441]""","=""[186209.3623329]""","=""1s.2p""","=""1P*""","=""1""","=""1s.3p""","=""1P*""","=""1""",3,3,E2,"=""T7378""","=""""","=""002001.000007""","=""002001.000017""",
N,2,"=""""","=""""","=""663.479""","=""""","=""""","=""8.80e+06""","=""3.49e-02""","=""-0.759""",D,"=""196711.54""","=""211779.45""","=""2s2.2p.4s""","=""3P*""","=""2""","=""2s.2p2.(4P).3s""","=""3P""","=""1""",5,3,,"=""T6385n""","=""""","=""007002.000058""","=""007002.000098""",
Be,2,"=""663.644""","=""0.005""","=""663.633""","=""0.005""","=""110d*""","=""""","=""""","=""""",,"=""119421.20""","=""134485.61""","=""1s2.4d""","=""2D""","=""3/2""","=""1s2.6p""","=""2P*""","=""3/2""",4,4,,"=""""","=""L12158""","=""004002.000012""","=""004002.000027""",
Be,2,"=""663.644""","=""0.005""","=""663.644""","=""0.005""","=""110d*""","=""""","=""""","=""""",,"=""119421.20""","=""134485.37""","=""1s2.4d""","=""2D""","=""3/2""","=""1s2.6p""","=""2P*""","=""1/2""",4,2,,"=""""","=""L12158""","=""004002.000012""","=""004002.000026""",
Be,2,"=""663.644""","=""0.005""","=""663.644""","=""0.005""","=""110d*""","=""""","=""""","=""""",,"=""119421.44""","=""134485.61""","=""1s2.4d""","=""2D""","=""5/2""","=""1s2.6p""","=""2P*""","=""3/2""",6,4,,"=""""","=""L12158""","=""004002.000013""","=""004002.000027""",
N,1,"=""663.694""","=""""","=""663.6938""","=""""","=""185""","=""1.40e+06""","=""9.25e-03""","=""-1.432""",D+,"=""94793.490""","=""109856.520""","=""2s2.2p2.(3P).3p""","=""4D*""","=""3/2""","=""2s2.2p2.(3P).5s""","=""4P""","=""3/2""",4,4,,"=""u18,LS""","=""L3513""","=""007001.000028""","=""007001.000077""",
Ne,1,"=""664.00095""","=""0.00040""","=""664.00081""","=""0.00006""","=""100""","=""6.21e+04""","=""6.85e-04""","=""-2.69""",B+,"=""150772.1118""","=""165828.1766""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""",3,5,,"=""T2734""","=""L4498""","=""010001.000011""","=""010001.000042""",
Ne,1,"=""664.080""","=""0.002""","=""664.07962""","=""0.00006""","=""50""","=""3.80e+03""","=""1.51e-05""","=""-4.12""",C,"=""150858.5079""","=""165912.7861""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""",5,3,,"=""T2734""","=""L7441""","=""010001.000012""","=""010001.000043""",
O,2,"=""664.1054""","=""""","=""664.1031""","=""""","=""24""","=""9.88e+06""","=""6.54e-02""","=""-0.884""",B+,"=""188888.543""","=""203942.288""","=""2s2.2p2.(3P).3s""","=""2P""","=""1/2""","=""2s2.2p2.(3P).3p""","=""2S*""","=""1/2""",2,2,,"=""T6172n""","=""L10621""","=""008002.000021""","=""008002.000024""",
Li,2,"=""""","=""""","=""664.48""","=""0.05""","=""""","=""1.3880e+07""","=""1.5306e-01""","=""-0.3380""",AAA,"=""[582836.5]""","=""[597881.65]""","=""1s.4p""","=""1P*""","=""1""","=""1s.6d""","=""1D""","=""2""",3,5,,"=""T8636c73""","=""""","=""003002.000031""","=""003002.000055""",
Li,2,"=""""","=""""","=""664.252""","=""0.010""","=""""","=""2.3329e+04""","=""2.5734e-04""","=""-3.11238""",AAA,"=""[582612.15]""","=""[597662.53]""","=""1s.4d""","=""3D""","=""1""","=""1s.6p""","=""3P*""","=""2""",3,5,,"=""T8636c73""","=""""","=""003002.000023""","=""003002.000050""",
Li,2,"=""""","=""""","=""664.269""","=""0.006""","=""""","=""3.4986e+05""","=""2.3157e-03""","=""-1.93636""",AAA,"=""[582612.54]""","=""[597662.53]""","=""1s.4d""","=""3D""","=""2""","=""1s.6p""","=""3P*""","=""2""",5,5,,"=""T8636c73""","=""""","=""003002.000024""","=""003002.000050""",
Li,2,"=""""","=""""","=""664.281""","=""0.010""","=""""","=""5.8322e+05""","=""3.8604e-03""","=""-1.93624""",AAA,"=""[582612.15]""","=""[597661.86]""","=""1s.4d""","=""3D""","=""1""","=""1s.6p""","=""3P*""","=""1""",3,3,,"=""T8636c73""","=""""","=""003002.000023""","=""003002.000049""",
Li,2,"=""""","=""""","=""664.298""","=""0.010""","=""""","=""2.3329e+06""","=""5.1475e-03""","=""-1.81129""",AAA,"=""[582612.15]""","=""[597661.48]""","=""1s.4d""","=""3D""","=""1""","=""1s.6p""","=""3P*""","=""0""",3,1,,"=""T8636c73""","=""""","=""003002.000023""","=""003002.000048""",
Li,2,"=""""","=""""","=""664.298""","=""0.006""","=""""","=""1.7493e+06""","=""6.9477e-03""","=""-1.45919""",AAA,"=""[582612.54]""","=""[597661.86]""","=""1s.4d""","=""3D""","=""2""","=""1s.6p""","=""3P*""","=""1""",5,3,,"=""T8636c73""","=""""","=""003002.000024""","=""003002.000049""",
Li,2,"=""""","=""""","=""664.298""","=""0.006""","=""""","=""1.9596e+06""","=""9.2654e-03""","=""-1.18804""",AAA,"=""[582613.20]""","=""[597662.53]""","=""1s.4d""","=""3D""","=""3""","=""1s.6p""","=""3P*""","=""2""",7,5,,"=""T8636c73""","=""""","=""003002.000025""","=""003002.000050""",
Li,2,"=""""","=""""","=""664.77""","=""0.05""","=""""","=""1.834e+03""","=""2.025e-05""","=""-4.217""",AA,"=""[582836.5]""","=""[597875.07]""","=""1s.4p""","=""1P*""","=""1""","=""1s.6d""","=""3D""","=""2""",3,5,,"=""T8636c73""","=""""","=""003002.000031""","=""003002.000053""",
N,1,"=""664.496""","=""""","=""664.4962""","=""""","=""235""","=""3.49e+06""","=""1.73e-02""","=""-0.858""",D+,"=""94881.820""","=""109926.661""","=""2s2.2p2.(3P).3p""","=""4D*""","=""7/2""","=""2s2.2p2.(3P).5s""","=""4P""","=""5/2""",8,6,,"=""u18,LS""","=""L3513""","=""007001.000030""","=""007001.000078""",
O,2,"=""664.6350""","=""""","=""664.6357""","=""""","=""4""","=""""","=""""","=""""",,"=""256143.187""","=""271184.87""","=""2s2.2p2.(3P).4f F""","=""2[4]*""","=""7/2""","=""2s2.2p2.(3P<1>).6g""","=""2[5]""","=""9/2""",8,10,,"=""""","=""L10621""","=""008002.000130""","=""008002.000216""",
N,1,"=""664.650""","=""""","=""664.6503""","=""""","=""185""","=""2.18e+06""","=""1.44e-02""","=""-1.539""",D+,"=""94770.880""","=""109812.233""","=""2s2.2p2.(3P).3p""","=""4D*""","=""1/2""","=""2s2.2p2.(3P).5s""","=""4P""","=""1/2""",2,2,,"=""u18,LS""","=""L3513""","=""007001.000027""","=""007001.000076""",
N,1,"=""""","=""""","=""664.8256""","=""""","=""""","=""1.37e+05""","=""9.08e-04""","=""-2.741""",D+,"=""97770.180""","=""112807.567""","=""2s2.2p2.(3P).3p""","=""2P*""","=""1/2""","=""2s2.2p2.(3P).5d""","=""2P""","=""1/2""",2,2,,"=""u18,LS""","=""""","=""007001.000037""","=""007001.000144""",
F,1,"=""665.0405""","=""0.0002""","=""665.040+""","=""""","=""400""","=""3.49e+05""","=""4.63e-03""","=""-2.03""",C+,"=""102840.38""","=""117872.92""","=""2s2.2p4.(3P).3s""","=""4P""","=""1/2""","=""2s2.2p4.(3P).3p""","=""2D*""","=""3/2""",2,4,,"=""T7043""","=""L7481""","=""009001.000005""","=""009001.000016""",
