element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),fik,log_gf,Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,ID_i,ID_k,
Be,2,"=""""","=""""","=""245.4963""","=""0.0007""","=""""","=""8.89e+06""","=""4.02e-03""","=""-1.79""",A,"=""96497.288""","=""[137218.78]""","=""1s2.3p""","=""2P*""","=""3/2""","=""1s2.7s""","=""2S""","=""1/2""",4,2,,"=""T5118LS""","=""""","=""004002.000006""","=""004002.000036""",
Ne,2,"=""245.5149""","=""0.0010""","=""245.5148""","=""0.0009""","=""40""","=""""","=""""","=""""",,"=""281332.521""","=""322050.93""","=""2s2.2p4.(3P).3d""","=""2P""","=""1/2""","=""2s2.2p4.(3P<1>).7f""","=""2[2]*""","=""3/2""",2,4,,"=""""","=""L1406""","=""010002.000046""","=""010002.000280""",
Ne,2,"=""245.5796""","=""0.0010""","=""245.5796""","=""0.0006""","=""12""","=""""","=""""","=""""",,"=""280700.7426""","=""321408.42""","=""2s2.2p4.(3P).3d""","=""4F""","=""7/2""","=""2s2.2p4.(3P<2>).7f""","=""2[3]*""","=""7/2""",8,8,,"=""""","=""L1406""","=""010002.000039""","=""010002.000264""",
Ne,2,"=""245.5987""","=""0.0010""","=""245.59882""","=""0.00012""","=""40""","=""""","=""""","=""""",,"=""280700.7426""","=""321405.23""","=""2s2.2p4.(3P).3d""","=""4F""","=""7/2""","=""2s2.2p4.(3P<2>).7f""","=""2[4]*""","=""9/2""",8,10,,"=""""","=""L1406""","=""010002.000039""","=""010002.000262""",
Ne,2,"=""245.8348""","=""0.0010""","=""245.8345""","=""0.0006""","=""80""","=""""","=""""","=""""",,"=""280768.508""","=""321433.97""","=""2s2.2p4.(3P).3d""","=""4P""","=""1/2""","=""2s2.2p4.(3P<2>).7f""","=""2[1]*""","=""3/2""",2,4,,"=""""","=""L1406""","=""010002.000040""","=""010002.000278""",
Ne,2,"=""245.894""","=""0.002""","=""245.89211""","=""0.00004""","=""14""","=""""","=""""","=""""",,"=""277344.2675""","=""318000.208""","=""2s2.2p4.(1D).3p""","=""2D*""","=""5/2""","=""2s2.2p4.(3P).6d""","=""2D""","=""5/2""",6,6,,"=""""","=""L11529c153""","=""010002.000030""","=""010002.000211""",
B,2,"=""245.9690""","=""0.0010""","=""245.9657""","=""0.0010""","=""480*""","=""4.0e+07""","=""1.1e-01""","=""-0.96""",C,"=""143989.95""","=""184633.72""","=""1s2.2s.3p""","=""3P*""","=""0""","=""1s2.2s.5d""","=""3D""","=""1""",1,3,,"=""u27,LS""","=""L12120""","=""005002.000013""","=""005002.000046""",
B,2,"=""245.9690""","=""0.0010""","=""245.9694""","=""0.0010""","=""480*""","=""5.39e+07""","=""8.15e-02""","=""-0.612""",B,"=""143990.56""","=""184633.72""","=""1s2.2s.3p""","=""3P*""","=""1""","=""1s2.2s.5d""","=""3D""","=""2""",3,5,,"=""u27,LS""","=""L12120""","=""005002.000014""","=""005002.000044""",
B,2,"=""""","=""""","=""245.9694""","=""0.0018""","=""""","=""3.0e+07""","=""2.7e-02""","=""-1.09""",C,"=""143990.56""","=""184633.72""","=""1s2.2s.3p""","=""3P*""","=""1""","=""1s2.2s.5d""","=""3D""","=""1""",3,3,,"=""u27,LS""","=""""","=""005002.000014""","=""005002.000046""",
B,2,"=""245.9895""","=""0.0010""","=""245.9909""","=""0.0010""","=""480""","=""7.19e+07""","=""9.13e-02""","=""-0.340""",B,"=""143994.11""","=""184633.72""","=""1s2.2s.3p""","=""3P*""","=""2""","=""1s2.2s.5d""","=""3D""","=""3""",5,7,,"=""u27,LS""","=""L12120""","=""005002.000015""","=""005002.000045""",
B,2,"=""""","=""""","=""245.9909""","=""0.0013""","=""""","=""1.8e+07""","=""1.6e-02""","=""-1.09""",C,"=""143994.11""","=""184633.72""","=""1s2.2s.3p""","=""3P*""","=""2""","=""1s2.2s.5d""","=""3D""","=""2""",5,5,,"=""u27,LS""","=""""","=""005002.000015""","=""005002.000044""",
B,2,"=""""","=""""","=""245.9909""","=""0.0018""","=""""","=""1.99e+06""","=""1.09e-03""","=""-2.265""",C,"=""143994.11""","=""184633.72""","=""1s2.2s.3p""","=""3P*""","=""2""","=""1s2.2s.5d""","=""3D""","=""1""",5,3,,"=""u27,LS""","=""""","=""005002.000015""","=""005002.000046""",
Li,1,"=""246.02""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1560""","=""""","=""""",
Ne,2,"=""246.1241""","=""0.0010""","=""246.1243""","=""0.0005""","=""100""","=""""","=""""","=""""",,"=""281720.2755""","=""322337.87""","=""2s2.2p4.(3P).3d""","=""2P""","=""3/2""","=""2s2.2p4.(3P<0>).7f""","=""2[3]*""","=""5/2""",4,6,,"=""""","=""L1406""","=""010002.000047""","=""010002.000293""",
N,2,"=""246.127""","=""""","=""246.1270""","=""""","=""160""","=""4.11e+07""","=""2.24e-02""","=""-0.951""",B,"=""174212.03""","=""214829.18""","=""2s2.2p.3p""","=""1D""","=""2""","=""2s2.2p.5s""","=""1P*""","=""1""",5,3,,"=""T5520""","=""L3513""","=""007002.000042""","=""007002.000103""",
Ne,2,"=""246.9192""","=""0.0010""","=""246.9189""","=""0.0006""","=""12""","=""""","=""""","=""""",,"=""280947.0768""","=""321433.97""","=""2s2.2p4.(3P).3d""","=""4F""","=""3/2""","=""2s2.2p4.(3P<2>).7f""","=""2[1]*""","=""3/2""",4,4,,"=""""","=""L1406""","=""010002.000042""","=""010002.000278""",
Ne,2,"=""247.0002""","=""0.0010""","=""247.0001""","=""0.0004""","=""40""","=""""","=""""","=""""",,"=""280947.0768""","=""321420.66""","=""2s2.2p4.(3P).3d""","=""4F""","=""3/2""","=""2s2.2p4.(3P<2>).7f""","=""2[2]*""","=""5/2""",4,6,,"=""""","=""L1406""","=""010002.000042""","=""010002.000267""",
O,2,"=""""","=""""","=""247.0219""","=""""","=""""","=""3.72e-07""","=""1.70e-16""","=""-15.167""",D,"=""0.00""","=""40470.00""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p3""","=""2P*""","=""1/2""",4,2,E2,"=""T5047,T4644""","=""""","=""008002.000001""","=""008002.000012""",
O,2,"=""""","=""""","=""247.0219""","=""""","=""""","=""2.12e-02""","=""9.70e-12""","=""-10.411""",C+,"=""0.00""","=""40470.00""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p3""","=""2P*""","=""1/2""",4,2,M1,"=""T5047,T4644""","=""L11267""","=""008002.000001""","=""008002.000012""",
O,2,"=""""","=""""","=""247.0341""","=""""","=""""","=""5.22e-02""","=""4.78e-11""","=""-9.719""",C+,"=""0.00""","=""40468.01""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p3""","=""2P*""","=""3/2""",4,4,M1,"=""T5047,T4644""","=""L11267""","=""008002.000001""","=""008002.000011""",
O,2,"=""""","=""""","=""247.0341""","=""""","=""""","=""2.43e-07""","=""2.22e-16""","=""-15.051""",C+,"=""0.00""","=""40468.01""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p3""","=""2P*""","=""3/2""",4,4,E2,"=""T5047,T4644""","=""""","=""008002.000001""","=""008002.000011""",
Li,1,"=""247.506""","=""""","=""247.5061""","=""0.0009""","=""10*""","=""5.734e+05""","=""1.054e-03""","=""-2.6762""",AA,"=""0.00""","=""40390.84""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.6p""","=""2P*""","=""3/2""",2,4,,"=""T6835""","=""L7397""","=""003001.000001""","=""003001.000025""",
Li,1,"=""247.506""","=""""","=""247.5061""","=""0.0009""","=""10*""","=""5.734e+05""","=""5.269e-04""","=""-2.9772""",AA,"=""0.00""","=""40390.84""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.6p""","=""2P*""","=""1/2""",2,2,,"=""T6835""","=""L7397""","=""003001.000001""","=""003001.000024""",
Ne,2,"=""247.7544""","=""0.0010""","=""247.7546""","=""0.0004""","=""80""","=""""","=""""","=""""",,"=""281720.2755""","=""322070.60""","=""2s2.2p4.(3P).3d""","=""2P""","=""3/2""","=""2s2.2p4.(3P<1>).7f""","=""2[3]*""","=""5/2""",4,6,,"=""""","=""L1406""","=""010002.000047""","=""010002.000289""",
Ne,2,"=""247.8239""","=""0.0010""","=""247.8237""","=""0.0003""","=""22""","=""""","=""""","=""""",,"=""281998.2635""","=""322337.35""","=""2s2.2p4.(3P).4s""","=""4P""","=""5/2""","=""2s2.2p4.(3P<0>).7f""","=""2[3]*""","=""7/2""",6,8,,"=""""","=""L1406""","=""010002.000048""","=""010002.000292""",
C,1,"=""247.85612""","=""0.00010""","=""247.856140""","=""0.000019""","=""640000000""","=""2.8e+07""","=""7.7e-02""","=""-1.11""",C+,"=""21648.030""","=""61981.83211""","=""2s2.2p2""","=""1S""","=""0""","=""2s2.2p.3s""","=""1P*""","=""1""",1,3,,"=""T7851""","=""L20057c182""","=""006001.000009""","=""006001.000014""",
Ne,2,"=""247.8726""","=""0.0010""","=""247.8725""","=""0.0004""","=""12""","=""""","=""""","=""""",,"=""281720.2755""","=""322051.41""","=""2s2.2p4.(3P).3d""","=""2P""","=""3/2""","=""2s2.2p4.(3P<1>).7f""","=""2[2]*""","=""5/2""",4,6,,"=""""","=""L1406""","=""010002.000047""","=""010002.000281""",
Be,1,"=""248.1319""","=""0.002""","=""248.1273""","=""0.0013""","=""9bl*""","=""""","=""""","=""""",,"=""59693.60""","=""99983.33""","=""1s2.2p2""","=""3P""","=""0""","=""1s2.2p.4d""","=""3D*""","=""1""",1,3,,"=""""","=""L2771""","=""004001.000012""","=""004001.000131""",
Be,1,"=""248.1319""","=""0.002""","=""248.1319""","=""0.0012""","=""9bl*""","=""""","=""""","=""""",,"=""59694.99""","=""99983.97""","=""1s2.2p2""","=""3P""","=""1""","=""1s2.2p.4d""","=""3D*""","=""2""",3,5,,"=""""","=""L2771""","=""004001.000013""","=""004001.000132""",
Be,1,"=""248.1319""","=""0.002""","=""248.1360""","=""0.0012""","=""9bl*""","=""""","=""""","=""""",,"=""59696.98""","=""99985.29""","=""1s2.2p2""","=""3P""","=""2""","=""1s2.2p.4d""","=""3D*""","=""3""",5,7,,"=""""","=""L2771""","=""004001.000014""","=""004001.000133""",
N,2,"=""""","=""""","=""248.8123""","=""""","=""""","=""3.33e+06""","=""9.28e-03""","=""-2.033""",C+,"=""170572.61""","=""210751.43""","=""2s2.2p.3p""","=""3P""","=""0""","=""2s2.2p.4d""","=""3P*""","=""1""",1,3,,"=""T5520LS""","=""""","=""007002.000039""","=""007002.000081""",
N,2,"=""""","=""""","=""248.8758""","=""""","=""""","=""9.97e+06""","=""3.09e-03""","=""-2.033""",C+,"=""170607.89""","=""210776.45""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.4d""","=""3P*""","=""0""",3,1,,"=""T5520LS""","=""""","=""007002.000040""","=""007002.000082""",
N,2,"=""""","=""""","=""249.0245""","=""""","=""""","=""2.61e+07""","=""8.09e-03""","=""-1.615""",C,"=""166765.66""","=""206910.24""","=""2s.2p3""","=""1P*""","=""1""","=""2s2.2p.4p""","=""1S""","=""0""",3,1,,"=""T6385""","=""""","=""007002.000037""","=""007002.000072""",
N,2,"=""""","=""""","=""249.0309""","=""""","=""""","=""2.49e+06""","=""2.32e-03""","=""-2.158""",C+,"=""170607.89""","=""210751.43""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.4d""","=""3P*""","=""1""",3,3,,"=""T5520LS""","=""""","=""007002.000040""","=""007002.000081""",
C,2,"=""249.087""","=""0.006""","=""249.087""","=""0.011""","=""39wh*""","=""""","=""""","=""""",,"=""196563.41""","=""236697.9""","=""2s.2p.(3P*).3d""","=""4D*""","=""3/2""","=""2s.2p.(3P*).6f""","=""4F""","=""5/2""",4,6,,"=""""","=""L1176""","=""006002.000083""","=""006002.000197""",
C,2,"=""249.087""","=""0.006""","=""249.087""","=""0.009""","=""39wh*""","=""6.9e+06""","=""8.6e-03""","=""-1.29""",C,"=""196571.82""","=""236706.3""","=""2s.2p.(3P*).3d""","=""4D*""","=""5/2""","=""2s.2p.(3P*).6f""","=""2F""","=""7/2""",6,8,,"=""T10528""","=""L1176""","=""006002.000084""","=""006002.000199""",
C,2,"=""249.087""","=""0.006""","=""249.087""","=""0.014""","=""39wh*""","=""2.8e+07""","=""5.2e-02""","=""-0.98""",C,"=""196557.95""","=""236692.5""","=""2s.2p.(3P*).3d""","=""4D*""","=""1/2""","=""2s.2p.(3P*).6f""","=""4F""","=""3/2""",2,4,,"=""T10528""","=""L1176""","=""006002.000082""","=""006002.000195""",
C,2,"=""""","=""""","=""249.11""","=""0.03""","=""""","=""2.5e+07""","=""3.1e-02""","=""-0.74""",C,"=""196571.82""","=""236703""","=""2s.2p.(3P*).3d""","=""4D*""","=""5/2""","=""2s.2p.(3P*).6f""","=""4F""","=""7/2""",6,8,,"=""T10528""","=""""","=""006002.000084""","=""006002.000198""",
C,2,"=""""","=""""","=""249.121""","=""0.014""","=""""","=""9.e+06""","=""3.8e+07""","=""-1.5""",E,"=""196563.41""","=""236692.5""","=""2s.2p.(3P*).3d""","=""4D*""","=""3/2""","=""2s.2p.(3P*).6f""","=""4F""","=""3/2""",4,4,,"=""T10528""","=""""","=""006002.000083""","=""006002.000195""",
C,2,"=""249.137""","=""0.004""","=""249.1405""","=""0.0008""","=""39wh""","=""3.5e+07""","=""4.1e-02""","=""-0.48""",C,"=""196581.94""","=""236707.83""","=""2s.2p.(3P*).3d""","=""4D*""","=""7/2""","=""2s.2p.(3P*).6f""","=""4F""","=""9/2""",8,10,,"=""T10528""","=""L1176""","=""006002.000085""","=""006002.000200""",
C,2,"=""""","=""""","=""249.150""","=""0.009""","=""""","=""1.3e+06""","=""1.0e+07""","=""-2.0""",E,"=""196581.94""","=""236706.3""","=""2s.2p.(3P*).3d""","=""4D*""","=""7/2""","=""2s.2p.(3P*).6f""","=""2F""","=""7/2""",8,8,,"=""T10528""","=""""","=""006002.000085""","=""006002.000199""",
C,2,"=""""","=""""","=""249.17""","=""0.03""","=""""","=""1.9e+06""","=""1.5e+07""","=""-1.9""",E,"=""196581.94""","=""236703""","=""2s.2p.(3P*).3d""","=""4D*""","=""7/2""","=""2s.2p.(3P*).6f""","=""4F""","=""7/2""",8,8,,"=""T10528""","=""""","=""006002.000085""","=""006002.000198""",
C,2,"=""""","=""""","=""249.173""","=""0.014""","=""""","=""4.8e+05""","=""3.0e-04""","=""-2.7""",E,"=""196571.82""","=""236692.5""","=""2s.2p.(3P*).3d""","=""4D*""","=""5/2""","=""2s.2p.(3P*).6f""","=""4F""","=""3/2""",6,4,,"=""T10528""","=""""","=""006002.000084""","=""006002.000195""",
N,2,"=""""","=""""","=""249.3177""","=""""","=""""","=""2.48e+06""","=""3.85e-03""","=""-1.937""",C+,"=""170607.89""","=""210705.26""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.4d""","=""3P*""","=""2""",3,5,,"=""T5520LS""","=""""","=""007002.000040""","=""007002.000080""",
N,2,"=""""","=""""","=""249.3934""","=""""","=""""","=""4.13e+06""","=""2.31e-03""","=""-1.937""",C+,"=""170666.23""","=""210751.43""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.4d""","=""3P*""","=""1""",5,3,,"=""T5520LS""","=""""","=""007002.000041""","=""007002.000081""",
Be,1,"=""249.4543""","=""0.0010""","=""249.4542""","=""0.0004""","=""13""","=""1.07e+08""","=""2.99e-01""","=""-0.524""",A,"=""21978.31""","=""62053.7385""","=""1s2.2s.2p""","=""3P*""","=""0""","=""1s2.2s.3d""","=""3D""","=""1""",1,3,,"=""T7096c74""","=""L4743""","=""004001.000002""","=""004001.000016""",
Be,1,"=""249.4583""","=""0.0010""","=""249.4580""","=""0.0003""","=""17*""","=""1.44e+08""","=""2.25e-01""","=""-0.171""",A,"=""21978.925""","=""62053.742""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2s.3d""","=""3D""","=""2""",3,5,,"=""T7096c74""","=""L5964""","=""004001.000003""","=""004001.000017""",
Be,1,"=""249.4583""","=""0.0010""","=""249.4581""","=""0.0003""","=""17*""","=""8.04e+07""","=""7.51e-02""","=""-0.647""",A,"=""21978.925""","=""62053.7385""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2s.3d""","=""3D""","=""1""",3,3,,"=""T7096c74""","=""L5964""","=""004001.000003""","=""004001.000016""",
Be,1,"=""249.4728""","=""0.0010""","=""249.4726""","=""0.0004""","=""20*""","=""4.82e+07""","=""4.50e-02""","=""-0.647""",A,"=""21981.26""","=""62053.742""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.3d""","=""3D""","=""2""",5,5,,"=""T7096c74""","=""L5964""","=""004001.000004""","=""004001.000017""",
Be,1,"=""249.4728""","=""0.0010""","=""249.4726""","=""0.0004""","=""20*""","=""1.92e+08""","=""2.51e-01""","=""0.10""",A,"=""21981.26""","=""62053.742""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.3d""","=""3D""","=""3""",5,7,,"=""T7096c74""","=""L5964""","=""004001.000004""","=""004001.000018""",
Be,1,"=""249.4728""","=""0.0010""","=""249.4726""","=""0.0004""","=""20*""","=""5.35e+06""","=""2.99e-03""","=""-1.82""",A,"=""21981.26""","=""62053.7385""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.3d""","=""3D""","=""1""",5,3,,"=""T7096c74""","=""L5964""","=""004001.000004""","=""004001.000016""",
B,1,"=""249.67687""","=""0.00003""","=""249.676894""","=""0.000015""","=""110""","=""8.40e+07""","=""7.85e-02""","=""-0.80""",A,"=""0.0000""","=""40039.6907""","=""2s2.2p""","=""2P*""","=""1/2""","=""2s2.3s""","=""2S""","=""1/2""",2,2,,"=""T7194""","=""L11406""","=""005001.000001""","=""005001.000006""",
N,2,"=""249.683""","=""""","=""249.6810""","=""""","=""110""","=""7.41e+06""","=""6.93e-03""","=""-1.460""",C+,"=""170666.23""","=""210705.26""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.4d""","=""3P*""","=""2""",5,5,,"=""T5520LS""","=""L3513""","=""007002.000041""","=""007002.000080""",
N,2,"=""249.697""","=""""","=""""","=""""","=""70""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3513""","=""""","=""""",
B,1,"=""249.77224""","=""0.00003""","=""249.772263""","=""0.000017""","=""210""","=""1.68e+08""","=""7.84e-02""","=""-0.503""",A,"=""15.287""","=""40039.6907""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s2.3s""","=""2S""","=""1/2""",4,2,,"=""T7194""","=""L11406""","=""005001.000002""","=""005001.000006""",
Li,2,"=""""","=""""","=""250.6907""","=""0.0009""","=""""","=""3.513e+05""","=""3.312e-04""","=""-2.6348""",AA,"=""[561242.90]""","=""[601120.68]""","=""1s.3d""","=""3D""","=""3""","=""1s.7f""","=""1F*""","=""3""",7,7,,"=""T8636c73""","=""""","=""003002.000014""","=""003002.000070""",
Li,2,"=""250.694""","=""""","=""250.6868""","=""0.0009""","=""*""","=""2.559e+06""","=""3.377e-03""","=""-1.7725""",AA,"=""[561242.28]""","=""[601120.68]""","=""1s.3d""","=""3D""","=""2""","=""1s.7f""","=""1F*""","=""3""",5,7,,"=""T8636c73""","=""L3501""","=""003002.000013""","=""003002.000070""",
Li,2,"=""250.694""","=""""","=""250.6940""","=""0.0014""","=""*""","=""3.0283e+06""","=""2.8550e-03""","=""-1.8454""",AAA,"=""[561242.28]""","=""[601119.54]""","=""1s.3d""","=""3D""","=""2""","=""1s.7f""","=""3F*""","=""2""",5,5,,"=""T8636c73""","=""L3501""","=""003002.000013""","=""003002.000067""",
Li,2,"=""250.694""","=""""","=""250.6940""","=""0.0014""","=""*""","=""1.4753e+07""","=""1.9472e-02""","=""-1.01161""",AAA,"=""[561242.28]""","=""[601119.54]""","=""1s.3d""","=""3D""","=""2""","=""1s.7f""","=""3F*""","=""3""",5,7,,"=""T8636c73""","=""L3501""","=""003002.000013""","=""003002.000068""",
Li,2,"=""250.694""","=""""","=""250.6979""","=""0.0014""","=""*""","=""1.8126e+06""","=""1.7089e-03""","=""-1.92218""",AAA,"=""[561242.90]""","=""[601119.54]""","=""1s.3d""","=""3D""","=""3""","=""1s.7f""","=""3F*""","=""3""",7,7,,"=""T8636c73""","=""L3501""","=""003002.000014""","=""003002.000068""",
Li,2,"=""250.694""","=""""","=""250.6979""","=""0.0014""","=""*""","=""1.9476e+07""","=""2.3608e-02""","=""-0.7818""",AAA,"=""[561242.90]""","=""[601119.54]""","=""1s.3d""","=""3D""","=""3""","=""1s.7f""","=""3F*""","=""4""",7,9,,"=""T8636c73""","=""L3501""","=""003002.000014""","=""003002.000069""",
Li,2,"=""250.694""","=""""","=""250.7012""","=""0.0018""","=""*""","=""1.6359e+07""","=""2.5706e-02""","=""-1.11284""",AAA,"=""[561243.43]""","=""[601119.54]""","=""1s.3d""","=""3D""","=""1""","=""1s.7f""","=""3F*""","=""2""",3,5,,"=""T8636c73""","=""L3501""","=""003002.000015""","=""003002.000067""",
Li,2,"=""""","=""""","=""250.6979""","=""0.0014""","=""""","=""8.6554e+04""","=""5.8288e-05""","=""-3.38932""",AAA,"=""[561242.90]""","=""[601119.54]""","=""1s.3d""","=""3D""","=""3""","=""1s.7f""","=""3F*""","=""2""",7,5,,"=""T8636c73""","=""""","=""003002.000014""","=""003002.000067""",
Be,2,"=""250.7429""","=""0.002""","=""250.7413""","=""0.0020""","=""210*""","=""1.81e+07""","=""2.57e-02""","=""-0.988""",AA,"=""98054.57""","=""137924.31""","=""1s2.3d""","=""2D""","=""3/2""","=""1s2.7f""","=""2F*""","=""5/2""",4,6,,"=""T7409LS""","=""L12158""","=""004002.000007""","=""004002.000041""",
Be,2,"=""250.7429""","=""0.002""","=""250.7446""","=""0.0020""","=""210*""","=""1.30e+06""","=""1.22e-03""","=""-2.134""",AA,"=""98055.10""","=""137924.31""","=""1s2.3d""","=""2D""","=""5/2""","=""1s2.7f""","=""2F*""","=""5/2""",6,6,,"=""T7409LS""","=""L12158""","=""004002.000008""","=""004002.000041""",
Be,2,"=""250.7429""","=""0.002""","=""250.7446""","=""0.0020""","=""210*""","=""1.94e+07""","=""2.44e-02""","=""-0.83""",AA,"=""98055.10""","=""137924.31""","=""1s2.3d""","=""2D""","=""5/2""","=""1s2.7f""","=""2F*""","=""7/2""",6,8,,"=""T7409LS""","=""L12158""","=""004002.000008""","=""004002.000042""",
Li,2,"=""250.878""","=""""","=""250.8785""","=""0.0009""","=""*""","=""1.6484e+07""","=""2.1789e-02""","=""-0.96279""",AAA,"=""[561272.75]""","=""[601120.68]""","=""1s.3d""","=""1D""","=""2""","=""1s.7f""","=""1F*""","=""3""",5,7,,"=""T8636c73""","=""L3501""","=""003002.000016""","=""003002.000070""",
Li,2,"=""250.878""","=""""","=""250.8857""","=""0.0014""","=""*""","=""2.893e+06""","=""3.825e-03""","=""-1.7184""",AA,"=""[561272.75]""","=""[601119.54]""","=""1s.3d""","=""1D""","=""2""","=""1s.7f""","=""3F*""","=""3""",5,7,,"=""T8636c73""","=""L3501""","=""003002.000016""","=""003002.000068""",
Li,2,"=""""","=""""","=""250.8857""","=""0.0014""","=""""","=""1.089e+03""","=""1.028e-06""","=""-5.2891""",AA,"=""[561272.75]""","=""[601119.54]""","=""1s.3d""","=""1D""","=""2""","=""1s.7f""","=""3F*""","=""2""",5,5,,"=""T8636c73""","=""""","=""003002.000016""","=""003002.000067""",
C,2,"=""250.9121""","=""0.0007""","=""250.9126""","=""0.0004""","=""670""","=""4.71e+07""","=""8.90e-02""","=""-0.750""",A,"=""110624.18""","=""150466.70""","=""2s.2p2""","=""2P""","=""1/2""","=""2p3""","=""2D*""","=""3/2""",2,4,,"=""T7194""","=""L1176""","=""006002.000009""","=""006002.000018""",
C,2,"=""251.1734""","=""0.0007""","=""251.1736""","=""0.0003""","=""250""","=""9.26e+06""","=""8.77e-03""","=""-1.455""",A,"=""110665.59""","=""150466.70""","=""2s.2p2""","=""2P""","=""3/2""","=""2p3""","=""2D*""","=""3/2""",4,4,,"=""T7194""","=""L1176""","=""006002.000010""","=""006002.000018""",
C,2,"=""251.2065""","=""0.0007""","=""251.2060""","=""0.0004""","=""1000""","=""5.62e+07""","=""7.98e-02""","=""-0.496""",A,"=""110665.59""","=""150461.58""","=""2s.2p2""","=""2P""","=""3/2""","=""2p3""","=""2D*""","=""5/2""",4,6,,"=""T7194""","=""L1176""","=""006002.000010""","=""006002.000017""",
Ne,2,"=""251.3643""","=""0.0010""","=""251.364220""","=""0.000019""","=""120""","=""""","=""""","=""""",,"=""279324.8733""","=""319095.8089""","=""2s2.2p4.(3P).3d""","=""4D""","=""3/2""","=""2s2.2p4.(3P<0>).6f""","=""2[3]*""","=""5/2""",4,6,,"=""""","=""L1406""","=""010002.000033""","=""010002.000258""",
Li,2,"=""""","=""""","=""250.57""","=""0.19""","=""""","=""6.2235e+05""","=""3.5476e-04""","=""-2.75110""",AAA,"=""[561272.75]""","=""[601169]""","=""1s.3d""","=""1D""","=""2""","=""1s.7p""","=""1P*""","=""1""",5,3,,"=""T8636c73""","=""""","=""003002.000016""","=""003002.000062""",
O,2,"=""251.7974""","=""""","=""251.7964""","=""""","=""12""","=""7.72e+06""","=""1.10e-02""","=""-1.356""",D,"=""211522.117""","=""251224.79""","=""2s2.2p2.(3P).3p""","=""2D*""","=""3/2""","=""2s2.2p2.(1D).3d""","=""2F""","=""5/2""",4,6,,"=""T5723LS""","=""L10621""","=""008002.000034""","=""008002.000085""",
Li,1,"=""251.8""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1614""","=""""","=""""",
Ne,2,"=""251.8106""","=""0.0010""","=""251.8109""","=""0.0004""","=""40""","=""""","=""""","=""""",,"=""281720.2755""","=""321420.66""","=""2s2.2p4.(3P).3d""","=""2P""","=""3/2""","=""2s2.2p4.(3P<2>).7f""","=""2[2]*""","=""5/2""",4,6,,"=""""","=""L1406""","=""010002.000047""","=""010002.000267""",
Ne,2,"=""251.8316""","=""0.0010""","=""251.831472""","=""0.000019""","=""22""","=""""","=""""","=""""",,"=""279137.6053""","=""318834.7543""","=""2s2.2p4.(3P).3d""","=""4D""","=""7/2""","=""2s2.2p4.(3P<1>).6f""","=""2[3]*""","=""7/2""",8,8,,"=""""","=""L1406""","=""010002.000031""","=""010002.000250""",
Ne,2,"=""251.8877""","=""0.0010""","=""251.8875""","=""0.0004""","=""12""","=""""","=""""","=""""",,"=""281720.2755""","=""321408.60""","=""2s2.2p4.(3P).3d""","=""2P""","=""3/2""","=""2s2.2p4.(3P<2>).7f""","=""2[3]*""","=""5/2""",4,6,,"=""""","=""L1406""","=""010002.000047""","=""010002.000265""",
B,2,"=""251.9257""","=""0.0010""","=""251.9263""","=""0.0010""","=""53*""","=""1.5e+07""","=""2.4e-02""","=""-1.14""",C,"=""150649.68""","=""190331.88""","=""1s2.2s.3d""","=""3D""","=""1""","=""1s2.2s.6f""","=""3F*""","=""2""",3,5,,"=""u27,LS""","=""L12120""","=""005002.000018""","=""005002.000064""",
