espectro,Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Leading percentages,Level ID,Reference,Lande
N I,"=""2s.2p3.(5S*).14p""","=""4P""","=""3/2""",4.0,"=""""","=""20.2589""","=""""","=""""",,"=""007001.000380""","=""""",
N I,"=""2s.2p3.(5S*).14p""","=""4P""","=""5/2""",6.0,"=""""","=""20.2589""","=""""","=""""",,"=""007001.000381""","=""""",
N II,"=""2s2.2p2""","=""3P""","=""0""",1.0,"=""""","=""0.00000""","=""""","=""0""",,"=""007002.000001""","=""L7288""",
N II,"=""2s2.2p2""","=""3P""","=""1""",3.0,"=""""","=""0.00604""","=""""","=""""",,"=""007002.000016""","=""""",
N II,"=""2s2.2p2""","=""3P""","=""2""",5.0,"=""""","=""0.01622""","=""""","=""""",,"=""007002.000017""","=""""",
N II,"=""2s2.2p2""","=""1D""","=""2""",5.0,"=""""","=""1.89897""","=""""","=""""",,"=""007002.000018""","=""""",
N II,"=""2s2.2p2""","=""1S""","=""0""",1.0,"=""""","=""4.05289""","=""""","=""""",,"=""007002.000019""","=""""",
N II,"=""2s.2p3""","=""5S*""","=""2""",5.0,"=""""","=""5.80055""","=""""","=""""",,"=""007002.000020""","=""""",
N II,"=""2s.2p3""","=""3D*""","=""3""",7.0,"=""""","=""11.43596""","=""""","=""""",,"=""007002.000021""","=""""",
N II,"=""2s.2p3""","=""3D*""","=""2""",5.0,"=""""","=""11.43758""","=""""","=""""",,"=""007002.000022""","=""""",
N II,"=""2s.2p3""","=""3D*""","=""1""",3.0,"=""""","=""11.43777""","=""""","=""""",,"=""007002.000023""","=""""",
N II,"=""2s.2p3""","=""3P*""","=""1""",3.0,"=""""","=""13.54113""","=""""","=""""",,"=""007002.000024""","=""""",
N II,"=""2s.2p3""","=""3P*""","=""2""",5.0,"=""""","=""13.54126""","=""""","=""""",,"=""007002.000025""","=""""",
N II,"=""2s.2p3""","=""3P*""","=""0""",1.0,"=""""","=""13.54199""","=""""","=""""",,"=""007002.000026""","=""""",
N II,"=""2s.2p3""","=""1D*""","=""2""",5.0,"=""""","=""17.877026""","=""""","=""""",,"=""007002.000027""","=""""",
N II,"=""2s2.2p.3s""","=""3P*""","=""0""",1.0,"=""""","=""18.462312""","=""""","=""""",,"=""007002.000028""","=""""",
N II,"=""2s2.2p.3s""","=""3P*""","=""1""",3.0,"=""""","=""18.466228""","=""""","=""""",,"=""007002.000029""","=""""",
N II,"=""2s2.2p.3s""","=""3P*""","=""2""",5.0,"=""""","=""18.483133""","=""""","=""""",,"=""007002.000030""","=""""",
N II,"=""2s2.2p.3s""","=""1P*""","=""1""",3.0,"=""""","=""18.496930""","=""""","=""""",,"=""007002.000031""","=""""",
N II,"=""2s.2p3""","=""3S*""","=""1""",3.0,"=""""","=""19.233263""","=""""","=""""",,"=""007002.000032""","=""""",
N II,"=""2s2.2p.3p""","=""1P""","=""1""",3.0,"=""""","=""20.409133""","=""""","=""""",,"=""007002.000033""","=""""",
N II,"=""2s2.2p.3p""","=""3D""","=""1""",3.0,"=""""","=""20.646058""","=""""","=""""",,"=""007002.000034""","=""""",
N II,"=""2s2.2p.3p""","=""3D""","=""2""",5.0,"=""""","=""20.653592""","=""""","=""""",,"=""007002.000035""","=""""",
N II,"=""2s2.2p.3p""","=""3D""","=""3""",7.0,"=""""","=""20.665518""","=""""","=""""",,"=""007002.000036""","=""""",
N II,"=""2s.2p3""","=""1P*""","=""1""",3.0,"=""""","=""20.676307""","=""""","=""""",,"=""007002.000037""","=""""",
N II,"=""2s2.2p.3p""","=""3S""","=""1""",3.0,"=""""","=""20.939965""","=""""","=""""",,"=""007002.000038""","=""""",
N II,"=""2s2.2p.3p""","=""3P""","=""0""",1.0,"=""""","=""21.148308""","=""""","=""""",,"=""007002.000039""","=""""",
N II,"=""2s2.2p.3p""","=""3P""","=""1""",3.0,"=""""","=""21.152682""","=""""","=""""",,"=""007002.000040""","=""""",
N II,"=""2s2.2p.3p""","=""3P""","=""2""",5.0,"=""""","=""21.159916""","=""""","=""""",,"=""007002.000041""","=""""",
N II,"=""2s2.2p.3p""","=""1D""","=""2""",5.0,"=""""","=""21.599539""","=""""","=""""",,"=""007002.000042""","=""""",
N II,"=""2s2.2p.3p""","=""1S""","=""0""",1.0,"=""""","=""22.103082""","=""""","=""""",,"=""007002.000043""","=""""",
N II,"=""2s2.2p.3d""","=""3F*""","=""2""",5.0,"=""""","=""23.124489""","=""""","=""""",,"=""007002.000044""","=""""",
N II,"=""2s2.2p.3d""","=""3F*""","=""3""",7.0,"=""""","=""23.131853""","=""""","=""""",,"=""007002.000045""","=""""",
N II,"=""2s2.2p.3d""","=""3F*""","=""4""",9.0,"=""""","=""23.141959""","=""""","=""""",,"=""007002.000046""","=""""",
N II,"=""2s2.2p.3d""","=""1D*""","=""2""",5.0,"=""""","=""23.196374""","=""""","=""""",,"=""007002.000047""","=""""",
N II,"=""2s2.2p.3d""","=""3D*""","=""1""",3.0,"=""""","=""23.239296""","=""""","=""""",,"=""007002.000048""","=""""",
N II,"=""2s2.2p.3d""","=""3D*""","=""2""",5.0,"=""""","=""23.242271""","=""""","=""""",,"=""007002.000049""","=""""",
N II,"=""2s2.2p.3d""","=""3D*""","=""3""",7.0,"=""""","=""23.246033""","=""""","=""""",,"=""007002.000050""","=""""",
N II,"=""2s2.2p.3d""","=""3P*""","=""2""",5.0,"=""""","=""23.415330""","=""""","=""""",,"=""007002.000051""","=""""",
N II,"=""2s2.2p.3d""","=""3P*""","=""1""",3.0,"=""""","=""23.421752""","=""""","=""""",,"=""007002.000052""","=""""",
N II,"=""2s2.2p.3d""","=""3P*""","=""0""",1.0,"=""""","=""23.425232""","=""""","=""""",,"=""007002.000053""","=""""",
N II,"=""2s2.2p.3d""","=""1F*""","=""3""",7.0,"=""""","=""23.474568""","=""""","=""""",,"=""007002.000054""","=""""",
N II,"=""2s2.2p.3d""","=""1P*""","=""1""",3.0,"=""""","=""23.571906""","=""""","=""""",,"=""007002.000055""","=""""",
N II,"=""2s2.2p.4s""","=""3P*""","=""0""",1.0,"=""""","=""24.367883""","=""""","=""""",,"=""007002.000056""","=""""",
N II,"=""2s2.2p.4s""","=""3P*""","=""1""",3.0,"=""""","=""24.374310""","=""""","=""""",,"=""007002.000057""","=""""",
N II,"=""2s2.2p.4s""","=""3P*""","=""2""",5.0,"=""""","=""24.389123""","=""""","=""""",,"=""007002.000058""","=""""",
N II,"=""2s2.2p.4s""","=""1P*""","=""1""",3.0,"=""""","=""24.531351""","=""""","=""""",,"=""007002.000059""","=""""",
N II,"=""2s2.2p.4p""","=""1P""","=""1""",3.0,"=""""","=""25.065964""","=""""","=""""",,"=""007002.000060""","=""""",
N II,"=""2s2.2p.4p""","=""3D""","=""1""",3.0,"=""""","=""25.133348""","=""""","=""""",,"=""007002.000061""","=""""",
N II,"=""2s2.2p.4p""","=""3D""","=""2""",5.0,"=""""","=""25.139688""","=""""","=""""",,"=""007002.000062""","=""""",
N II,"=""2s2.2p.4p""","=""3D""","=""3""",7.0,"=""""","=""25.151603""","=""""","=""""",,"=""007002.000063""","=""""",
N II,"=""2s2.2p.4p""","=""3P""","=""0""",1.0,"=""""","=""25.188937""","=""""","=""""",,"=""007002.000064""","=""""",
N II,"=""2s2.2p.4p""","=""3P""","=""1""",3.0,"=""""","=""25.192229""","=""""","=""""",,"=""007002.000065""","=""""",
N II,"=""2s2.2p.4p""","=""3P""","=""2""",5.0,"=""""","=""25.200902""","=""""","=""""",,"=""007002.000066""","=""""",
N II,"=""2s2.2p.4p""","=""3S""","=""1""",3.0,"=""""","=""25.235454""","=""""","=""""",,"=""007002.000067""","=""""",
N II,"=""2s2.2p.4p""","=""1D""","=""2""",5.0,"=""""","=""25.460177""","=""""","=""""",,"=""007002.000068""","=""""",
N II,"=""2s.2p2.(4P).3s""","=""5P""","=""1""",3.0,"=""""","=""25.490900""","=""""","=""""",,"=""007002.000069""","=""""",
N II,"=""2s.2p2.(4P).3s""","=""5P""","=""2""",5.0,"=""""","=""25.497874""","=""""","=""""",,"=""007002.000070""","=""""",
N II,"=""2s.2p2.(4P).3s""","=""5P""","=""3""",7.0,"=""""","=""25.506626""","=""""","=""""",,"=""007002.000071""","=""""",
N II,"=""2s2.2p.4p""","=""1S""","=""0""",1.0,"=""""","=""25.653600""","=""""","=""""",,"=""007002.000072""","=""""",
N II,"=""2s2.2p.4d""","=""3F*""","=""2""",5.0,"=""""","=""25.996219""","=""""","=""""",,"=""007002.000073""","=""""",
N II,"=""2s2.2p.4d""","=""3F*""","=""3""",7.0,"=""""","=""26.004194""","=""""","=""""",,"=""007002.000074""","=""""",
N II,"=""2s2.2p.4d""","=""3F*""","=""4""",9.0,"=""""","=""26.014849""","=""""","=""""",,"=""007002.000075""","=""""",
N II,"=""2s2.2p.4d""","=""1D*""","=""2""",5.0,"=""""","=""26.027477""","=""""","=""""",,"=""007002.000076""","=""""",
N II,"=""2s2.2p.4d""","=""3D*""","=""1""",3.0,"=""""","=""26.066417""","=""""","=""""",,"=""007002.000077""","=""""",
N II,"=""2s2.2p.4d""","=""3D*""","=""2""",5.0,"=""""","=""26.069666""","=""""","=""""",,"=""007002.000078""","=""""",
N II,"=""2s2.2p.4d""","=""3D*""","=""3""",7.0,"=""""","=""26.074085""","=""""","=""""",,"=""007002.000079""","=""""",
N II,"=""2s2.2p.4d""","=""3P*""","=""2""",5.0,"=""""","=""26.124123""","=""""","=""""",,"=""007002.000080""","=""""",
N II,"=""2s2.2p.4d""","=""3P*""","=""1""",3.0,"=""""","=""26.129847""","=""""","=""""",,"=""007002.000081""","=""""",
N II,"=""2s2.2p.4d""","=""3P*""","=""0""",1.0,"=""""","=""26.132949""","=""""","=""""",,"=""007002.000082""","=""""",
N II,"=""2s2.2p.(2P*<1/2>).4f""","=""2[5/2]""","=""3""",7.0,"=""""","=""26.164394""","=""""","=""""",,"=""007002.000083""","=""""",
N II,"=""2s2.2p.(2P*<1/2>).4f""","=""2[5/2]""","=""2""",5.0,"=""""","=""26.164749""","=""""","=""""",,"=""007002.000084""","=""""",
N II,"=""2s2.2p.(2P*<1/2>).4f""","=""2[7/2]""","=""3""",7.0,"=""""","=""26.167641""","=""""","=""""",,"=""007002.000085""","=""""",
N II,"=""2s2.2p.(2P*<1/2>).4f""","=""2[7/2]""","=""4""",9.0,"=""""","=""26.168135""","=""""","=""""",,"=""007002.000086""","=""""",
N II,"=""2s2.2p.4d""","=""1F*""","=""3""",7.0,"=""""","=""26.173514""","=""""","=""""",,"=""007002.000087""","=""""",
N II,"=""2s2.2p.(2P*<3/2>).4f""","=""2[7/2]""","=""3""",7.0,"=""""","=""26.196278""","=""""","=""""",,"=""007002.000088""","=""""",
N II,"=""2s2.2p.(2P*<3/2>).4f""","=""2[7/2]""","=""4""",9.0,"=""""","=""26.197223""","=""""","=""""",,"=""007002.000089""","=""""",
N II,"=""2s2.2p.4d""","=""1P*""","=""1""",3.0,"=""""","=""26.202344""","=""""","=""""",,"=""007002.000090""","=""""",
N II,"=""2s2.2p.(2P*<3/2>).4f""","=""2[9/2]""","=""5""",11.0,"=""""","=""26.209014""","=""""","=""""",,"=""007002.000091""","=""""",
N II,"=""2s2.2p.(2P*<3/2>).4f""","=""2[9/2]""","=""4""",9.0,"=""""","=""26.210511""","=""""","=""""",,"=""007002.000092""","=""""",
N II,"=""2s2.2p.(2P*<3/2>).4f""","=""2[5/2]""","=""3""",7.0,"=""""","=""26.211558""","=""""","=""""",,"=""007002.000093""","=""""",
N II,"=""2s2.2p.(2P*<3/2>).4f""","=""2[5/2]""","=""2""",5.0,"=""""","=""26.212139""","=""""","=""""",,"=""007002.000094""","=""""",
N II,"=""2s2.2p.(2P*<3/2>).4f""","=""2[3/2]""","=""1""",3.0,"=""""","=""26.220994""","=""""","=""""",,"=""007002.000095""","=""""",
N II,"=""2s2.2p.(2P*<3/2>).4f""","=""2[3/2]""","=""2""",5.0,"=""""","=""26.221455""","=""""","=""""",,"=""007002.000096""","=""""",
N II,"=""2s.2p2.(4P).3s""","=""3P""","=""0""",1.0,"=""""","=""26.253573""","=""""","=""""",,"=""007002.000097""","=""""",
N II,"=""2s.2p2.(4P).3s""","=""3P""","=""1""",3.0,"=""""","=""26.257305""","=""""","=""""",,"=""007002.000098""","=""""",
N II,"=""2s.2p2.(4P).3s""","=""3P""","=""2""",5.0,"=""""","=""26.263284""","=""""","=""""",,"=""007002.000099""","=""""",
N II,"=""2s2.2p.5s""","=""3P*""","=""0""",1.0,"=""""","=""26.558898""","=""""","=""""",,"=""007002.000100""","=""""",
N II,"=""2s2.2p.5s""","=""3P*""","=""1""",3.0,"=""""","=""26.564568""","=""""","=""""",,"=""007002.000101""","=""""",
N II,"=""2s2.2p.5s""","=""3P*""","=""2""",5.0,"=""""","=""26.580245""","=""""","=""""",,"=""007002.000102""","=""""",
N II,"=""2s2.2p.5s""","=""1P*""","=""1""",3.0,"=""""","=""26.635424""","=""""","=""""",,"=""007002.000103""","=""""",
N II,"=""2p4""","=""3P""","=""2""",5.0,"=""""","=""27.312""","=""""","=""""",,"=""007002.000104""","=""""",
N II,"=""2p4""","=""3P""","=""1""",3.0,"=""""","=""27.31""","=""""","=""""",,"=""007002.000105""","=""""",
N II,"=""2p4""","=""3P""","=""0""",1.0,"=""""","=""27.315""","=""""","=""""",,"=""007002.000106""","=""""",
N II,"=""2s2.2p.5d""","=""1D*""","=""2""",5.0,"=""""","=""27.337940""","=""""","=""""",,"=""007002.000107""","=""""",
N II,"=""2s2.2p.5d""","=""3D*""","=""1""",3.0,"=""""","=""""","=""""","=""""",,"=""007002.000002""","=""""",
N II,"=""2s2.2p.5d""","=""3D*""","=""2""",5.0,"=""""","=""27.3601""","=""""","=""""",,"=""007002.000108""","=""""",
N II,"=""2s2.2p.5d""","=""3D*""","=""3""",7.0,"=""""","=""27.3653""","=""""","=""""",,"=""007002.000109""","=""""",
N II,"=""2s2.2p.(2P*<1/2>).5f""","=""2[5/2]""","=""3""",7.0,"=""""","=""27.407265""","=""""","=""""",,"=""007002.000110""","=""""",
N II,"=""2s2.2p.(2P*<1/2>).5f""","=""2[5/2]""","=""2""",5.0,"=""""","=""27.407576""","=""""","=""""",,"=""007002.000111""","=""""",
N II,"=""2s2.2p.(2P*<1/2>).5f""","=""2[7/2]""","=""3""",7.0,"=""""","=""27.409090""","=""""","=""""",,"=""007002.000112""","=""""",
N II,"=""2s2.2p.(2P*<1/2>).5f""","=""2[7/2]""","=""4""",9.0,"=""""","=""27.409602""","=""""","=""""",,"=""007002.000113""","=""""",
N II,"=""2s2.2p.5d""","=""1F*""","=""3""",7.0,"=""""","=""27.418065""","=""""","=""""",,"=""007002.000114""","=""""",
N II,"=""2s2.2p.(2P*<1/2>).5g""","=""2[7/2]*""","=""3""",7.0,"=""""","=""27.420805""","=""""","=""""",,"=""007002.000115""","=""""",
N II,"=""2s2.2p.(2P*<1/2>).5g""","=""2[7/2]*""","=""4""",9.0,"=""""","=""27.420805""","=""""","=""""",,"=""007002.000116""","=""""",
N II,"=""2s2.2p.(2P*<1/2>).5g""","=""2[9/2]*""","=""4""",9.0,"=""""","=""27.421260""","=""""","=""""",,"=""007002.000117""","=""""",
N II,"=""2s2.2p.(2P*<1/2>).5g""","=""2[9/2]*""","=""5""",11.0,"=""""","=""27.421284""","=""""","=""""",,"=""007002.000118""","=""""",
N II,"=""2s2.2p.(2P*<3/2>).5f""","=""2[7/2]""","=""3""",7.0,"=""""","=""27.428609""","=""""","=""""",,"=""007002.000119""","=""""",
N II,"=""2s2.2p.(2P*<3/2>).5f""","=""2[7/2]""","=""4""",9.0,"=""""","=""27.429262""","=""""","=""""",,"=""007002.000120""","=""""",
N II,"=""2s2.2p.5d""","=""1P*""","=""1""",3.0,"=""""","=""27.431029""","=""""","=""""",,"=""007002.000121""","=""""",
N II,"=""2s2.2p.(2P*<3/2>).5f""","=""2[5/2]""","=""3""",7.0,"=""""","=""27.436750""","=""""","=""""",,"=""007002.000122""","=""""",
N II,"=""2s2.2p.(2P*<3/2>).5f""","=""2[5/2]""","=""2""",5.0,"=""""","=""27.437237""","=""""","=""""",,"=""007002.000123""","=""""",
N II,"=""2s2.2p.(2P*<3/2>).5f""","=""2[9/2]""","=""5""",11.0,"=""""","=""27.437839""","=""""","=""""",,"=""007002.000124""","=""""",
N II,"=""2s2.2p.(2P*<3/2>).5f""","=""2[9/2]""","=""4""",9.0,"=""""","=""27.439081""","=""""","=""""",,"=""007002.000125""","=""""",
N II,"=""2s2.2p.(2P*<3/2>).5g""","=""2[9/2]*""","=""4""",9.0,"=""""","=""27.440525""","=""""","=""""",,"=""007002.000126""","=""""",
N II,"=""2s2.2p.(2P*<3/2>).5g""","=""2[9/2]*""","=""5""",11.0,"=""""","=""27.440537""","=""""","=""""",,"=""007002.000127""","=""""",
N II,"=""2s2.2p.(2P*<3/2>).5g""","=""2[7/2]*""","=""3""",7.0,"=""""","=""27.443011""","=""""","=""""",,"=""007002.000128""","=""""",
N II,"=""2s2.2p.(2P*<3/2>).5g""","=""2[7/2]*""","=""4""",9.0,"=""""","=""27.443034""","=""""","=""""",,"=""007002.000129""","=""""",
N II,"=""2s2.2p.(2P*<3/2>).5f""","=""2[3/2]""","=""1""",3.0,"=""""","=""27.444104""","=""""","=""""",,"=""007002.000130""","=""""",
N II,"=""2s2.2p.(2P*<3/2>).5f""","=""2[3/2]""","=""2""",5.0,"=""""","=""27.444457""","=""""","=""""",,"=""007002.000131""","=""""",
N II,"=""2s2.2p.(2P*<3/2>).5g""","=""2[11/2]*""","=""5""",11.0,"=""""","=""27.445636""","=""""","=""""",,"=""007002.000132""","=""""",
N II,"=""2s2.2p.(2P*<3/2>).5g""","=""2[11/2]*""","=""6""",13.0,"=""""","=""27.445638""","=""""","=""""",,"=""007002.000133""","=""""",
N II,"=""2s2.2p.(2P*<3/2>).5g""","=""2[5/2]*""","=""2""",5.0,"=""[""","=""27.44766""","=""]""","=""""",,"=""007002.000134""","=""""",
N II,"=""2s2.2p.(2P*<3/2>).5g""","=""2[5/2]*""","=""3""",7.0,"=""[""","=""27.44766""","=""]""","=""""",,"=""007002.000135""","=""""",
N II,"=""2s2.2p.6s""","=""3P*""","=""0""",1.0,"=""""","=""""","=""""","=""""",,"=""007002.000003""","=""""",
N II,"=""2s2.2p.6s""","=""3P*""","=""1""",3.0,"=""""","=""27.616756""","=""""","=""""",,"=""007002.000136""","=""""",
N II,"=""2s2.2p.6s""","=""3P*""","=""2""",5.0,"=""""","=""27.633399""","=""""","=""""",,"=""007002.000137""","=""""",
N II,"=""2s.2p2.(4P).3p""","=""3S*""","=""1""",3.0,"=""""","=""27.657034""","=""""","=""""",,"=""007002.000138""","=""""",
N II,"=""2s2.2p.6s""","=""1P*""","=""1""",3.0,"=""""","=""27.661100""","=""""","=""""",,"=""007002.000139""","=""""",
N II,"=""2s.2p2.(4P).3p""","=""5D*""","=""0""",1.0,"=""""","=""27.728235""","=""""","=""""",,"=""007002.000140""","=""""",
N II,"=""2s.2p2.(4P).3p""","=""5D*""","=""1""",3.0,"=""""","=""27.730126""","=""""","=""""",,"=""007002.000141""","=""""",
N II,"=""2s.2p2.(4P).3p""","=""5D*""","=""2""",5.0,"=""""","=""27.733833""","=""""","=""""",,"=""007002.000142""","=""""",
N II,"=""2s.2p2.(4P).3p""","=""5D*""","=""3""",7.0,"=""""","=""27.739182""","=""""","=""""",,"=""007002.000143""","=""""",
N II,"=""2s.2p2.(4P).3p""","=""5D*""","=""4""",9.0,"=""""","=""27.745867""","=""""","=""""",,"=""007002.000144""","=""""",
N II,"=""2s.2p2.(4P).3p""","=""5P*""","=""1""",3.0,"=""""","=""27.971269""","=""""","=""""",,"=""007002.000145""","=""""",
N II,"=""2s.2p2.(4P).3p""","=""5P*""","=""2""",5.0,"=""""","=""27.974241""","=""""","=""""",,"=""007002.000146""","=""""",
N II,"=""2s.2p2.(4P).3p""","=""5P*""","=""3""",7.0,"=""""","=""27.979665""","=""""","=""""",,"=""007002.000147""","=""""",
N II,"=""2s2.2p.(2P*<1/2>).6f""","=""2[5/2]""","=""3""",7.0,"=""""","=""28.080274""","=""""","=""""",,"=""007002.000148""","=""""",
N II,"=""2s2.2p.(2P*<1/2>).6f""","=""2[5/2]""","=""2""",5.0,"=""""","=""28.080517""","=""""","=""""",,"=""007002.000149""","=""""",
N II,"=""2s2.2p.(2P*<1/2>).6f""","=""2[7/2]""","=""3""",7.0,"=""""","=""28.081031""","=""""","=""""",,"=""007002.000150""","=""""",
N II,"=""2s2.2p.(2P*<1/2>).6f""","=""2[7/2]""","=""4""",9.0,"=""""","=""28.081440""","=""""","=""""",,"=""007002.000151""","=""""",
N II,"=""2s2.2p.(2P*<3/2>).6f""","=""2[7/2]""","=""3""",7.0,"=""""","=""28.099806""","=""""","=""""",,"=""007002.000152""","=""""",
N II,"=""2s2.2p.(2P*<3/2>).6f""","=""2[7/2]""","=""4""",9.0,"=""""","=""28.100182""","=""""","=""""",,"=""007002.000153""","=""""",
N II,"=""2s2.2p.(2P*<3/2>).6f""","=""2[5/2]""","=""3""",7.0,"=""""","=""28.104241""","=""""","=""""",,"=""007002.000154""","=""""",
N II,"=""2s2.2p.(2P*<3/2>).6f""","=""2[5/2]""","=""2""",5.0,"=""""","=""28.10454""","=""""","=""""",,"=""007002.000155""","=""""",
N II,"=""2s2.2p.(2P*<3/2>).6f""","=""2[9/2]""","=""5""",11.0,"=""""","=""28.10584""","=""""","=""""",,"=""007002.000156""","=""""",
N II,"=""2s2.2p.(2P*<3/2>).6f""","=""2[9/2]""","=""4""",9.0,"=""""","=""28.10675""","=""""","=""""",,"=""007002.000157""","=""""",
N II,"=""2s2.2p.(2P*<3/2>).6f""","=""2[3/2]""","=""1""",3.0,"=""""","=""28.10952""","=""""","=""""",,"=""007002.000158""","=""""",
N II,"=""2s2.2p.(2P*<3/2>).6f""","=""2[3/2]""","=""2""",5.0,"=""""","=""28.10980""","=""""","=""""",,"=""007002.000159""","=""""",
N II,"=""2s.2p2.(4P).3p""","=""3D*""","=""1""",3.0,"=""""","=""28.354479""","=""""","=""""",,"=""007002.000160""","=""""",
N II,"=""2s.2p2.(4P).3p""","=""3D*""","=""2""",5.0,"=""""","=""28.359130""","=""""","=""""",,"=""007002.000161""","=""""",
N II,"=""2s.2p2.(4P).3p""","=""3D*""","=""3""",7.0,"=""""","=""28.366572""","=""""","=""""",,"=""007002.000162""","=""""",
N II,"=""2s2.2p.(2P*<1/2>).7f""","=""2[7/2]""","=""3""",7.0,"=""""","=""28.48523""","=""""","=""""",,"=""007002.000163""","=""""",
N II,"=""2s2.2p.(2P*<1/2>).7f""","=""2[7/2]""","=""4""",9.0,"=""""","=""28.48533""","=""""","=""""",,"=""007002.000164""","=""""",
N II,"=""2s.2p2.(4P).3p""","=""5S*""","=""2""",5.0,"=""""","=""28.496399""","=""""","=""""",,"=""007002.000165""","=""""",
N II,"=""2s2.2p.(2P*<3/2>).7f""","=""2[7/2]""","=""4""",9.0,"=""""","=""28.50490""","=""""","=""""",,"=""007002.000166""","=""""",
N II,"=""2s2.2p.(2P*<3/2>).7f""","=""2[9/2]""","=""5""",11.0,"=""""","=""28.50869""","=""""","=""""",,"=""007002.000167""","=""""",
N II,"=""2s2.2p.(2P*<3/2>).7f""","=""2[9/2]""","=""4""",9.0,"=""""","=""28.50931""","=""""","=""""",,"=""007002.000168""","=""""",
N II,"=""2s.2p2.(4P).3p""","=""3P*""","=""1""",3.0,"=""""","=""""","=""""","=""""",,"=""007002.000005""","=""""",
N II,"=""2s.2p2.(4P).3p""","=""3P*""","=""0""",1.0,"=""""","=""""","=""""","=""""",,"=""007002.000004""","=""""",
N II,"=""2s.2p2.(4P).3p""","=""3P*""","=""2""",5.0,"=""""","=""28.619488""","=""""","=""""",,"=""007002.000169""","=""""",
N II,"=""N III (2p 2P*<1/2>)""","=""Limit""","=""---""",,"=""[""","=""29.60125""","=""]""","=""0.00009""",,"=""007002.Lim001""","=""L11770""",
N II,"=""N III (2p 2P*<3/2>)""","=""Limit""","=""---""",,"=""""","=""29.622907""","=""""","=""""",,"=""007002.Lim002""","=""""",
N II,"=""2s.2p2.(4P).3d""","=""5F""","=""1""",3.0,"=""""","=""30.124337""","=""""","=""""",,"=""007002.000172""","=""""",
N II,"=""2s.2p2.(4P).3d""","=""5F""","=""2""",5.0,"=""""","=""30.126519""","=""""","=""""",,"=""007002.000173""","=""""",
N II,"=""2s.2p2.(4P).3d""","=""5F""","=""3""",7.0,"=""""","=""30.129743""","=""""","=""""",,"=""007002.000174""","=""""",
N II,"=""2s.2p2.(4P).3d""","=""5F""","=""4""",9.0,"=""""","=""30.133933""","=""""","=""""",,"=""007002.000175""","=""""",
N II,"=""2s.2p2.(4P).3d""","=""5F""","=""5""",11.0,"=""""","=""30.138939""","=""""","=""""",,"=""007002.000176""","=""""",
N II,"=""2s.2p2.(4P).3d""","=""5P""","=""3""",7.0,"=""""","=""30.295949""","=""""","=""""",,"=""007002.000177""","=""""",
N II,"=""2s.2p2.(4P).3d""","=""5P""","=""2""",5.0,"=""""","=""30.300731""","=""""","=""""",,"=""007002.000178""","=""""",
N II,"=""2s.2p2.(4P).3d""","=""5P""","=""1""",3.0,"=""""","=""30.304034""","=""""","=""""",,"=""007002.000179""","=""""",
N II,"=""2s.2p2.(4P).3d""","=""5D""","=""0""",1.0,"=""""","=""30.368161""","=""""","=""""",,"=""007002.000180""","=""""",
N II,"=""2s.2p2.(4P).3d""","=""5D""","=""1""",3.0,"=""""","=""30.368676""","=""""","=""""",,"=""007002.000181""","=""""",
N II,"=""2s.2p2.(4P).3d""","=""5D""","=""2""",5.0,"=""""","=""30.369653""","=""""","=""""",,"=""007002.000182""","=""""",
N II,"=""2s.2p2.(4P).3d""","=""5D""","=""3""",7.0,"=""""","=""30.371039""","=""""","=""""",,"=""007002.000183""","=""""",
N II,"=""2s.2p2.(4P).3d""","=""5D""","=""4""",9.0,"=""""","=""30.372819""","=""""","=""""",,"=""007002.000184""","=""""",
N II,"=""2s.2p2.(4P).4f""","=""5G*""","=""2""",5.0,"=""""","=""""","=""""","=""""",,"=""007002.000006""","=""""",
N II,"=""2s.2p2.(4P).4f""","=""5G*""","=""3""",7.0,"=""""","=""""","=""""","=""""",,"=""007002.000007""","=""""",
N II,"=""2s.2p2.(4P).4f""","=""5G*""","=""4""",9.0,"=""""","=""33.274675""","=""""","=""""",,"=""007002.000185""","=""""",
N II,"=""2s.2p2.(4P).4f""","=""5G*""","=""5""",11.0,"=""""","=""33.279324""","=""""","=""""",,"=""007002.000187""","=""""",
N II,"=""2s.2p2.(4P).4f""","=""5G*""","=""6""",13.0,"=""""","=""33.285202""","=""""","=""""",,"=""007002.000188""","=""""",
N II,"=""2s.2p2.(4P).4f""","=""5D*""","=""0""",1.0,"=""""","=""""","=""""","=""""",,"=""007002.000008""","=""""",
N II,"=""2s.2p2.(4P).4f""","=""5D*""","=""1""",3.0,"=""""","=""""","=""""","=""""",,"=""007002.000009""","=""""",
N II,"=""2s.2p2.(4P).4f""","=""5D*""","=""2""",5.0,"=""""","=""""","=""""","=""""",,"=""007002.000010""","=""""",
N II,"=""2s.2p2.(4P).4f""","=""5D*""","=""3""",7.0,"=""""","=""""","=""""","=""""",,"=""007002.000011""","=""""",
N II,"=""2s.2p2.(4P).4f""","=""5D*""","=""4""",9.0,"=""""","=""33.279252""","=""""","=""""",,"=""007002.000186""","=""""",
N II,"=""2s.2p2.(4P).4f""","=""5F*""","=""1""",3.0,"=""""","=""""","=""""","=""""",,"=""007002.000012""","=""""",
N II,"=""2s.2p2.(4P).4f""","=""5F*""","=""2""",5.0,"=""""","=""""","=""""","=""""",,"=""007002.000013""","=""""",
