espectro,Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Leading percentages,Level ID,Reference,Lande
N II,"=""2s.2p2.(4P).4f""","=""5F*""","=""3""",7.0,"=""""","=""33.316540""","=""""","=""""",,"=""007002.000189""","=""""",
N II,"=""2s.2p2.(4P).4f""","=""5F*""","=""4""",9.0,"=""""","=""33.317643""","=""""","=""""",,"=""007002.000190""","=""""",
N II,"=""2s.2p2.(4P).4f""","=""5F*""","=""5""",11.0,"=""""","=""33.318735""","=""""","=""""",,"=""007002.000191""","=""""",
N II,"=""2s.2p2.(4P).5f""","=""5G*""","=""2""",5.0,"=""""","=""""","=""""","=""""",,"=""007002.000014""","=""""",
N II,"=""2s.2p2.(4P).5f""","=""5G*""","=""3""",7.0,"=""""","=""""","=""""","=""""",,"=""007002.000015""","=""""",
N II,"=""2s.2p2.(4P).5f""","=""5G*""","=""4""",9.0,"=""""","=""34.50896""","=""""","=""""",,"=""007002.000192""","=""""",
N II,"=""2s.2p2.(4P).5f""","=""5G*""","=""5""",11.0,"=""""","=""34.51315""","=""""","=""""",,"=""007002.000193""","=""""",
N II,"=""2s.2p2.(4P).5f""","=""5G*""","=""6""",13.0,"=""""","=""34.519713""","=""""","=""""",,"=""007002.000194""","=""""",
N II,"=""N III (2s.2p2 4P*<1/2>)""","=""Limit""","=""---""",,"=""""","=""36.69159""","=""""","=""""",,"=""007002.Lim003""","=""""",
N II,"=""N III (2s.2p2 4P*<3/2>)""","=""Limit""","=""---""",,"=""""","=""36.69899""","=""""","=""""",,"=""007002.Lim004""","=""""",
N II,"=""N III (2s.2p2 4P*<5/2>)""","=""Limit""","=""---""",,"=""""","=""36.70904""","=""""","=""""",,"=""007002.Lim005""","=""""",
O I,"=""2s2.2p4""","=""3P""","=""2""",5.0,"=""""","=""0.0000000""","=""""","=""0""",,"=""008001.000001""","=""L7288""",
O I,"=""2s2.2p4""","=""3P""","=""1""",3.0,"=""""","=""0.0196224""","=""""","=""""",,"=""008001.000035""","=""""",
O I,"=""2s2.2p4""","=""3P""","=""0""",1.0,"=""""","=""0.0281416""","=""""","=""""",,"=""008001.000036""","=""""",
O I,"=""2s2.2p4""","=""1D""","=""2""",5.0,"=""""","=""1.9673642""","=""""","=""""",,"=""008001.000037""","=""""",
O I,"=""2s2.2p4""","=""1S""","=""0""",1.0,"=""""","=""4.1897463""","=""""","=""""",,"=""008001.000038""","=""""",
O I,"=""2s2.2p3.(4S*).3s""","=""5S*""","=""2""",5.0,"=""""","=""9.1460911""","=""""","=""""",,"=""008001.000039""","=""""",
O I,"=""2s2.2p3.(4S*).3s""","=""3S*""","=""1""",3.0,"=""""","=""9.5213638""","=""""","=""""",,"=""008001.000040""","=""""",
O I,"=""2s2.2p3.(4S*).3p""","=""5P""","=""1""",3.0,"=""""","=""10.7402250""","=""""","=""""",,"=""008001.000041""","=""""",
O I,"=""2s2.2p3.(4S*).3p""","=""5P""","=""2""",5.0,"=""""","=""10.7404756""","=""""","=""""",,"=""008001.000042""","=""""",
O I,"=""2s2.2p3.(4S*).3p""","=""5P""","=""3""",7.0,"=""""","=""10.7409314""","=""""","=""""",,"=""008001.000043""","=""""",
O I,"=""2s2.2p3.(4S*).3p""","=""3P""","=""1""",3.0,"=""""","=""10.9887923""","=""""","=""""",,"=""008001.000044""","=""""",
O I,"=""2s2.2p3.(4S*).3p""","=""3P""","=""2""",5.0,"=""""","=""10.9888616""","=""""","=""""",,"=""008001.000045""","=""""",
O I,"=""2s2.2p3.(4S*).3p""","=""3P""","=""0""",1.0,"=""""","=""10.9888811""","=""""","=""""",,"=""008001.000046""","=""""",
O I,"=""2s2.2p3.(4S*).4s""","=""5S*""","=""2""",5.0,"=""""","=""11.8376056""","=""""","=""""",,"=""008001.000047""","=""""",
O I,"=""2s2.2p3.(4S*).4s""","=""3S*""","=""1""",3.0,"=""""","=""11.9303856""","=""""","=""""",,"=""008001.000048""","=""""",
O I,"=""2s2.2p3.(4S*).3d""","=""5D*""","=""4""",9.0,"=""""","=""12.0786187""","=""""","=""""",,"=""008001.000049""","=""""",
O I,"=""2s2.2p3.(4S*).3d""","=""5D*""","=""3""",7.0,"=""""","=""12.0786294""","=""""","=""""",,"=""008001.000050""","=""""",
O I,"=""2s2.2p3.(4S*).3d""","=""5D*""","=""2""",5.0,"=""""","=""12.0786446""","=""""","=""""",,"=""008001.000051""","=""""",
O I,"=""2s2.2p3.(4S*).3d""","=""5D*""","=""1""",3.0,"=""""","=""12.0786574""","=""""","=""""",,"=""008001.000052""","=""""",
O I,"=""2s2.2p3.(4S*).3d""","=""5D*""","=""0""",1.0,"=""""","=""12.0786635""","=""""","=""""",,"=""008001.000053""","=""""",
O I,"=""2s2.2p3.(4S*).3d""","=""3D*""","=""1""",3.0,"=""""","=""12.0870184""","=""""","=""""",,"=""008001.000054""","=""""",
O I,"=""2s2.2p3.(4S*).3d""","=""3D*""","=""2""",5.0,"=""""","=""12.0870271""","=""""","=""""",,"=""008001.000055""","=""""",
O I,"=""2s2.2p3.(4S*).3d""","=""3D*""","=""3""",7.0,"=""""","=""12.0870382""","=""""","=""""",,"=""008001.000056""","=""""",
O I,"=""2s2.2p3.(4S*).4p""","=""5P""","=""1""",3.0,"=""""","=""12.2859622""","=""""","=""""",,"=""008001.000057""","=""""",
O I,"=""2s2.2p3.(4S*).4p""","=""5P""","=""2""",5.0,"=""""","=""12.2860456""","=""""","=""""",,"=""008001.000058""","=""""",
O I,"=""2s2.2p3.(4S*).4p""","=""5P""","=""3""",7.0,"=""""","=""12.2861939""","=""""","=""""",,"=""008001.000059""","=""""",
O I,"=""2s2.2p3.(4S*).4p""","=""3P""","=""1""",3.0,"=""""","=""12.3588649""","=""""","=""""",,"=""008001.000060""","=""""",
O I,"=""2s2.2p3.(4S*).4p""","=""3P""","=""2""",5.0,"=""""","=""12.3588750""","=""""","=""""",,"=""008001.000061""","=""""",
O I,"=""2s2.2p3.(4S*).4p""","=""3P""","=""0""",1.0,"=""""","=""12.3589072""","=""""","=""""",,"=""008001.000062""","=""""",
O I,"=""2s2.2p3.(2D*).3s""","=""3D*""","=""3""",7.0,"=""""","=""12.5391924""","=""""","=""""",,"=""008001.000063""","=""""",
O I,"=""2s2.2p3.(2D*).3s""","=""3D*""","=""2""",5.0,"=""""","=""12.5406949""","=""""","=""""",,"=""008001.000064""","=""""",
O I,"=""2s2.2p3.(2D*).3s""","=""3D*""","=""1""",3.0,"=""""","=""12.5416739""","=""""","=""""",,"=""008001.000065""","=""""",
O I,"=""2s2.2p3.(4S*).5s""","=""5S*""","=""2""",5.0,"=""""","=""12.6608569""","=""""","=""""",,"=""008001.000066""","=""""",
O I,"=""2s2.2p3.(4S*).5s""","=""3S*""","=""1""",3.0,"=""""","=""12.6974691""","=""""","=""""",,"=""008001.000067""","=""""",
O I,"=""2s2.2p3.(2D*).3s""","=""1D*""","=""2""",5.0,"=""""","=""12.7284690""","=""""","=""""",,"=""008001.000068""","=""""",
O I,"=""2s2.2p3.(4S*).4d""","=""5D*""","=""4""",9.0,"=""""","=""12.7536973""","=""""","=""""",,"=""008001.000069""","=""""",
O I,"=""2s2.2p3.(4S*).4d""","=""5D*""","=""3""",7.0,"=""""","=""12.7537024""","=""""","=""""",,"=""008001.000070""","=""""",
O I,"=""2s2.2p3.(4S*).4d""","=""5D*""","=""2""",5.0,"=""""","=""12.7537097""","=""""","=""""",,"=""008001.000071""","=""""",
O I,"=""2s2.2p3.(4S*).4d""","=""5D*""","=""1""",3.0,"=""""","=""12.7537158""","=""""","=""""",,"=""008001.000072""","=""""",
O I,"=""2s2.2p3.(4S*).4d""","=""5D*""","=""0""",1.0,"=""""","=""12.7537188""","=""""","=""""",,"=""008001.000073""","=""""",
O I,"=""2s2.2p3.(4S*).4d""","=""3D*""","=""3""",7.0,"=""""","=""12.7590123""","=""""","=""""",,"=""008001.000074""","=""""",
O I,"=""2s2.2p3.(4S*).4d""","=""3D*""","=""2""",5.0,"=""""","=""12.7590208""","=""""","=""""",,"=""008001.000075""","=""""",
O I,"=""2s2.2p3.(4S*).4d""","=""3D*""","=""1""",3.0,"=""""","=""12.7590265""","=""""","=""""",,"=""008001.000076""","=""""",
O I,"=""2s2.2p3.(4S*).4f""","=""5F""","=""5""",11.0,"=""""","=""12.7664358""","=""""","=""""",,"=""008001.000077""","=""""",
O I,"=""2s2.2p3.(4S*).4f""","=""5F""","=""4""",9.0,"=""""","=""12.7664358""","=""""","=""""",,"=""008001.000078""","=""""",
O I,"=""2s2.2p3.(4S*).4f""","=""5F""","=""3""",7.0,"=""""","=""12.7664358""","=""""","=""""",,"=""008001.000079""","=""""",
O I,"=""2s2.2p3.(4S*).4f""","=""5F""","=""2""",5.0,"=""""","=""12.7664358""","=""""","=""""",,"=""008001.000080""","=""""",
O I,"=""2s2.2p3.(4S*).4f""","=""5F""","=""1""",3.0,"=""""","=""12.7664358""","=""""","=""""",,"=""008001.000081""","=""""",
O I,"=""2s2.2p3.(4S*).4f""","=""3F""","=""4""",9.0,"=""""","=""12.7664475""","=""""","=""""",,"=""008001.000082""","=""""",
O I,"=""2s2.2p3.(4S*).4f""","=""3F""","=""3""",7.0,"=""""","=""12.7664475""","=""""","=""""",,"=""008001.000083""","=""""",
O I,"=""2s2.2p3.(4S*).4f""","=""3F""","=""2""",5.0,"=""""","=""12.7664475""","=""""","=""""",,"=""008001.000084""","=""""",
O I,"=""2s2.2p3.(4S*).5p""","=""5P""","=""1""",3.0,"=""""","=""12.8479560""","=""""","=""""",,"=""008001.000085""","=""""",
O I,"=""2s2.2p3.(4S*).5p""","=""5P""","=""2""",5.0,"=""""","=""12.8480003""","=""""","=""""",,"=""008001.000086""","=""""",
O I,"=""2s2.2p3.(4S*).5p""","=""5P""","=""3""",7.0,"=""""","=""12.8480623""","=""""","=""""",,"=""008001.000087""","=""""",
O I,"=""2s2.2p3.(4S*).5p""","=""3P""","=""2""",5.0,"=""""","=""12.8782347""","=""""","=""""",,"=""008001.000088""","=""""",
O I,"=""2s2.2p3.(4S*).5p""","=""3P""","=""1""",3.0,"=""""","=""12.8782422""","=""""","=""""",,"=""008001.000089""","=""""",
O I,"=""2s2.2p3.(4S*).5p""","=""3P""","=""0""",1.0,"=""""","=""12.8782699""","=""""","=""""",,"=""008001.000090""","=""""",
O I,"=""2s2.2p3.(4S*).6s""","=""5S*""","=""2""",5.0,"=""""","=""13.0207346""","=""""","=""""",,"=""008001.000091""","=""""",
O I,"=""2s2.2p3.(4S*).6s""","=""3S*""","=""1""",3.0,"=""""","=""13.0388270""","=""""","=""""",,"=""008001.000092""","=""""",
O I,"=""2s2.2p3.(4S*).5d""","=""5D*""","=""4""",9.0,"=""""","=""13.0661186""","=""""","=""""",,"=""008001.000093""","=""""",
O I,"=""2s2.2p3.(4S*).5d""","=""5D*""","=""3""",7.0,"=""""","=""13.0661215""","=""""","=""""",,"=""008001.000094""","=""""",
O I,"=""2s2.2p3.(4S*).5d""","=""5D*""","=""2""",5.0,"=""""","=""13.0661255""","=""""","=""""",,"=""008001.000095""","=""""",
O I,"=""2s2.2p3.(4S*).5d""","=""5D*""","=""1""",3.0,"=""""","=""13.0661288""","=""""","=""""",,"=""008001.000096""","=""""",
O I,"=""2s2.2p3.(4S*).5d""","=""5D*""","=""0""",1.0,"=""""","=""13.0661304""","=""""","=""""",,"=""008001.000097""","=""""",
O I,"=""2s2.2p3.(4S*).5d""","=""3D*""","=""3""",7.0,"=""""","=""13.0690514""","=""""","=""""",,"=""008001.000098""","=""""",
O I,"=""2s2.2p3.(4S*).5d""","=""3D*""","=""2""",5.0,"=""""","=""13.0690514""","=""""","=""""",,"=""008001.000099""","=""""",
O I,"=""2s2.2p3.(4S*).5d""","=""3D*""","=""1""",3.0,"=""""","=""13.0690514""","=""""","=""""",,"=""008001.000100""","=""""",
O I,"=""2s2.2p3.(4S*).5f""","=""5F""","=""5""",11.0,"=""""","=""13.0730978""","=""""","=""""",,"=""008001.000101""","=""""",
O I,"=""2s2.2p3.(4S*).5f""","=""5F""","=""4""",9.0,"=""""","=""13.0730978""","=""""","=""""",,"=""008001.000102""","=""""",
O I,"=""2s2.2p3.(4S*).5f""","=""5F""","=""3""",7.0,"=""""","=""13.0730978""","=""""","=""""",,"=""008001.000103""","=""""",
O I,"=""2s2.2p3.(4S*).5f""","=""5F""","=""2""",5.0,"=""""","=""13.0730978""","=""""","=""""",,"=""008001.000104""","=""""",
O I,"=""2s2.2p3.(4S*).5f""","=""5F""","=""1""",3.0,"=""""","=""13.0730978""","=""""","=""""",,"=""008001.000105""","=""""",
O I,"=""2s2.2p3.(4S*).5f""","=""3F""","=""4""",9.0,"=""""","=""13.0731076""","=""""","=""""",,"=""008001.000106""","=""""",
O I,"=""2s2.2p3.(4S*).5f""","=""3F""","=""3""",7.0,"=""""","=""13.0731076""","=""""","=""""",,"=""008001.000107""","=""""",
O I,"=""2s2.2p3.(4S*).5f""","=""3F""","=""2""",5.0,"=""""","=""13.0731076""","=""""","=""""",,"=""008001.000108""","=""""",
O I,"=""2s2.2p3.(4S*).6p""","=""5P""","=""1""",3.0,"=""""","=""13.1160938""","=""""","=""""",,"=""008001.000109""","=""""",
O I,"=""2s2.2p3.(4S*).6p""","=""5P""","=""2""",5.0,"=""""","=""13.1161142""","=""""","=""""",,"=""008001.000110""","=""""",
O I,"=""2s2.2p3.(4S*).6p""","=""5P""","=""3""",7.0,"=""""","=""13.1161465""","=""""","=""""",,"=""008001.000111""","=""""",
O I,"=""2s2.2p3.(4S*).6p""","=""3P""","=""2""",5.0,"=""""","=""13.1314183""","=""""","=""""",,"=""008001.000112""","=""""",
O I,"=""2s2.2p3.(4S*).6p""","=""3P""","=""1""",3.0,"=""""","=""13.1314183""","=""""","=""""",,"=""008001.000113""","=""""",
O I,"=""2s2.2p3.(4S*).6p""","=""3P""","=""0""",1.0,"=""""","=""13.1314183""","=""""","=""""",,"=""008001.000114""","=""""",
O I,"=""2s2.2p3.(4S*).7s""","=""5S*""","=""2""",5.0,"=""""","=""13.2099403""","=""""","=""""",,"=""008001.000115""","=""""",
O I,"=""2s2.2p3.(4S*).7s""","=""3S*""","=""1""",3.0,"=""""","=""13.2201789""","=""""","=""""",,"=""008001.000116""","=""""",
O I,"=""2s2.2p3.(4S*).6d""","=""5D*""","=""4""",9.0,"=""""","=""13.2354926""","=""""","=""""",,"=""008001.000117""","=""""",
O I,"=""2s2.2p3.(4S*).6d""","=""5D*""","=""3""",7.0,"=""""","=""13.2354940""","=""""","=""""",,"=""008001.000118""","=""""",
O I,"=""2s2.2p3.(4S*).6d""","=""5D*""","=""2""",5.0,"=""""","=""13.2354959""","=""""","=""""",,"=""008001.000119""","=""""",
O I,"=""2s2.2p3.(4S*).6d""","=""5D*""","=""1""",3.0,"=""""","=""13.2354975""","=""""","=""""",,"=""008001.000120""","=""""",
O I,"=""2s2.2p3.(4S*).6d""","=""5D*""","=""0""",1.0,"=""""","=""13.2354984""","=""""","=""""",,"=""008001.000121""","=""""",
O I,"=""2s2.2p3.(4S*).6d""","=""3D*""","=""3""",7.0,"=""""","=""13.2372725""","=""""","=""""",,"=""008001.000122""","=""""",
O I,"=""2s2.2p3.(4S*).6d""","=""3D*""","=""2""",5.0,"=""""","=""13.2372725""","=""""","=""""",,"=""008001.000123""","=""""",
O I,"=""2s2.2p3.(4S*).6d""","=""3D*""","=""1""",3.0,"=""""","=""13.2372725""","=""""","=""""",,"=""008001.000124""","=""""",
O I,"=""2s2.2p3.(4S*).6f""","=""5F""","=""5""",11.0,"=""""","=""13.2396725""","=""""","=""""",,"=""008001.000125""","=""""",
O I,"=""2s2.2p3.(4S*).6f""","=""5F""","=""4""",9.0,"=""""","=""13.2396725""","=""""","=""""",,"=""008001.000126""","=""""",
O I,"=""2s2.2p3.(4S*).6f""","=""5F""","=""3""",7.0,"=""""","=""13.2396725""","=""""","=""""",,"=""008001.000127""","=""""",
O I,"=""2s2.2p3.(4S*).6f""","=""5F""","=""2""",5.0,"=""""","=""13.2396725""","=""""","=""""",,"=""008001.000128""","=""""",
O I,"=""2s2.2p3.(4S*).6f""","=""5F""","=""1""",3.0,"=""""","=""13.2396725""","=""""","=""""",,"=""008001.000129""","=""""",
O I,"=""2s2.2p3.(4S*).6f""","=""3F""","=""4""",9.0,"=""""","=""13.2396776""","=""""","=""""",,"=""008001.000130""","=""""",
O I,"=""2s2.2p3.(4S*).6f""","=""3F""","=""3""",7.0,"=""""","=""13.2396776""","=""""","=""""",,"=""008001.000131""","=""""",
O I,"=""2s2.2p3.(4S*).6f""","=""3F""","=""2""",5.0,"=""""","=""13.2396776""","=""""","=""""",,"=""008001.000132""","=""""",
O I,"=""2s2.2p3.(4S*).6g""","=""3G*""","=""5""",11.0,"=""""","=""13.2400126""","=""""","=""""",,"=""008001.000133""","=""""",
O I,"=""2s2.2p3.(4S*).6g""","=""3G*""","=""4""",9.0,"=""""","=""13.2400126""","=""""","=""""",,"=""008001.000135""","=""""",
O I,"=""2s2.2p3.(4S*).6g""","=""3G*""","=""3""",7.0,"=""""","=""13.2400126""","=""""","=""""",,"=""008001.000136""","=""""",
O I,"=""2s2.2p3.(4S*).6g""","=""5G*""","=""6""",13.0,"=""""","=""13.2400126""","=""""","=""""",,"=""008001.000134""","=""""",
O I,"=""2s2.2p3.(4S*).6g""","=""5G*""","=""5""",11.0,"=""""","=""13.2400126""","=""""","=""""",,"=""008001.000137""","=""""",
O I,"=""2s2.2p3.(4S*).6g""","=""5G*""","=""4""",9.0,"=""""","=""13.2400126""","=""""","=""""",,"=""008001.000138""","=""""",
O I,"=""2s2.2p3.(4S*).6g""","=""5G*""","=""3""",7.0,"=""""","=""13.2400126""","=""""","=""""",,"=""008001.000139""","=""""",
O I,"=""2s2.2p3.(4S*).6g""","=""5G*""","=""2""",5.0,"=""""","=""13.2400126""","=""""","=""""",,"=""008001.000140""","=""""",
O I,"=""2s2.2p3.(4S*).8s""","=""5S*""","=""2""",5.0,"=""""","=""13.3216106""","=""""","=""""",,"=""008001.000141""","=""""",
O I,"=""2s2.2p3.(4S*).8s""","=""3S*""","=""1""",3.0,"=""""","=""13.3279572""","=""""","=""""",,"=""008001.000142""","=""""",
O I,"=""2s2.2p3.(4S*).7d""","=""5D*""","=""4""",9.0,"=""""","=""13.3374112""","=""""","=""""",,"=""008001.000143""","=""""",
O I,"=""2s2.2p3.(4S*).7d""","=""5D*""","=""3""",7.0,"=""""","=""13.3374122""","=""""","=""""",,"=""008001.000144""","=""""",
O I,"=""2s2.2p3.(4S*).7d""","=""5D*""","=""2""",5.0,"=""""","=""13.3374136""","=""""","=""""",,"=""008001.000145""","=""""",
O I,"=""2s2.2p3.(4S*).7d""","=""5D*""","=""1""",3.0,"=""""","=""13.3374147""","=""""","=""""",,"=""008001.000146""","=""""",
O I,"=""2s2.2p3.(4S*).7d""","=""5D*""","=""0""",1.0,"=""""","=""13.3374152""","=""""","=""""",,"=""008001.000147""","=""""",
O I,"=""2s2.2p3.(4S*).7d""","=""3D*""","=""3""",7.0,"=""""","=""13.3385644""","=""""","=""""",,"=""008001.000148""","=""""",
O I,"=""2s2.2p3.(4S*).7d""","=""3D*""","=""2""",5.0,"=""""","=""13.3385644""","=""""","=""""",,"=""008001.000149""","=""""",
O I,"=""2s2.2p3.(4S*).7d""","=""3D*""","=""1""",3.0,"=""""","=""13.3385644""","=""""","=""""",,"=""008001.000150""","=""""",
O I,"=""2s2.2p3.(4S*).7f""","=""5F""","=""5""",11.0,"=""""","=""13.3400972""","=""""","=""""",,"=""008001.000151""","=""""",
O I,"=""2s2.2p3.(4S*).7f""","=""5F""","=""4""",9.0,"=""""","=""13.3400972""","=""""","=""""",,"=""008001.000152""","=""""",
O I,"=""2s2.2p3.(4S*).7f""","=""5F""","=""3""",7.0,"=""""","=""13.3400972""","=""""","=""""",,"=""008001.000153""","=""""",
O I,"=""2s2.2p3.(4S*).7f""","=""5F""","=""2""",5.0,"=""""","=""13.3400972""","=""""","=""""",,"=""008001.000154""","=""""",
O I,"=""2s2.2p3.(4S*).7f""","=""5F""","=""1""",3.0,"=""""","=""13.3400972""","=""""","=""""",,"=""008001.000155""","=""""",
O I,"=""2s2.2p3.(4S*).7f""","=""3F""","=""4""",9.0,"=""""","=""13.3400981""","=""""","=""""",,"=""008001.000156""","=""""",
O I,"=""2s2.2p3.(4S*).7f""","=""3F""","=""3""",7.0,"=""""","=""13.3400981""","=""""","=""""",,"=""008001.000157""","=""""",
O I,"=""2s2.2p3.(4S*).7f""","=""3F""","=""2""",5.0,"=""""","=""13.3400981""","=""""","=""""",,"=""008001.000158""","=""""",
O I,"=""2s2.2p3.(4S*).9s""","=""5S*""","=""2""",5.0,"=""""","=""13.3929467""","=""""","=""""",,"=""008001.000159""","=""""",
O I,"=""2s2.2p3.(4S*).9s""","=""3S*""","=""1""",3.0,"=""""","=""13.3972365""","=""""","=""""",,"=""008001.000160""","=""""",
O I,"=""2s2.2p3.(4S*).8d""","=""5D*""","=""4""",9.0,"=""""","=""13.4034447""","=""""","=""""",,"=""008001.000161""","=""""",
O I,"=""2s2.2p3.(4S*).8d""","=""5D*""","=""3""",7.0,"=""""","=""13.4034453""","=""""","=""""",,"=""008001.000162""","=""""",
O I,"=""2s2.2p3.(4S*).8d""","=""5D*""","=""2""",5.0,"=""""","=""13.4034463""","=""""","=""""",,"=""008001.000163""","=""""",
O I,"=""2s2.2p3.(4S*).8d""","=""5D*""","=""1""",3.0,"=""""","=""13.4034470""","=""""","=""""",,"=""008001.000164""","=""""",
O I,"=""2s2.2p3.(4S*).8d""","=""5D*""","=""0""",1.0,"=""""","=""13.4034474""","=""""","=""""",,"=""008001.000165""","=""""",
O I,"=""2s2.2p3.(4S*).8d""","=""3D*""","=""3""",7.0,"=""""","=""13.40443""","=""""","=""""",,"=""008001.000166""","=""""",
O I,"=""2s2.2p3.(4S*).8d""","=""3D*""","=""2""",5.0,"=""""","=""13.40443""","=""""","=""""",,"=""008001.000167""","=""""",
O I,"=""2s2.2p3.(4S*).8d""","=""3D*""","=""1""",3.0,"=""""","=""13.40443""","=""""","=""""",,"=""008001.000168""","=""""",
O I,"=""2s2.2p3.(4S*).10s""","=""5S*""","=""2""",5.0,"=""""","=""13.44137""","=""""","=""""",,"=""008001.000169""","=""""",
O I,"=""2s2.2p3.(4S*).10s""","=""3S*""","=""1""",3.0,"=""""","=""13.44439""","=""""","=""""",,"=""008001.000170""","=""""",
O I,"=""2s2.2p3.(4S*).9d""","=""5D*""","=""4""",9.0,"=""""","=""13.448595""","=""""","=""""",,"=""008001.000171""","=""""",
O I,"=""2s2.2p3.(4S*).9d""","=""5D*""","=""3""",7.0,"=""""","=""13.448595""","=""""","=""""",,"=""008001.000172""","=""""",
O I,"=""2s2.2p3.(4S*).9d""","=""5D*""","=""2""",5.0,"=""""","=""13.448595""","=""""","=""""",,"=""008001.000173""","=""""",
O I,"=""2s2.2p3.(4S*).9d""","=""5D*""","=""1""",3.0,"=""""","=""13.448595""","=""""","=""""",,"=""008001.000174""","=""""",
O I,"=""2s2.2p3.(4S*).9d""","=""5D*""","=""0""",1.0,"=""""","=""13.448595""","=""""","=""""",,"=""008001.000175""","=""""",
O I,"=""2s2.2p3.(4S*).9d""","=""3D*""","=""3""",7.0,"=""""","=""13.44940""","=""""","=""""",,"=""008001.000176""","=""""",
O I,"=""2s2.2p3.(4S*).9d""","=""3D*""","=""2""",5.0,"=""""","=""13.44940""","=""""","=""""",,"=""008001.000177""","=""""",
O I,"=""2s2.2p3.(4S*).9d""","=""3D*""","=""1""",3.0,"=""""","=""13.44940""","=""""","=""""",,"=""008001.000178""","=""""",
O I,"=""2s2.2p3.(4S*).11s""","=""3S*""","=""1""",3.0,"=""""","=""13.47776""","=""""","=""""",,"=""008001.000179""","=""""",
O I,"=""2s2.2p3.(4S*).10d""","=""5D*""","=""4""",9.0,"=""""","=""13.480992""","=""""","=""""",,"=""008001.000180""","=""""",
O I,"=""2s2.2p3.(4S*).10d""","=""5D*""","=""3""",7.0,"=""""","=""13.480992""","=""""","=""""",,"=""008001.000181""","=""""",
O I,"=""2s2.2p3.(4S*).10d""","=""5D*""","=""2""",5.0,"=""""","=""13.480992""","=""""","=""""",,"=""008001.000182""","=""""",
O I,"=""2s2.2p3.(4S*).10d""","=""5D*""","=""1""",3.0,"=""""","=""13.480992""","=""""","=""""",,"=""008001.000183""","=""""",
O I,"=""2s2.2p3.(4S*).10d""","=""5D*""","=""0""",1.0,"=""""","=""13.480992""","=""""","=""""",,"=""008001.000184""","=""""",
O I,"=""2s2.2p3.(4S*).10d""","=""3D*""","=""3""",7.0,"=""""","=""13.48156""","=""""","=""""",,"=""008001.000185""","=""""",
O I,"=""2s2.2p3.(4S*).10d""","=""3D*""","=""2""",5.0,"=""""","=""13.48156""","=""""","=""""",,"=""008001.000186""","=""""",
O I,"=""2s2.2p3.(4S*).10d""","=""3D*""","=""1""",3.0,"=""""","=""13.48156""","=""""","=""""",,"=""008001.000187""","=""""",
O I,"=""2s2.2p3.(4S*).12s""","=""3S*""","=""1""",3.0,"=""""","=""13.50264""","=""""","=""""",,"=""008001.000188""","=""""",
O I,"=""2s2.2p3.(4S*).11d""","=""3D*""","=""3""",7.0,"=""""","=""13.50525""","=""""","=""""",,"=""008001.000189""","=""""",
O I,"=""2s2.2p3.(4S*).11d""","=""3D*""","=""2""",5.0,"=""""","=""13.50525""","=""""","=""""",,"=""008001.000190""","=""""",
O I,"=""2s2.2p3.(4S*).11d""","=""3D*""","=""1""",3.0,"=""""","=""13.50525""","=""""","=""""",,"=""008001.000191""","=""""",
O I,"=""2s2.2p3.(4S*).13s""","=""3S*""","=""1""",3.0,"=""""","=""13.52122""","=""""","=""""",,"=""008001.000192""","=""""",
O I,"=""2s2.2p3.(4S*).12d""","=""3D*""","=""3""",7.0,"=""""","=""13.52337""","=""""","=""""",,"=""008001.000193""","=""""",
O I,"=""2s2.2p3.(4S*).12d""","=""3D*""","=""2""",5.0,"=""""","=""13.52337""","=""""","=""""",,"=""008001.000194""","=""""",
O I,"=""2s2.2p3.(4S*).12d""","=""3D*""","=""1""",3.0,"=""""","=""13.52337""","=""""","=""""",,"=""008001.000195""","=""""",
O I,"=""2s2.2p3.(4S*).14s""","=""3S*""","=""1""",3.0,"=""""","=""13.53557""","=""""","=""""",,"=""008001.000196""","=""""",
O I,"=""2s2.2p3.(4S*).13d""","=""3D*""","=""3""",7.0,"=""""","=""13.53738""","=""""","=""""",,"=""008001.000197""","=""""",
O I,"=""2s2.2p3.(4S*).13d""","=""3D*""","=""2""",5.0,"=""""","=""13.53738""","=""""","=""""",,"=""008001.000198""","=""""",
O I,"=""2s2.2p3.(4S*).13d""","=""3D*""","=""1""",3.0,"=""""","=""13.53738""","=""""","=""""",,"=""008001.000199""","=""""",
O I,"=""2s2.2p3.(4S*).15s""","=""3S*""","=""1""",3.0,"=""""","=""13.54725""","=""""","=""""",,"=""008001.000200""","=""""",
